timestamp,open,high,low,close,volume
1702616220,47812.75,47823.45,47802.0,47806.3,0
1702616280,47804.05,47820.35,47803.8,47819.85,0
1702616340,47817.4,47817.4,47802.9,47811.55,0
1702616400,47811.45,47827.6,47808.3,47820.55,0
1702616460,47822.85,47837.45,47817.95,47829.25,0
1702616520,47832.6,47835.35,47817.55,47823.8,0
1702616580,47822.4,47837.55,47817.65,47821.15,0
1702616640,47819.0,47827.3,47817.2,47823.8,0
1702616700,47825.35,47833.25,47818.9,47824.35,0
1702616760,47826.7,47840.3,47824.9,47830.8,0
1702616820,47830.7,47842.95,47829.6,47839.3,0
1702616880,47839.1,47839.15,47827.45,47832.3,0
1702616940,47833.25,47841.6,47826.9,47835.05,0
1702617000,47836.45,47839.55,47826.95,47829.4,0
1702617060,47827.75,47832.1,47808.1,47816.05,0
1702617120,47816.95,47820.95,47803.15,47803.15,0
1702617180,47801.65,47809.5,47782.5,47787.6,0
1702617240,47785.4,47804.05,47766.65,47770.6,0
1702617300,47773.85,47776.75,47763.05,47766.0,0
1702617360,47766.35,47766.35,47707.05,47708.95,0
1702617420,47712.2,47712.9,47694.3,47708.85,0
1702617480,47707.0,47708.2,47695.8,47702.4,0
1702617540,47703.5,47713.05,47677.8,47698.1,0
1702617600,47699.0,47702.15,47687.65,47687.65,0
1702617660,47685.95,47685.95,47663.1,47669.4,0
1702617720,47669.05,47682.35,47637.9,47639.05,0
1702617780,47636.15,47653.25,47632.85,47652.8,0
1702617840,47651.9,47681.8,47636.6,47681.8,0
1702617900,47677.25,47684.05,47667.55,47677.45,0
1702617960,47678.75,47678.75,47652.7,47657.65,0
1702618020,47661.15,47689.6,47661.15,47689.1,0
1702618080,47687.25,47729.1,47687.25,47727.95,0
1702618140,47730.7,47755.0,47729.55,47745.5,0
1702618200,47746.8,47756.3,47731.8,47731.8,0
1702618260,47740.3,47751.8,47734.8,47741.85,0
1702618320,47745.4,47745.4,47726.6,47731.3,0
1702618380,47728.2,47729.45,47702.9,47702.9,0
1702618440,47703.85,47708.65,47687.2,47690.0,0
1702618500,47690.05,47709.6,47686.1,47702.3,0
1702618560,47707.3,47714.55,47696.35,47702.75,0
1702618620,47703.25,47709.0,47696.0,47701.8,0
1702618680,47708.05,47725.05,47705.7,47722.45,0
1702618740,47725.85,47734.0,47717.4,47723.7,0
1702618800,47722.05,47746.9,47722.05,47723.45,0
1702618860,47723.1,47731.15,47720.05,47724.05,0
1702618920,47723.6,47728.1,47712.7,47714.2,0
1702618980,47713.65,47720.15,47701.1,47704.9,0
1702619040,47706.35,47707.65,47691.9,47698.9,0
1702619100,47697.1,47707.7,47694.4,47704.5,0
1702619160,47705.3,47713.45,47704.15,47708.2,0
1702619220,47709.6,47721.5,47703.55,47719.95,0
1702619280,47720.55,47738.9,47713.9,47734.5,0
1702619340,47732.8,47734.7,47719.3,47728.6,0
1702619400,47731.45,47739.8,47730.7,47735.85,0
1702619460,47735.35,47741.95,47719.75,47720.4,0
1702619520,47717.85,47727.25,47715.15,47715.15,0
1702619580,47715.05,47717.65,47708.35,47709.5,0
1702619640,47713.25,47717.9,47709.05,47716.15,0
1702619700,47716.45,47721.95,47712.0,47721.45,0
1702619760,47722.95,47732.3,47719.65,47726.75,0
1702619820,47726.55,47729.25,47721.05,47722.4,0
1702619880,47722.4,47725.25,47715.25,47719.45,0
1702619940,47723.75,47723.75,47706.85,47706.85,0
1702620000,47706.2,47717.35,47703.3,47712.6,0
1702620060,47711.7,47726.6,47711.55,47726.0,0
1702620120,47720.0,47729.7,47716.05,47727.3,0
1702620180,47725.5,47733.8,47722.55,47724.45,0
1702620240,47723.8,47724.8,47715.65,47720.5,0
1702620300,47718.85,47721.05,47715.55,47717.65,0
1702620360,47718.9,47737.25,47713.05,47732.2,0
1702620420,47733.75,47742.7,47727.5,47738.85,0
1702620480,47738.75,47752.7,47732.3,47751.25,0
1702620540,47750.05,47772.2,47748.0,47768.1,0
1702620600,47767.05,47771.8,47753.2,47759.45,0
1702620660,47757.75,47760.15,47739.85,47740.8,0
1702620720,47740.05,47741.8,47725.9,47726.2,0
1702620780,47724.3,47727.8,47720.1,47725.95,0
1702620840,47722.0,47725.95,47715.2,47725.95,0
1702620900,47721.35,47724.35,47704.95,47708.8,0
1702620960,47707.8,47712.65,47705.35,47712.65,0
1702621020,47710.35,47720.05,47709.55,47712.6,0
1702621080,47712.05,47715.45,47703.05,47703.05,0
1702621140,47702.5,47719.7,47700.6,47709.4,0
1702621200,47714.75,47720.65,47711.5,47715.05,0
1702621260,47712.1,47729.95,47708.15,47721.3,0
1702621320,47720.4,47722.75,47710.65,47715.1,0
1702621380,47715.4,47723.7,47710.8,47720.15,0
1702621440,47720.7,47727.35,47714.75,47718.35,0
1702621500,47717.75,47720.5,47708.95,47711.95,0
1702621560,47711.35,47714.3,47695.8,47696.7,0
1702621620,47698.25,47698.25,47680.05,47683.25,0
1702621680,47682.4,47687.95,47680.7,47685.0,0
1702621740,47684.5,47692.95,47677.55,47680.15,0
1702621800,47681.2,47690.6,47672.95,47686.15,0
1702621860,47683.15,47696.1,47680.7,47689.65,0
1702621920,47687.45,47695.15,47684.05,47692.65,0
1702621980,47693.8,47693.8,47678.85,47684.4,0
1702622040,47679.35,47688.95,47679.35,47688.3,0
1702622100,47686.3,47703.15,47686.3,47699.15,0
1702622160,47698.5,47707.55,47694.0,47697.05,0
1702622220,47700.75,47702.05,47690.35,47692.35,0
1702622280,47692.1,47696.5,47683.1,47686.0,0
1702622340,47682.0,47686.85,47661.15,47665.05,0
1702622400,47666.55,47681.5,47659.7,47680.9,0
1702622460,47679.4,47692.45,47677.05,47691.25,0
1702622520,47692.95,47695.55,47682.85,47682.85,0
1702622580,47683.5,47694.65,47683.3,47687.25,0
1702622640,47684.15,47690.7,47674.95,47679.4,0
1702622700,47680.8,47690.75,47673.05,47683.8,0
1702622760,47683.05,47684.75,47670.05,47671.1,0
1702622820,47673.55,47679.15,47664.55,47674.9,0
1702622880,47672.5,47693.75,47671.45,47692.3,0
1702622940,47692.2,47710.35,47692.2,47702.45,0
1702623000,47705.6,47725.55,47700.4,47725.55,0
1702623060,47719.3,47722.5,47701.8,47703.05,0
1702623120,47698.95,47704.55,47683.3,47687.8,0
1702623180,47689.4,47698.0,47684.25,47698.0,0
1702623240,47692.95,47704.8,47692.05,47699.0,0
1702623300,47699.0,47700.75,47691.2,47692.2,0
1702623360,47694.4,47707.4,47691.5,47697.05,0
1702623420,47698.75,47719.15,47696.8,47703.25,0
1702623480,47704.25,47711.15,47698.2,47698.2,0
1702623540,47699.45,47726.25,47699.1,47723.65,0
1702623600,47723.2,47724.9,47709.05,47721.15,0
1702623660,47721.2,47731.85,47717.25,47722.4,0
1702623720,47723.7,47728.75,47718.25,47726.15,0
1702623780,47725.3,47730.35,47720.25,47728.7,0
1702623840,47730.0,47736.1,47726.5,47726.5,0
1702623900,47726.45,47727.25,47719.4,47723.15,0
1702623960,47721.4,47731.1,47721.4,47723.95,0
1702624020,47725.15,47742.75,47725.05,47731.4,0
1702624080,47732.65,47740.9,47731.4,47736.75,0
1702624140,47737.0,47737.7,47725.1,47729.75,0
1702624200,47731.7,47748.55,47726.45,47740.55,0
1702624260,47743.15,47745.35,47735.85,47740.75,0
1702624320,47739.25,47747.0,47735.8,47747.0,0
1702624380,47748.25,47756.05,47738.65,47753.3,0
1702624440,47754.75,47782.1,47750.2,47760.2,0
1702624500,47759.95,47759.95,47743.9,47752.85,0
1702624560,47754.65,47766.75,47740.3,47741.6,0
1702624620,47739.2,47745.9,47735.85,47743.9,0
1702624680,47744.7,47750.5,47740.15,47742.05,0
1702624740,47744.1,47748.95,47736.25,47738.2,0
1702624800,47738.7,47741.3,47725.2,47725.3,0
1702624860,47727.0,47733.35,47715.5,47731.15,0
1702624920,47729.5,47741.75,47727.85,47736.15,0
1702624980,47735.75,47741.15,47730.15,47730.9,0
1702625040,47731.4,47736.5,47727.7,47728.3,0
1702625100,47729.9,47731.85,47717.45,47717.45,0
1702625160,47715.85,47722.25,47714.1,47717.65,0
1702625220,47718.3,47737.5,47718.3,47725.55,0
1702625280,47726.55,47742.75,47726.55,47734.85,0
1702625340,47735.35,47739.9,47729.25,47730.9,0
1702625400,47733.8,47744.45,47727.75,47744.45,0
1702625460,47742.9,47742.9,47719.8,47720.75,0
1702625520,47720.9,47745.7,47720.9,47739.45,0
1702625580,47739.6,47747.6,47738.05,47739.35,0
1702625640,47740.2,47745.7,47738.45,47738.45,0
1702625700,47739.55,47741.35,47726.9,47728.55,0
1702625760,47727.6,47738.35,47727.15,47736.75,0
1702625820,47739.8,47743.2,47728.85,47728.85,0
1702625880,47731.6,47735.1,47725.75,47727.6,0
1702625940,47725.8,47727.85,47721.85,47724.15,0
1702626000,47726.1,47729.6,47719.5,47719.5,0
1702626060,47721.45,47730.75,47711.1,47712.95,0
1702626120,47713.2,47720.75,47702.5,47705.55,0
1702626180,47707.2,47726.6,47705.65,47722.3,0
1702626240,47723.75,47737.1,47717.6,47735.7,0
1702626300,47734.7,47749.05,47732.25,47741.3,0
1702626360,47741.2,47761.9,47737.35,47748.2,0
1702626420,47751.55,47751.55,47739.45,47739.45,0
1702626480,47739.85,47764.75,47739.85,47759.95,0
1702626540,47759.15,47773.95,47759.15,47762.35,0
1702626600,47767.75,47788.3,47763.65,47785.75,0
1702626660,47789.15,47792.85,47777.7,47787.55,0
1702626720,47790.4,47790.4,47772.85,47775.05,0
1702626780,47775.3,47777.75,47761.95,47770.6,0
1702626840,47768.05,47772.6,47755.65,47757.75,0
1702626900,47758.1,47758.1,47746.1,47750.45,0
1702626960,47745.9,47749.5,47740.9,47742.3,0
1702627020,47743.3,47746.2,47733.35,47743.8,0
1702627080,47743.95,47755.7,47739.0,47752.65,0
1702627140,47750.4,47758.65,47743.2,47758.65,0
1702627200,47750.0,47757.65,47744.75,47744.75,0
1702627260,47744.35,47759.9,47741.05,47754.9,0
1702627320,47755.0,47778.2,47752.4,47776.3,0
1702627380,47777.75,47798.35,47777.2,47798.35,0
1702627440,47797.3,47799.3,47783.05,47797.55,0
1702627500,47799.0,47799.05,47770.0,47770.0,0
1702627560,47772.2,47780.95,47770.8,47780.6,0
1702627620,47781.6,47799.95,47779.95,47799.95,0
1702627680,47805.85,47835.65,47803.6,47827.15,0
1702627740,47826.8,47836.4,47816.05,47816.05,0
1702627800,47815.5,47820.95,47803.75,47803.75,0
1702627860,47803.4,47815.55,47801.35,47802.15,0
1702627920,47804.4,47832.3,47801.75,47832.3,0
1702627980,47835.7,47835.7,47807.25,47809.05,0
1702628040,47810.65,47833.2,47810.6,47826.05,0
1702628100,47823.35,47840.8,47819.9,47835.05,0
1702628160,47836.7,47850.55,47834.1,47839.1,0
1702628220,47836.6,47839.2,47819.9,47821.5,0
1702628280,47821.6,47834.35,47818.35,47818.35,0
1702628340,47818.4,47838.35,47817.85,47832.05,0
1702628400,47835.15,47845.6,47834.25,47838.7,0
1702628460,47842.0,47858.45,47822.1,47858.45,0
1702628520,47856.2,47856.2,47834.2,47847.65,0
1702628580,47841.25,47846.2,47829.3,47832.95,0
1702628640,47831.35,47847.8,47828.4,47833.2,0
1702628700,47835.2,47859.55,47835.2,47857.65,0
1702628760,47856.5,47856.5,47834.65,47849.1,0
1702628820,47849.1,47859.8,47842.0,47859.8,0
1702628880,47861.7,47905.9,47853.8,47899.1,0
1702628940,47900.6,47914.25,47894.3,47908.9,0
1702629000,47911.55,47925.5,47904.75,47906.9,0
1702629060,47908.75,47911.7,47893.65,47908.45,0
1702629120,47916.4,47918.45,47909.55,47915.0,0
1702629180,47915.5,47934.35,47903.0,47933.05,0
1702629240,47931.6,47944.8,47926.05,47944.8,0
1702629300,47940.3,47946.6,47927.0,47927.0,0
1702629360,47926.8,47959.6,47921.3,47954.85,0
1702629420,47958.05,47968.0,47936.65,47940.2,0
1702629480,47938.0,47938.0,47927.85,47932.65,0
1702629540,47931.0,47933.85,47896.45,47916.5,0
1702629600,47918.3,47942.5,47912.4,47937.4,0
1702629660,47936.2,47936.2,47908.5,47917.75,0
1702629720,47913.75,47926.3,47913.25,47919.05,0
1702629780,47920.0,47930.3,47917.75,47920.65,0
1702629840,47920.4,47923.25,47907.0,47907.85,0
1702629900,47909.4,47929.35,47895.7,47923.8,0
1702629960,47927.4,47932.95,47902.1,47911.5,0
1702630020,47908.3,47935.45,47906.75,47935.45,0
1702630080,47935.8,47939.85,47922.5,47926.2,0
1702630140,47926.05,47943.95,47924.45,47939.25,0
1702630200,47941.25,47951.1,47932.55,47949.9,0
1702630260,47951.05,47967.4,47947.65,47963.9,0
1702630320,47963.95,47963.95,47934.2,47935.8,0
1702630380,47933.6,47937.05,47916.4,47927.3,0
1702630440,47927.65,47937.1,47923.0,47930.4,0
1702630500,47928.45,47948.15,47923.45,47934.45,0
1702630560,47934.8,47936.15,47922.95,47928.0,0
1702630620,47925.85,47925.85,47898.25,47900.1,0
1702630680,47899.75,47923.7,47899.75,47915.1,0
1702630740,47915.55,47937.9,47911.3,47936.8,0
1702630800,47936.1,47961.6,47935.05,47955.65,0
1702630860,47955.75,47963.5,47935.0,47936.95,0
1702630920,47937.9,47949.75,47935.05,47937.15,0
1702630980,47934.9,47943.0,47925.85,47936.65,0
1702631040,47940.2,47962.85,47938.45,47958.7,0
1702631100,47957.65,47965.4,47952.9,47962.35,0
1702631160,47962.85,47968.8,47946.4,47950.3,0
1702631220,47949.75,47951.15,47929.05,47937.2,0
1702631280,47938.35,47948.7,47932.3,47943.65,0
1702631340,47942.0,47968.85,47941.8,47960.0,0
1702631400,47961.2,47965.05,47947.6,47961.45,0
1702631460,47961.4,47995.45,47961.4,47983.55,0
1702631520,47987.15,47990.55,47967.6,47967.6,0
1702631580,47963.8,47977.55,47950.35,47969.4,0
1702631640,47967.35,47982.55,47964.85,47968.4,0
1702631700,47965.45,47985.65,47962.75,47966.65,0
1702631760,47963.15,47975.95,47962.25,47966.0,0
1702631820,47962.65,47964.8,47951.85,47951.85,0
1702631880,47955.0,47963.85,47949.4,47959.85,0
1702631940,47960.9,47972.4,47956.2,47956.2,0
1702632000,47959.8,47971.7,47953.45,47967.6,0
1702632060,47970.35,48000.85,47966.1,47990.25,0
1702632120,47991.2,48022.85,47990.1,48017.7,0
1702632180,48015.65,48037.75,48008.65,48030.05,0
1702632240,48028.1,48031.25,48006.35,48030.95,0
1702632300,48030.65,48047.1,48019.95,48023.45,0
1702632360,48020.25,48038.8,48018.45,48024.35,0
1702632420,48024.05,48053.15,48013.9,48042.35,0
1702632480,48038.8,48063.95,48037.65,48055.55,0
1702632540,48055.5,48085.2,48051.65,48085.2,0
1702632600,48073.45,48109.65,48040.8,48109.65,0
1702632660,48117.45,48164.7,48101.05,48164.7,0
1702632720,48153.0,48171.75,48132.85,48162.2,0
1702632780,48163.05,48219.95,48157.6,48157.6,0
1702632840,48158.2,48163.7,48097.3,48110.8,0
1702632900,48111.1,48147.2,48096.9,48144.4,0
1702632960,48143.2,48149.8,48132.0,48137.55,0
1702633020,48130.3,48130.3,48093.5,48109.0,0
1702633080,48110.45,48128.95,48102.1,48123.05,0
1702633140,48124.8,48130.1,48108.85,48121.35,0
1702633200,48121.85,48136.15,48117.95,48136.15,0
1702633260,48126.1,48141.3,48119.9,48139.7,0
1702633320,48144.05,48146.5,48114.5,48125.15,0
1702633380,48127.4,48161.05,48120.05,48152.0,0
1702633440,48154.95,48158.35,48133.05,48146.0,0
1702633500,48146.6,48158.85,48140.7,48158.85,0
1702633560,48161.05,48169.5,48150.95,48168.3,0
1702633620,48167.75,48175.65,48158.2,48158.2,0
1702633680,48159.95,48162.8,48147.95,48160.75,0
1702633740,48162.4,48171.9,48154.5,48158.2,0
1702633800,48156.7,48156.7,48114.0,48114.0,0
1702633860,48115.0,48115.0,48072.4,48110.85,0
1702633920,48113.6,48149.2,48110.45,48140.95,0
1702633980,48140.55,48156.15,48133.35,48139.5,0
1702634040,48139.15,48148.65,48112.5,48148.65,0
1702634100,48145.05,48157.85,48132.05,48134.8,0
1702634160,48132.05,48153.85,48117.3,48142.9,0
1702634220,48138.05,48161.8,48122.7,48153.65,0
1702634280,48158.7,48159.6,48081.6,48089.35,0
1702634340,48076.55,48116.25,48071.65,48071.65,0
1702634400,48073.45,48073.45,48073.45,48073.45,0
