day,symbol,strategy,signal_id,trigger,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,target,stop_loss,duration,quantity,exit_type,neck_point,trigger_time,closed,pattern_height,open_type,tpo,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,five_min_ex_first_hr_trend,fifteen_min_ex_first_hr_trend,hurst_exp_15,hurst_exp_5,ret_trend,candles_in_range,dist_frm_level,resistance_ind,support_ind,y_high,y_low,y_va_h_p,y_va_l_p,y_poc_price,w_high,w_low,w_Pivot,w_R1,w_S1,w_R2,w_S2,w_R3,w_S3,w_R4,w_S4,pattern_time,pattern_price,pattern_location,lw_total_energy_pyr,lw_total_energy_ht,lw_static_ratio,lw_dynamic_ratio,lw_d_en_ht,lw_s_en_ht,lw_d_en_pyr,lw_s_en_pyr,entry_time_read
2021-09-03,NIFTY,STATE_SELL_1_360,SIG_1,1,1630640760,1630662360,17293.25,17322.15,-28.9,-0.0,Friday,1,16955,17505,360,1,0,0,1630640760,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[1630640760],[17293.25],0,0,0,0,0,0,0,0,0,2021-09-03 09:16:00
2021-09-01,NIFTY,STATE_SELL_1_360,SIG_1,1,1630467960,1630489560,17169.9,17067.3,102.6,0.0,Wednesday,1,16783,17326,360,1,0,0,1630467960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-30.099999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1630467960],[17169.9],0,0,0,0,0,0,0,0,0,2021-09-01 09:16:00
2021-08-31,NIFTY,STATE_SELL_1_360,SIG_1,1,1630381560,1630403160,16967.05,17147.05,-180.0,-0.0,Tuesday,1,16575,17300,360,1,0,0,1630381560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-32.95000000000073,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1630381560],[16967.05],0,0,0,0,0,0,0,0,0,2021-08-31 09:16:00
2021-08-30,NIFTY,STATE_SELL_1_360,SIG_1,1,1630295160,1630316760,16801.75,16933.3,-131.55,-0.0,Monday,1,16486,17021,360,1,0,0,1630295160,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,1.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1630295160],[16801.75],0,0,0,0,0,0,0,0,0,2021-08-30 09:16:00
2021-08-26,NIFTY,STATE_SELL_1_360,SIG_1,1,1629949560,1629971160,16636.95,16644.2,-7.25,0.0,Thursday,1,16173,16823,360,1,0,0,1629949560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,36.95000000000073,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,[1629949560],[16636.95],0,0,0,0,0,0,0,0,0,2021-08-26 09:16:00
2021-08-25,NIFTY,STATE_SELL_1_360,SIG_1,1,1629863160,1629884760,16666.45,16630.5,35.95,0.0,Wednesday,1,16343,16873,360,1,0,0,1629863160,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-33.54999999999927,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1629863160],[16666.45],0,0,0,0,0,0,0,0,0,2021-08-25 09:16:00
2021-08-24,NIFTY,STATE_SELL_1_360,SIG_1,1,1629776760,1629798360,16549.1,16621.9,-72.8,-0.0,Tuesday,1,16201,16910,360,1,0,0,1629776760,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,49.099999999998545,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[1629776760],[16549.1],0,0,0,0,0,0,0,0,0,2021-08-24 09:16:00
2021-08-23,NIFTY,STATE_SELL_1_360,SIG_1,1,1629690360,1629711960,16567.55,16494.9,72.65,0.0,Monday,1,16254,16781,360,1,0,0,1629690360,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-32.45000000000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1629690360],[16567.55],0,0,0,0,0,0,0,0,0,2021-08-23 09:16:00
2021-08-18,NIFTY,STATE_SELL_1_360,SIG_1,1,1629258360,1629279960,16671.85,16571.2,100.65,0.0,Wednesday,1,16358,16888,360,1,0,0,1629258360,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-28.150000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1629258360],[16671.85],0,0,0,0,0,0,0,0,0,2021-08-18 09:16:00
2021-08-13,NIFTY,STATE_SELL_1_360,SIG_1,1,1628826360,1628847960,16405.2,16531.0,-125.8,-0.0,Friday,1,16136,16659,360,1,0,0,1628826360,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,5.200000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1628826360],[16405.2],0,0,0,0,0,0,0,0,0,2021-08-13 09:16:00
2021-08-12,NIFTY,STATE_SELL_1_360,SIG_1,1,1628739960,1628761560,16321.7,16360.6,-38.9,-0.0,Thursday,1,15956,16654,360,1,0,0,1628739960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,21.700000000000728,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1628739960],[16321.7],0,0,0,0,0,0,0,0,0,2021-08-12 09:16:00
2021-08-04,NIFTY,STATE_SELL_1_360,SIG_1,1,1628048760,1628070360,16222.3,16262.95,-40.65,-0.0,Wednesday,1,15825,16337,360,1,0,0,1628048760,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,22.299999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1628048760],[16222.3],0,0,0,0,0,0,0,0,0,2021-08-04 09:16:00
2021-08-03,NIFTY,STATE_SELL_1_360,SIG_1,1,1627962360,1627983960,15928.1,16131.4,-203.3,-0.0,Tuesday,1,15672,16179,360,1,0,0,1627962360,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,28.100000000000364,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[1627962360],[15928.1],0,0,0,0,0,0,0,0,0,2021-08-03 09:16:00
2021-08-02,NIFTY,STATE_SELL_1_360,SIG_1,1,1627875960,1627897560,15847.05,15886.6,-39.55,-0.0,Monday,1,15607,16113,360,1,0,0,1627875960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,47.04999999999927,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[1627875960],[15847.05],0,0,0,0,0,0,0,0,0,2021-08-02 09:16:00
2021-07-29,NIFTY,STATE_SELL_1_360,SIG_1,1,1627530360,1627551960,15774.3,15774.55,-0.25,-0.0,Thursday,1,15376,16049,360,1,0,0,1627530360,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-25.700000000000728,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1627530360],[15774.3],0,0,0,0,0,0,0,0,0,2021-07-29 09:16:00
2021-07-23,NIFTY,STATE_SELL_1_360,SIG_1,1,1627011960,1627033560,15848.4,15855.85,-7.45,-0.0,Friday,1,15602,16108,360,1,0,0,1627011960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,48.399999999999636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1627011960],[15848.4],0,0,0,0,0,0,0,0,0,2021-07-23 09:16:00
2021-07-22,NIFTY,STATE_SELL_1_360,SIG_1,1,1626925560,1626947160,15741.6,15823.25,-81.65,-0.0,Thursday,1,15459,15960,360,1,0,0,1626925560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,41.600000000000364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1626925560],[15741.6],0,0,0,0,0,0,0,0,0,2021-07-22 09:16:00
2021-07-16,NIFTY,STATE_SELL_1_360,SIG_1,1,1626407160,1626428760,15943.75,15922.3,21.45,0.0,Friday,1,15731,16241,360,1,0,0,1626407160,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,43.75,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[1626407160],[15943.75],0,0,0,0,0,0,0,0,0,2021-07-16 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,1,1626147960,1626169560,15760.0,15814.6,-54.6,-0.0,Tuesday,1,15573,16078,360,1,0,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-12,NIFTY,STATE_SELL_1_360,SIG_1,1,1626061560,1626083160,15772.95,15686.7,86.25,0.0,Monday,1,15489,15991,360,1,0,0,1626061560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-27.049999999999272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1626061560],[15772.95],0,0,0,0,0,0,0,0,0,2021-07-12 09:16:00
2021-07-09,NIFTY,STATE_SELL_1_360,SIG_1,1,1625802360,1625823960,15671.35,15689.3,-17.95,-0.0,Friday,1,15271,15884,360,1,0,0,1625802360,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-28.649999999999636,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1625802360],[15671.35],0,0,0,0,0,0,0,0,0,2021-07-09 09:16:00
2021-07-08,NIFTY,STATE_SELL_1_360,SIG_1,1,1625715960,1625737560,15868.7,15740.55,128.15,0.0,Thursday,1,15553,16234,360,1,0,0,1625715960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-31.299999999999272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[1625715960],[15868.7],0,0,0,0,0,0,0,0,0,2021-07-08 09:16:00
2021-07-07,NIFTY,STATE_SELL_1_360,SIG_1,1,1625629560,1625651160,15799.8,15883.2,-83.4,-0.0,Wednesday,1,15402,16021,360,1,0,0,1625629560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-0.2000000000007276,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1625629560],[15799.8],0,0,0,0,0,0,0,0,0,2021-07-07 09:16:00
2021-07-05,NIFTY,STATE_SELL_1_360,SIG_1,1,1625456760,1625478360,15771.35,15836.15,-64.8,-0.0,Monday,1,15484,15986,360,1,0,0,1625456760,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-28.649999999999636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1625456760],[15771.35],0,0,0,0,0,0,0,0,0,2021-07-05 09:16:00
2021-07-01,NIFTY,STATE_SELL_1_360,SIG_1,1,1625111160,1625132760,15745.75,15680.25,65.5,0.0,Thursday,1,15348,15965,360,1,0,0,1625111160,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,45.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[1625111160],[15745.75],0,0,0,0,0,0,0,0,0,2021-07-01 09:16:00
2021-06-29,NIFTY,STATE_SELL_1_360,SIG_1,1,1624938360,1624959960,15811.6,15747.65,63.95,0.0,Tuesday,1,15373,15990,360,1,0,0,1624938360,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,11.600000000000364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[1624938360],[15811.6],0,0,0,0,0,0,0,0,0,2021-06-29 09:16:00
2021-06-28,NIFTY,STATE_SELL_1_360,SIG_1,1,1624851960,1624873560,15895.2,15814.55,80.65,0.0,Monday,1,15642,16149,360,1,0,0,1624851960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-4.799999999999272,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[1624851960],[15895.2],0,0,0,0,0,0,0,0,0,2021-06-28 09:16:00
2021-06-25,NIFTY,STATE_SELL_1_360,SIG_1,1,1624592760,1624614360,15828.25,15866.8,-38.55,-0.0,Friday,1,15563,16067,360,1,0,0,1624592760,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,28.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1624592760],[15828.25],0,0,0,0,0,0,0,0,0,2021-06-25 09:16:00
