day,symbol,strategy,signal_id,trigger,side,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,instrument,cover,market_view,spot_target,spot_stop_loss,instr_target,instr_stop_loss,duration,quantity,exit_type,trigger_time,closed,open_type,tpo,spot,candles_in_range,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,lc_dist_frm_level,lc_resistance_ind,lc_support_ind,lc_y_high,lc_y_low,lc_y_va_h_p,lc_y_va_l_p,lc_y_poc_price,lc_t_2_high,lc_t_2_low,lc_t_2_va_h_p,lc_t_2_va_l_p,lc_t_2_poc_price,lc_w_high,lc_w_low,lc_w_Pivot,lc_w_R1,lc_w_S1,lc_w_R2,lc_w_S2,lc_w_R3,lc_w_S3,lc_w_R4,lc_w_S4,d_y_high,d_y_low,d_y_poc_price,d_y_va_h_p,d_y_va_l_p,d_t_2_high,d_t_2_low,d_t_2_poc_price,d_t_2_va_h_p,d_t_2_va_l_p,d2_cd_support_pressure,d2_cd_resistance_pressure,d2_cd_new_business_pressure,d2_cd_type,d2_cd_retest_fract,d2_ad_support_pressure,d2_ad_resistance_pressure,d2_ad_new_business_pressure,d2_ad_retest_fract,d2_ad_type,d2_gap,d2_cd_close_rat,d2_ad_high,d2_ad_low,d2_ad_poc_price,d2_ad_va_h_p,d2_ad_va_l_p,pat_y_high,pat_y_low,pat_y_va_h_p,pat_y_va_l_p,pat_y_poc_price,pat_t_2_high,pat_t_2_low,pat_t_2_va_h_p,pat_t_2_va_l_p,pat_t_2_poc_price,pat_w_high,pat_w_low,pat_w_Pivot,pat_w_R1,pat_w_S1,pat_w_R2,pat_w_S2,pat_w_R3,pat_w_S3,pat_w_R4,pat_w_S4,strength,total_energy,total_energy_pyr,total_energy_ht,static_ratio,dynamic_ratio,d_en_ht,s_en_ht,d_en_pyr,s_en_pyr,quad,lin,quad_r2,lin_r2,market_auc,trend_auc,auc_del,mu_0,mu_n,exp_b,exp_c,entry_time_read
2022-12-16,NIFTY_18500_CE,FRIDAY_CHEAP_OPTION,SIG_6,1,1,1671179160,1671179820,40.85,46.1,5.25,0.0,Friday,1,18500_CE,0,LONG,,,44.935,20.425,60,1,IT,1671179160,True,GAP_DOWN,10,18321.35,0.87,-0.22,-0.1,-0.07,-0.18,21.349999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03,0.15,0.82,-1,0.08,0.16,0.39,0.45,0.32,-1,-0.001,-1.5,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26262.697499999627,218.8558124999969,15.278946298747066,0.27,0.1,4.7864674115995305,7.981034696304094,21.478378389660293,59.715857647134165,0.0292,-0.2655,0.94,0.99,0.54,0.5813,-0.0413,0.72,0.44,1.6783,0.449,2022-12-16 13:56:00
2022-12-16,NIFTY_18600_CE,FRIDAY_CHEAP_OPTION,SIG_7,1,1,1671179220,1671179760,21.3,23.55,2.25,0.0,Friday,1,18600_CE,0,LONG,,,23.430000000000003,10.65,60,1,IT,1671179220,True,GAP_DOWN,10,18317.2,0.87,-0.22,-0.12,-0.09,-0.2,17.200000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03,0.15,0.82,-1,0.08,0.16,0.39,0.45,0.32,-1,-0.001,-1.5,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26262.697499999627,218.8558124999969,15.278946298747066,0.27,0.1,4.7864674115995305,7.981034696304094,21.478378389660293,59.715857647134165,0.0292,-0.2655,0.94,0.99,0.54,0.5813,-0.0413,0.72,0.44,1.6783,0.449,2022-12-16 13:57:00
2022-12-16,NIFTY_18600_CE,FRIDAY_CHEAP_OPTION,SIG_8,1,1,1671179460,1671179820,21.6,24.4,2.8,0.0,Friday,1,18600_CE,0,LONG,,,23.760000000000005,10.8,60,1,IT,1671179460,True,GAP_DOWN,10,18316.35,0.88,-0.22,-0.11,-0.08,-0.2,16.349999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03,0.15,0.82,-1,0.08,0.16,0.39,0.45,0.32,-1,-0.001,-1.5,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26407.428749999628,220.0619062499969,15.320988871479436,0.28,0.1,4.758236490411397,8.044498681707148,21.22576359251491,60.669336599988796,0.0243,-0.2523,0.95,0.99,0.55,0.5846,-0.0346,0.73,0.44,1.6676,0.4522,2022-12-16 14:01:00
2022-12-16,NIFTY_18500_CE,FRIDAY_CHEAP_OPTION,SIG_9,1,1,1671179460,1671179760,40.35,44.45,4.1,0.0,Friday,1,18500_CE,0,LONG,,,44.385000000000005,20.175,60,1,IT,1671179460,True,GAP_DOWN,10,18316.35,0.88,-0.22,-0.11,-0.08,-0.2,16.349999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03,0.15,0.82,-1,0.08,0.16,0.39,0.45,0.32,-1,-0.001,-1.5,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,26407.428749999628,220.0619062499969,15.320988871479436,0.28,0.1,4.758236490411397,8.044498681707148,21.22576359251491,60.669336599988796,0.0243,-0.2523,0.95,0.99,0.55,0.5846,-0.0346,0.73,0.44,1.6676,0.4522,2022-12-16 14:01:00
2022-12-16,NIFTY_18400_CE,FRIDAY_CHEAP_OPTION,SIG_10,1,1,1671179520,1671179760,71.6,78.95,7.35,0.0,Friday,1,18400_CE,0,LONG,,,78.76,35.8,60,1,IT,1671179520,True,GAP_DOWN,10,18315.8,0.88,-0.22,-0.11,-0.08,-0.2,15.799999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03,0.15,0.82,-1,0.08,0.16,0.39,0.45,0.32,-1,-0.001,-1.5,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26407.428749999628,220.0619062499969,15.320988871479436,0.28,0.1,4.758236490411397,8.044498681707148,21.22576359251491,60.669336599988796,0.0243,-0.2523,0.95,0.99,0.55,0.5846,-0.0346,0.73,0.44,1.6676,0.4522,2022-12-16 14:02:00
2022-12-16,NIFTY_18600_CE,FRIDAY_CHEAP_OPTION,SIG_11,1,1,1671180240,1671183840,21.5,17.25,-4.25,0.0,Friday,1,18600_CE,0,LONG,,,23.650000000000002,10.75,60,1,TC,1671180240,True,GAP_DOWN,10,18328.3,0.88,-0.22,-0.1,-0.08,-0.17,28.299999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03,0.15,0.82,-1,0.08,0.16,0.39,0.45,0.32,-1,-0.001,-1.5,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27726.89749999946,231.05747916666218,15.699086314531375,0.3,0.09,4.799088919850075,8.64178945259455,21.591801056838516,70.01299213403851,0.0214,-0.2469,0.96,0.99,0.55,0.5846,-0.0346,0.73,0.44,1.6342,0.4482,2022-12-16 14:14:00
2022-12-16,NIFTY_18500_CE,FRIDAY_CHEAP_OPTION,SIG_12,1,1,1671180300,1671183900,39.8,30.95,-8.85,0.0,Friday,1,18500_CE,0,LONG,,,43.78,19.9,60,1,TC,1671180300,True,GAP_DOWN,11,18320.5,0.88,-0.22,-0.12,-0.09,-0.2,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03,0.15,0.82,-1,0.08,0.16,0.39,0.45,0.32,-1,-0.001,-1.5,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27726.89749999946,231.05747916666218,15.699086314531375,0.3,0.09,4.799088919850075,8.64178945259455,21.591801056838516,70.01299213403851,0.0269,-0.2591,0.95,0.99,0.54,0.5788,-0.0388,0.72,0.44,1.6745,0.4468,2022-12-16 14:15:00
2022-12-16,NIFTY_18400_CE,FRIDAY_CHEAP_OPTION,SIG_13,1,1,1671180300,1671183900,71.55,54.7,-16.85,0.0,Friday,1,18400_CE,0,LONG,,,78.705,35.775,60,1,TC,1671180300,True,GAP_DOWN,11,18320.5,0.88,-0.22,-0.12,-0.09,-0.2,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03,0.15,0.82,-1,0.08,0.16,0.39,0.45,0.32,-1,-0.001,-1.5,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,27726.89749999946,231.05747916666218,15.699086314531375,0.3,0.09,4.799088919850075,8.64178945259455,21.591801056838516,70.01299213403851,0.0269,-0.2591,0.95,0.99,0.54,0.5788,-0.0388,0.72,0.44,1.6745,0.4468,2022-12-16 14:15:00
2022-12-02,NIFTY_19100_CE,FRIDAY_CHEAP_OPTION,SIG_1,1,1,1669953060,1669956660,16.9,12.5,-4.4,0.0,Friday,1,19100_CE,0,LONG,,,18.59,8.45,60,1,TC,1669953060,True,GAP_DOWN,1,18744.05,0.0,-0.16,0.0,-0.12,-0.25,44.04999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,90.3262500000098,0.7527187500000816,0.89604687377396,0.0,-1.0,-0.89604687377396,0.0,-0.7527187500000816,0.0,,,,,,,,,,,,2022-12-02 09:21:00
2022-12-02,NIFTY_19000_CE,FRIDAY_CHEAP_OPTION,SIG_2,1,1,1669953180,1669956780,32.55,23.55,-9.0,0.0,Friday,1,19000_CE,0,LONG,,,35.805,16.275,60,1,TC,1669953180,True,GAP_DOWN,1,18740.55,0.0,-0.16,0.0,-0.12,-0.25,40.54999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,90.3262500000098,0.7527187500000816,0.89604687377396,0.0,-1.0,-0.89604687377396,0.0,-0.7527187500000816,0.0,,,,,,,,,,,,2022-12-02 09:23:00
2022-12-02,NIFTY_19100_CE,FRIDAY_CHEAP_OPTION,SIG_3,1,1,1669953360,1669956960,14.8,12.7,-2.1,0.0,Friday,1,19100_CE,0,LONG,,,16.28,7.4,60,1,TC,1669953360,True,GAP_DOWN,1,18727.85,0.0,0.0,0.0,0.08,-0.25,27.849999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,90.3262500000098,0.7527187500000816,0.89604687377396,0.0,-1.0,-0.89604687377396,0.0,-0.7527187500000816,0.0,,,,,,,,,,,,2022-12-02 09:26:00
2022-12-02,NIFTY_18900_CE,FRIDAY_CHEAP_OPTION,SIG_4,1,1,1669953360,1669956960,54.5,43.95,-10.55,0.0,Friday,1,18900_CE,0,LONG,,,59.95,27.25,60,1,TC,1669953360,True,GAP_DOWN,1,18727.85,0.0,0.0,0.0,0.08,-0.25,27.849999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,90.3262500000098,0.7527187500000816,0.89604687377396,0.0,-1.0,-0.89604687377396,0.0,-0.7527187500000816,0.0,,,,,,,,,,,,2022-12-02 09:26:00
2022-12-02,NIFTY_19100_CE,FRIDAY_CHEAP_OPTION,SIG_5,1,1,1669953480,1669957080,14.75,12.45,-2.3,0.0,Friday,1,19100_CE,0,LONG,,,16.225,7.375,60,1,TC,1669953480,True,GAP_DOWN,1,18726.7,0.0,-0.19,0.0,-0.17,-0.25,26.700000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,394.68000000006134,3.2890000000005113,1.8730367499510552,0.0,-1.0,-1.8730367499510552,0.0,-3.2890000000005113,0.0,,,,,,,,,,,,2022-12-02 09:28:00
2022-12-02,NIFTY_19100_CE,FRIDAY_CHEAP_OPTION,SIG_6,1,1,1669953840,1669957440,14.25,12.95,-1.3,0.0,Friday,1,19100_CE,0,LONG,,,15.675,7.125,60,1,TC,1669953840,True,GAP_DOWN,1,18736.05,0.0,-0.12,0.0,-0.12,-0.12,36.04999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,427.65625,3.5638020833333335,1.9497150788997066,0.0,-1.0,-1.9497150788997066,0.0,-3.5638020833333335,0.0,,,,,,,,,,,,2022-12-02 09:34:00
2022-12-02,NIFTY_19000_CE,FRIDAY_CHEAP_OPTION,SIG_7,1,1,1669953840,1669957440,28.7,24.95,-3.75,0.0,Friday,1,19000_CE,0,LONG,,,31.57,14.35,60,1,TC,1669953840,True,GAP_DOWN,1,18736.05,0.0,-0.12,0.0,-0.12,-0.12,36.04999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,427.65625,3.5638020833333335,1.9497150788997066,0.0,-1.0,-1.9497150788997066,0.0,-3.5638020833333335,0.0,,,,,,,,,,,,2022-12-02 09:34:00
2022-12-02,NIFTY_18900_CE,FRIDAY_CHEAP_OPTION,SIG_8,1,1,1669954080,1669957680,50.65,45.45,-5.2,0.0,Friday,1,18900_CE,0,LONG,,,55.715,25.325,60,1,TC,1669954080,True,GAP_DOWN,1,18726.85,0.0,-0.34,0.0,-0.25,-0.62,26.849999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,427.65625,3.5638020833333335,1.9497150788997066,0.0,-1.0,-1.9497150788997066,0.0,-3.5638020833333335,0.0,,,,,,,,,,,,2022-12-02 09:38:00
2022-12-02,NIFTY_18900_CE,FRIDAY_CHEAP_OPTION,SIG_9,1,1,1669954200,1669957800,49.45,42.5,-6.95,0.0,Friday,1,18900_CE,0,LONG,,,54.39500000000001,24.725,60,1,TC,1669954200,True,GAP_DOWN,1,18721.95,0.0,-0.31,0.0,-0.2,-0.62,21.950000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,427.65625,3.5638020833333335,1.9497150788997066,0.0,-1.0,-1.9497150788997066,0.0,-3.5638020833333335,0.0,,,,,,,,,,,,2022-12-02 09:40:00
2022-12-02,NIFTY_18900_CE,FRIDAY_CHEAP_OPTION,SIG_10,1,1,1669954380,1669957980,50.2,44.9,-5.3,0.0,Friday,1,18900_CE,0,LONG,,,55.220000000000006,25.1,60,1,TC,1669954380,True,GAP_DOWN,1,18723.0,0.0,-0.31,0.0,-0.21,-0.62,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,577.875,4.815625,2.26642155537461,0.0,-1.0,-2.26642155537461,0.0,-4.815625,0.0,,,,,,,,,,,,2022-12-02 09:43:00
2022-11-25,NIFTY_18700_CE,FRIDAY_CHEAP_OPTION,SIG_1,1,1,1669349640,1669349940,24.2,26.65,2.45,0.0,Friday,1,18700_CE,0,LONG,,,26.62,12.1,60,1,IT,1669349640,True,ABOVE_VA,1,18455.75,0.0,-0.31,0.0,-0.29,-0.38,-44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1516.8962500000148,12.640802083333456,3.6719915879836047,0.0,-0.5,-2.595969097573398,0.0,-6.317864583333789,0.0,,,,,,,,,,,,2022-11-25 09:44:00
2022-11-25,NIFTY_18700_CE,FRIDAY_CHEAP_OPTION,SIG_2,1,1,1669351620,1669352340,23.85,27.7,3.85,-0.0,Friday,1,18700_CE,0,LONG,,,26.235000000000003,11.925,60,1,IT,1669351620,True,ABOVE_VA,3,18461.5,1.0,-0.06,-0.1,-0.08,-0.15,-38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2725.7074999999554,22.714229166666296,4.922246551231533,0.0,-0.11,-1.5950060954254703,0.0,-2.385041666666629,0.0,0.3447,-1.3582,0.67,0.79,0.27,0.4515,-0.1815,0.74,0.16,0.8927,0.0285,2022-11-25 10:17:00
2022-11-25,NIFTY_18700_CE,FRIDAY_CHEAP_OPTION,SIG_3,1,1,1669351800,1669352340,24.15,27.7,3.55,0.0,Friday,1,18700_CE,0,LONG,,,26.565,12.075,60,1,IT,1669351800,True,ABOVE_VA,3,18465.15,1.0,-0.06,-0.07,-0.06,-0.1,-34.849999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2780.5512499999722,23.171260416666435,4.971520000071494,0.0,-0.12,-1.7411330921111559,0.0,-2.8420729166667704,0.0,0.3447,-1.3582,0.67,0.79,0.27,0.4515,-0.1815,0.74,0.16,0.8927,0.0285,2022-11-25 10:20:00
2022-11-25,NIFTY_18700_CE,FRIDAY_CHEAP_OPTION,SIG_4,1,1,1669354500,1669358100,23.4,22.75,-0.65,-0.0,Friday,1,18700_CE,0,LONG,,,25.740000000000002,11.7,60,1,TC,1669354500,True,ABOVE_VA,4,18470.8,1.0,-0.06,-0.03,-0.03,-0.03,-29.200000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3726.56374999991,31.05469791666592,5.755433181882169,0.15,-0.05,-1.3326513904279496,2.1931572628974094,-1.6649622453839508,4.5093176060621785,0.1565,-0.777,0.85,0.93,0.33,0.4416,-0.1116,0.7,0.19,0.8039,0.0447,2022-11-25 11:05:00
2022-11-25,NIFTY_18700_CE,FRIDAY_CHEAP_OPTION,SIG_5,1,1,1669355400,1669359000,24.15,22.7,-1.45,0.0,Friday,1,18700_CE,0,LONG,,,26.565,12.075,60,1,TC,1669355400,True,ABOVE_VA,5,18469.6,1.0,-0.06,-0.03,-0.03,-0.03,-30.400000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4125.747499999919,34.38122916666599,6.055849330284761,0.19,-0.09,-1.780699828670668,2.638807804365739,-2.972711137338512,6.528099964107685,0.0894,-0.5883,0.9,0.96,0.37,0.461,-0.091,0.72,0.2,0.7444,0.0566,2022-11-25 11:20:00
2022-11-25,NIFTY_18700_CE,FRIDAY_CHEAP_OPTION,SIG_6,1,1,1669356660,1669360260,23.15,25.55,2.4,-0.0,Friday,1,18700_CE,0,LONG,,,25.465,11.575,60,1,TC,1669356660,True,ABOVE_VA,5,18469.8,1.0,-0.06,-0.06,-0.04,-0.1,-30.200000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4407.653749999919,36.73044791666599,6.259324599702728,0.23,-0.07,-1.626268660721173,2.99048454915436,-2.4794528970410976,8.38406047381027,0.0852,-0.5441,0.9,0.96,0.36,0.4418,-0.0818,0.68,0.21,0.7384,0.0419,2022-11-25 11:41:00
2022-11-25,NIFTY_18600_CE,FRIDAY_CHEAP_OPTION,SIG_7,1,1,1669357260,1669359120,46.2,51.1,4.9,-0.0,Friday,1,18600_CE,0,LONG,,,50.82000000000001,23.1,60,1,IT,1669357260,True,ABOVE_VA,6,18455.35,1.0,-0.06,-0.08,-0.06,-0.14,-44.650000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4687.189999999953,39.059916666666275,6.454758795734407,0.26,-0.07,-1.7525289134011992,3.316799160325295,-2.8793977427879884,10.313584378063668,0.1188,-0.6592,0.88,0.95,0.36,0.4529,-0.0929,0.7,0.21,0.769,0.0534,2022-11-25 11:51:00
2022-11-25,NIFTY_18600_CE,FRIDAY_CHEAP_OPTION,SIG_8,1,1,1669357380,1669359540,47.35,52.2,4.85,-0.0,Friday,1,18600_CE,0,LONG,,,52.08500000000001,23.675,60,1,IT,1669357380,True,ABOVE_VA,6,18459.0,1.0,-0.06,-0.06,-0.04,-0.11,-41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4817.9399999999605,40.14949999999967,6.544167887006948,0.28,-0.08,-1.8311308404024458,3.446983656733969,-3.1434751450059073,11.139090309179142,0.1188,-0.6592,0.88,0.95,0.36,0.4529,-0.0929,0.7,0.21,0.769,0.0534,2022-11-25 11:53:00
2022-11-25,NIFTY_18600_CE,FRIDAY_CHEAP_OPTION,SIG_9,1,1,1669357500,1669359540,46.85,52.2,5.35,-0.0,Friday,1,18600_CE,0,LONG,,,51.535000000000004,23.425,60,1,IT,1669357500,True,ABOVE_VA,6,18457.2,1.0,-0.06,-0.08,-0.07,-0.11,-42.79999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4817.9399999999605,40.14949999999967,6.544167887006948,0.28,-0.08,-1.8311308404024458,3.446983656733969,-3.1434751450059073,11.139090309179142,0.0963,-0.5984,0.91,0.97,0.36,0.4495,-0.0895,0.69,0.21,0.7421,0.0427,2022-11-25 11:55:00
