day,symbol,strategy,trade_id,leg,side,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,instrument,cover,market_view,spot_target,spot_stop_loss,spot_stop_loss_rolling,instr_target,instr_stop_loss,duration,quantity,exit_type,spot_entry_price,spot_exit_price,trigger_time,open_type,tpo,spot,candles_in_range,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,quad,lin,quad_r2,lin_r2,market_auc,trend_auc,auc_del,mu_0,mu_n,exp_b,exp_c,lc_dist_frm_level,lc_resistance_ind,lc_support_ind,lc_y_high,lc_y_low,lc_y_va_h_p,lc_y_va_l_p,lc_y_poc_price,lc_t_2_high,lc_t_2_low,lc_t_2_va_h_p,lc_t_2_va_l_p,lc_t_2_poc_price,lc_w_high,lc_w_low,lc_w_Pivot,lc_w_R1,lc_w_S1,lc_w_R2,lc_w_S2,lc_w_R3,lc_w_S3,lc_w_R4,lc_w_S4,d_y_high,d_y_low,d_y_poc_price,d_y_va_h_p,d_y_va_l_p,d_t_2_high,d_t_2_low,d_t_2_poc_price,d_t_2_va_h_p,d_t_2_va_l_p,d2_cd_support_pressure,d2_cd_resistance_pressure,d2_cd_new_business_pressure,d2_cd_type,d2_cd_retest_fract,d2_ad_support_pressure,d2_ad_resistance_pressure,d2_ad_new_business_pressure,d2_ad_retest_fract,d2_ad_type,d2_gap,d2_cd_close_rat,d2_ad_high,d2_ad_low,d2_ad_poc_price,d2_ad_va_h_p,d2_ad_va_l_p,total_energy,total_energy_pyr,total_energy_ht,static_ratio,dynamic_ratio,d_en_ht,s_en_ht,d_en_pyr,s_en_pyr,pat_y_high,pat_y_low,pat_y_va_h_p,pat_y_va_l_p,pat_y_poc_price,pat_t_2_high,pat_t_2_low,pat_t_2_va_h_p,pat_t_2_va_l_p,pat_t_2_poc_price,pat_w_high,pat_w_low,pat_w_Pivot,pat_w_R1,pat_w_S1,pat_w_R2,pat_w_S2,pat_w_R3,pat_w_S3,pat_w_R4,pat_w_S4,strength,entry_time_read,exit_time_read
2023-01-16,NIFTY,PriceBreakEMADownward,SIG_1,1,-1,1673856540,1673857800,17915.75,17854.95,60.8,0.0,Monday,1,SPOT,0,SHORT,17862.00275,17944.3,17935.342125,17862.00275,17944.3,109.0,1,IT,17915.75,17854.95,1673856540,GAP_UP,9,17915.75,0.36,-0.12,-0.05,0.0,-0.19,0.0729,-0.4201,0.9,0.97,0.45,0.5123,-0.0623,0.67,0.35,1.3973,0.3204,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.41,0.22,0.37,1,0.76,0.55,0.14,0.31,0.93,-1,0.0,0.73,1,1,1,1,1,12904.353749999696,107.53628124999747,10.710059134601638,0.12,-0.33,-6.1529492545461215,3.7833378815927645,-35.49261049595595,13.4190426809014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-16 13:39:00,2023-01-16 14:00:00
2023-01-13,NIFTY,PriceBreakEMADownward,SIG_1,1,-1,1673587740,1673589120,17811.8,17835.6,-23.8,-0.0,Friday,1,SPOT,0,SHORT,17758.3646,17833.9,17833.9,17758.3646,17833.9,269.0,1,IS,17811.8,17835.6,1673587740,ABOVE_VA,4,17811.8,1.0,-0.17,-0.09,-0.05,-0.21,0.1436,-0.6326,0.8,0.89,0.43,0.5106,-0.0806,0.69,0.33,1.3808,0.3023,11.799999999999272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0.55,0.14,0.31,-1,0.66,0.43,0.34,0.23,0.8,-1,0.0,-0.2,0,1,1,1,1,5951.9687499993,49.5997395833275,7.273677810357197,0.19,-0.13,-2.6701586779482622,3.1737793591038166,-6.68413815508351,9.443320706506341,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-13 10:59:00,2023-01-13 11:22:00
2023-01-13,NIFTY,PriceBreakEMADownward,SIG_2,1,-1,1673588940,1673589120,17821.75,17835.6,-13.85,-0.0,Friday,1,SPOT,0,SHORT,17768.28475,17835.0,17835.0,17768.28475,17835.0,249.0,1,IS,17821.75,17835.6,1673588940,ABOVE_VA,5,17821.75,1.0,-0.17,-0.07,-0.04,-0.17,0.237,-0.9052,0.66,0.79,0.41,0.5151,-0.1051,0.69,0.34,1.3987,0.2824,21.75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0.55,0.14,0.31,-1,0.66,0.43,0.34,0.23,0.8,-1,0.0,-0.2,0,1,1,1,1,6255.654999999246,52.13045833332705,7.456931153109537,0.21,-0.11,-2.4681459621074917,3.4255373123717967,-5.711010459625797,11.00091176104818,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-13 11:19:00,2023-01-13 11:22:00
2023-01-12,NIFTY,PriceBreakEMADownward,SIG_1,1,-1,1673507340,1673508120,17820.7,17835.4,-14.7,-0.0,Thursday,1,SPOT,0,SHORT,17767.2379,17835.2,17835.2,17767.2379,17835.2,169.0,1,IS,17820.7,17835.4,1673507340,INSIDE_VA,7,17820.7,0.0,-0.31,-0.1,-0.08,-0.18,0.1059,-0.5745,0.89,0.97,0.46,0.5413,-0.0813,0.75,0.33,0.8128,0.1714,20.700000000000728,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0.43,0.34,0.23,-1,0.79,0.26,0.0,0.74,0.45,-1,0.0,-0.14,0,1,1,1,1,10624.515000000145,88.53762500000121,9.718031350707541,0.06,-0.44,-6.430405549104604,2.4658899975533157,-38.76573330558308,5.7005751375313976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-12 12:39:00,2023-01-12 12:52:00
2023-01-12,NIFTY,PriceReverseBreakDownEMA,SIG_1,1,1,1673508840,1673509260,17844.1,17824.55,-19.55,-0.0,Thursday,1,SPOT,0,LONG,17897.632299999997,17826.2559,17826.2559,17897.632299999997,17826.2559,60.0,1,IS,17844.1,17824.55,1673508840,INSIDE_VA,8,17844.1,0.0,-0.31,-0.08,-0.06,-0.12,0.1276,-0.6603,0.88,0.96,0.48,0.5762,-0.0962,0.79,0.37,0.7806,0.1789,44.099999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0.43,0.34,0.23,-1,0.79,0.26,0.0,0.74,0.45,-1,0.0,-0.14,0,1,1,1,1,11362.157500000118,94.68464583333432,10.04972415320722,0.1,-0.39,-6.292544815966676,3.186986606315008,-37.12136274463977,9.5220784020293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-12 13:04:00,2023-01-12 13:11:00
2023-01-12,NIFTY,PriceBreakEMADownward,SIG_2,1,-1,1673509440,1673510700,17824.15,17770.1,54.05,-0.0,Thursday,1,SPOT,0,SHORT,17770.67755,17849.45,17840.537925,17770.67755,17849.45,134.0,1,IT,17824.15,17770.1,1673509440,INSIDE_VA,8,17824.15,0.0,-0.31,-0.08,-0.06,-0.16,0.114,-0.6095,0.89,0.97,0.47,0.5673,-0.0973,0.77,0.36,0.7747,0.1731,24.150000000001455,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0.43,0.34,0.23,-1,0.79,0.26,0.0,0.74,0.45,-1,0.0,-0.14,0,1,1,1,1,11824.112500000161,98.53427083333467,10.251986257414886,0.12,-0.39,-6.387584925250395,3.6135895421535227,-38.251163603705706,12.241902542963723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-12 13:14:00,2023-01-12 13:35:00
2023-01-12,NIFTY,PriceBreakEMADownward,SIG_3,1,-1,1673514240,1673516340,17828.1,17864.55,-36.45,-0.0,Thursday,1,SPOT,0,SHORT,17774.6157,17862.2,17862.2,17774.6157,17862.2,54.0,1,IS,17828.1,17864.55,1673514240,INSIDE_VA,11,17828.1,0.0,-0.31,-0.07,-0.05,-0.12,0.0335,-0.3701,0.96,1.0,0.53,0.5932,-0.0632,0.8,0.39,0.5974,0.1363,28.099999999998545,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0.43,0.34,0.23,-1,0.79,0.26,0.0,0.74,0.45,-1,0.0,-0.14,0,1,1,1,1,19751.813750000118,164.59844791666765,13.250346326710817,0.3,-0.19,-5.779067101697539,7.2045504123388735,-31.310265530552623,48.66144997868646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-12 14:34:00,2023-01-12 15:09:00
2023-01-11,NIFTY,PriceBreakEMADownward,SIG_1,1,-1,1673413740,1673414760,17951.7,17888.55,63.15,0.0,Wednesday,1,SPOT,0,SHORT,17897.8449,17976.35,17967.37415,17897.8449,17976.35,289.0,1,IT,17951.7,17888.55,1673413740,INSIDE_VA,3,17951.7,0.0,0.14,0.1,0.04,0.25,0.1034,-0.5687,0.9,0.97,0.51,0.5898,-0.0798,0.79,0.39,0.7499,0.1929,-48.29999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0.26,0.0,0.74,-1,0.7,0.08,0.25,0.67,0.9,1,0.0,-0.86,1,1,1,1,1,14396.783750000151,119.97319791666793,11.312444966103149,0.0,0.43,7.455681651525119,0.0,52.11298958333281,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-11 10:39:00,2023-01-11 10:56:00
2023-01-11,NIFTY,PriceBreakEMADownward,SIG_2,1,-1,1673420640,1673423100,17907.65,17924.8,-17.15,0.0,Wednesday,1,SPOT,0,SHORT,17853.927050000002,17921.05,17921.05,17853.927050000002,17921.05,174.0,1,IS,17907.65,17924.8,1673420640,INSIDE_VA,7,17907.65,0.8,0.14,-0.01,-0.01,0.0,0.1437,-0.6815,0.85,0.94,0.46,0.5573,-0.0973,0.75,0.36,0.9181,0.217,7.650000000001455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0.26,0.0,0.74,-1,0.7,0.08,0.25,0.67,0.9,1,0.0,-0.86,1,1,1,1,1,21530.298750000202,179.4191562500017,13.834031709278939,0.17,0.17,5.6327008498637525,5.675179272493913,29.744361435052348,30.19468103901051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-11 12:34:00,2023-01-11 13:15:00
2023-01-11,NIFTY,PriceBreakEMADownward,SIG_3,1,-1,1673424240,1673428320,17916.3,17921.05,-4.75,0.0,Wednesday,1,SPOT,0,SHORT,17862.5511,17928.5,17919.54185,17862.5511,17928.5,114.0,1,SRS,17916.3,17921.05,1673424240,INSIDE_VA,9,17916.3,0.86,0.14,-0.01,-0.02,0.03,0.0737,-0.522,0.94,0.99,0.49,0.5696,-0.0796,0.8,0.34,0.7125,0.1598,16.299999999999272,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0.26,0.0,0.74,-1,0.7,0.08,0.25,0.67,0.9,1,0.0,-0.86,1,1,1,1,1,23018.671250000036,191.82226041666698,14.304209559116206,0.22,0.15,5.630399405727255,6.665639524291867,29.720060126262958,41.6538283760643,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-01-11 13:34:00,2023-01-11 14:42:00
