day,symbol,strategy,signal_id,trigger,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,target,stop_loss,duration,quantity,exit_type,neck_point,trigger_time,closed,pattern_height,open_type,tpo,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,five_min_ex_first_hr_trend,fifteen_min_ex_first_hr_trend,hurst_exp_15,hurst_exp_5,ret_trend,candles_in_range,dist_frm_level,resistance_ind,support_ind,y_high,y_low,y_va_h_p,y_va_l_p,y_poc_price,w_high,w_low,w_Pivot,w_R1,w_S1,w_R2,w_S2,w_R3,w_S3,w_R4,w_S4,pattern_time,pattern_price,pattern_location,lw_total_energy_pyr,lw_total_energy_ht,lw_static_ratio,lw_dynamic_ratio,lw_d_en_ht,lw_s_en_ht,lw_d_en_pyr,lw_s_en_pyr,entry_time_read
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,11,1626147960,1626169560,15760.0,15814.6,-54.6,-0.0,Tuesday,11,15731.0,15920.0,360,1,0,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,12,1626147960,1626169560,15760.0,15814.6,-54.6,-0.0,Tuesday,12,15746.0,15904.0,360,1,0,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,13,1626147960,1626147960,15760.0,15760.0,0.0,-0.0,Tuesday,13,15770.0,15888.0,360,1,1,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,14,1626147960,1626147960,15760.0,15760.0,0.0,-0.0,Tuesday,14,15794.0,15873.0,360,1,1,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,15,1626147960,1626147960,15760.0,15760.0,0.0,-0.0,Tuesday,15,15809.0,15857.0,360,1,1,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,16,1626147960,1626147960,15760.0,15760.0,0.0,-0.0,Tuesday,16,15825.0,15841.0,360,1,1,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,17,1626147960,1626147960,15760.0,15760.0,0.0,-0.0,Tuesday,17,15841.0,15825.0,360,1,1,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,18,1626147960,1626147960,15760.0,15760.0,0.0,-0.0,Tuesday,18,15857.0,15809.0,360,1,1,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,19,1626147960,1626147960,15760.0,15760.0,0.0,-0.0,Tuesday,19,15873.0,15794.0,360,1,1,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,20,1626147960,1626147960,15760.0,15760.0,0.0,-0.0,Tuesday,20,15888.0,15770.0,360,1,1,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-13,NIFTY,STATE_SELL_1_360,SIG_1,21,1626147960,1626147960,15760.0,15760.0,0.0,-0.0,Tuesday,21,15904.0,15746.0,360,1,1,0,1626147960,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-40.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,[1626147960],[15760.0],0,0,0,0,0,0,0,0,0,2021-07-13 09:16:00
2021-07-12,NIFTY,STATE_SELL_1_360,SIG_1,1,1626061560,1626083160,15772.95,15686.7,86.25,0.0,Monday,1,15489.0,15991.0,360,1,0,0,1626061560,True,0,,0,0,0,0,0,0,0,-100,-100,-100,0,-27.049999999999272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1626061560],[15772.95],0,0,0,0,0,0,0,0,0,2021-07-12 09:16:00
