,open,high,low,close,poc_price,va_l_p,va_l_poc_mid,va_l_low_mid,va_h_poc_mid,va_h_high_mid,va_h_p,balance_target,open_tpo,high_tpo,low_tpo,close_tpo,poc_price_tpo,va_l_p_tpo,va_l_poc_mid_tpo,va_l_low_mid_tpo,va_h_poc_mid_tpo,va_h_high_mid_tpo,va_h_p_tpo,balance_target_tpo,open_type,close_type,prev_week_close_to_open,weekly_close_to_close,weekly_open_to_close,weekly_close_to_high,weekly_close_to_low,start_date
10,146,18,0,0,8,0,0,0,15,57,15,0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,12.0,4.0,0.0,ABOVE_VA,GAP_UP,0.017925928102366706,0.03213503944526863,0.013958885367416629,0.03469126915335896,0.004777505178568786,2022-10-14 09:15:00
11,0,0,0,25,34,0,1,0,61,0,14,0,0.0,0.0,0.0,7.0,9.0,0.0,4.0,0.0,13.0,0.0,3.0,0.0,INSIDE_VA,INSIDE_VA,-0.0019139336098865645,-0.01749964636973267,-0.015615599981489203,0.0009815044153265173,-0.021365041699503706,2022-10-07 09:15:00
12,0,0,12,3,65,15,19,21,22,53,18,0,0.0,0.0,1.0,3.0,7.0,1.0,5.0,1.0,6.0,6.0,5.0,0.0,BELOW_VA,ABOVE_VA,-0.0027042912441520572,0.028304519223918856,0.03109289471099319,0.03474316654396925,-0.005693557196798649,2022-09-30 09:15:00
13,0,0,27,1,2,4,2,4,0,0,0,34,0.0,0.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,INSIDE_VA,GAP_DOWN,-0.0026077319251580633,-0.045139272726241964,-0.04264274163983439,0.0001303865962580808,-0.04825721307153974,2022-09-23 09:15:00
14,10,0,45,54,0,40,40,38,0,0,0,44,5.0,0.0,9.0,6.0,2.0,6.0,6.0,9.0,0.0,0.0,0.0,8.0,BELOW_VA,GAP_DOWN,-0.004224414317127612,-0.013006160371077047,-0.008819001168749452,0.00262976785304625,-0.02476457982464475,2022-09-16 09:15:00
15,0,17,0,5,0,0,0,0,0,0,0,28,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,GAP_UP,GAP_UP,0.006924118403829116,0.004056156987882087,-0.0028482398658732366,0.016631929034106818,-0.0016263953573293355,2022-09-09 09:15:00
16,128,41,0,83,91,0,27,0,135,49,91,0,18.0,7.0,0.0,11.0,11.0,0.0,8.0,0.0,18.0,7.0,7.0,0.0,INSIDE_VA,GAP_UP,0.0020013380211520992,0.013485545101276752,0.011461269206291425,0.013915419982064803,-0.00494213770230445,2022-09-02 09:15:00
17,0,0,2,20,88,6,8,1,73,0,9,0,0.0,0.0,3.0,8.0,12.0,3.0,5.0,1.0,12.0,0.0,3.0,0.0,INSIDE_VA,INSIDE_VA,0.0063455980626219155,0.003144240984224389,-0.0031811706480960877,0.015389931574919302,-0.019533704207171487,2022-08-26 09:15:00
18,27,33,52,38,8,52,2,84,7,57,30,0,9.0,2.0,16.0,2.0,2.0,5.0,2.0,7.0,2.0,2.0,2.0,0.0,GAP_UP,GAP_DOWN,0.00011689753930665958,-0.025397382051774442,-0.025511297383192577,0.001544717483696889,-0.03447085772177827,2022-08-19 09:15:00
19,0,60,0,10,0,0,0,0,0,10,0,0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,ABOVE_VA,GAP_UP,0.0011905673053209664,0.018470801336836873,0.01725968521459942,0.018697576061660115,-0.002313102193195249,2022-08-12 09:15:00
20,0,28,0,11,0,0,0,0,0,94,60,151,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,12.0,ABOVE_VA,GAP_UP,0.0034352683713430032,0.01581720801658615,0.012339549979481834,0.020461875143976016,-0.000878253858557887,2022-08-05 09:15:00
21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GAP_UP,GAP_UP,0.009304428245986873,0.026116812088369912,0.016657396293802584,0.033604084611498,0.005678980974527459,2022-07-29 09:15:00
22,0,45,0,112,84,0,0,0,84,52,54,0,0.0,14.0,0.0,14.0,11.0,0.0,0.0,0.0,13.0,14.0,14.0,0.0,GAP_UP,GAP_UP,0.0030975689051042643,0.018799142674806424,0.015653087253357345,0.02034040144974658,-0.010298137244277417,2022-07-22 09:15:00
23,29,28,0,44,1,13,0,29,30,40,34,0,8.0,8.0,0.0,5.0,2.0,3.0,2.0,5.0,6.0,8.0,6.0,0.0,BELOW_VA,GAP_UP,0.003940945387965078,0.04150063174263763,0.037412246733455,0.04257600506648185,-0.0012948372674859154,2022-07-15 09:15:00
24,0,125,0,110,0,0,0,0,13,72,39,0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,0.0,GAP_UP,INSIDE_VA,0.008349391842070952,-0.01183166138956182,-0.020013948929711423,0.008464021711516834,-0.017392759109976397,2022-07-08 09:15:00
25,21,48,36,45,8,34,72,48,29,31,78,66,7.0,9.0,6.0,8.0,8.0,7.0,9.0,8.0,7.0,9.0,7.0,9.0,BELOW_VA,GAP_UP,-0.002046276348985354,0.02561022883978681,0.027713214083305182,0.0263473967170611,-0.014288982517682514,2022-07-01 09:15:00
26,0,67,0,0,0,0,0,0,0,20,0,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,ABOVE_VA,GAP_UP,0.0051259665351739425,0.01016526989160682,0.005013603791178545,0.02246181203077513,0.0026897682883382235,2022-06-24 09:15:00
27,0,0,62,45,0,85,16,74,0,0,0,0,0.0,0.0,13.0,13.0,0.0,10.0,6.0,11.0,0.0,0.0,0.0,2.0,GAP_DOWN,INSIDE_VA,-0.004922401323933845,0.01494312036590606,0.019963791483468718,0.023393622704942496,-0.010737415462399591,2022-06-17 09:16:00
28,0,0,22,0,0,2,0,30,0,0,0,0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,BELOW_VA,GAP_DOWN,-0.012004150032156602,-0.06877889550898564,-0.05746455866052158,-0.009531725903723975,-0.06957371160916881,2022-06-10 09:16:00
29,31,16,0,9,27,58,24,150,9,18,16,0,9.0,5.0,0.0,4.0,5.0,8.0,9.0,16.0,4.0,5.0,3.0,0.0,GAP_UP,BELOW_VA,0.007468114008198468,-0.009352422854532638,-0.016695850348862007,0.009403512568069372,-0.02365453736761758,2022-06-03 09:16:00
30,0,0,0,0,0,0,0,0,0,35,46,4,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,ABOVE_VA,GAP_UP,0.005866722628390608,0.026901747055065872,0.02091233754280042,0.03048782369588099,0.0012591387861038417,2022-05-27 09:16:00
