day,symbol,strategy,signal_id,trigger,side,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,target,stop_loss,duration,quantity,exit_type,neck_point,trigger_time,closed,pattern_height,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,open_type,tpo,candles_in_range,dist_frm_level,resistance_ind,support_ind,y_high,y_low,y_va_h_p,y_va_l_p,y_poc_price,t_2_high,t_2_low,t_2_va_h_p,t_2_va_l_p,t_2_poc_price,w_high,w_low,w_Pivot,w_R1,w_S1,w_R2,w_S2,w_R3,w_S3,w_R4,w_S4,cd_support_pressure,cd_resistance_pressure,cd_new_business_pressure,cd_type,cd_retest_fract,ad_support_pressure,ad_resistance_pressure,ad_new_business_pressure,ad_retest_fract,ad_type,gap,cd_close_rat,high,low,poc_price,va_h_p,va_l_p,quad,lin,quad_r2,lin_r2,market_auc,trend_auc,auc_del,mu_0,mu_n,exp_b,exp_c,entry_time_read
2022-12-16,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1671171840,1671172260,18320.85,18301.1,-19.75,0.0,Friday,1,18357.4917,18302.52915,15,1,-1,0,1671171840,True,0,-0.22,-0.17,-0.16,-0.2,GAP_DOWN,6,0.71,20.849999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.15,0.82,-1,0.08,0.16,0.39,0.45,0.32,-1,-0.001,-1.5,0,1,1,0,1,0.0595,-0.3275,0.85,0.92,0.55,0.596,-0.046,0.73,0.46,1.9607,0.4855,2022-12-16 11:54:00
2022-12-16,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1671175440,1671176340,18396.85,18380.05,-16.8,0.0,Friday,1,18433.643699999997,18378.453149999998,15,1,0,0,1671175440,True,0,-0.22,-0.04,-0.04,-0.03,GAP_DOWN,8,0.82,-3.150000000001455,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.15,0.82,-1,0.08,0.16,0.39,0.45,0.32,-1,-0.001,-1.5,0,1,1,0,1,0.0335,-0.2986,0.94,0.98,0.56,0.6054,-0.0454,0.77,0.44,1.4653,0.4405,2022-12-16 12:54:00
2022-12-15,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1671079440,1671080340,18565.05,18589.5,24.45,0.0,Thursday,1,18602.180099999998,18546.48495,15,1,0,0,1671079440,True,0,-0.3,0.0,-0.23,-0.5,GAP_DOWN,2,0.0,-34.95000000000073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.39,0.45,-1,0.0,0.27,0.16,0.57,0.0,1,0.0029,0.31,1,0,0,1,0,,,,,,,,,,,,2022-12-15 10:14:00
2022-12-15,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1671080040,1671080940,18586.7,18582.3,-4.4,0.0,Thursday,1,18623.8734,18568.1133,15,1,0,0,1671080040,True,0,-0.3,-0.16,-0.12,-0.25,GAP_DOWN,3,1.0,-13.299999999999272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.39,0.45,-1,0.0,0.27,0.16,0.57,0.0,1,0.0029,0.31,1,0,0,1,0,0.2137,-0.73,0.33,0.45,0.49,0.5867,-0.0967,0.7,0.48,2.33,0.4539,2022-12-15 10:24:00
2022-12-15,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1671081240,1671082140,18579.1,18570.65,-8.45,0.0,Thursday,1,18616.2582,18560.5209,15,1,0,0,1671081240,True,0,-0.3,-0.18,-0.14,-0.29,GAP_DOWN,3,1.0,-20.900000000001455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.39,0.45,-1,0.0,0.27,0.16,0.57,0.0,1,0.0029,0.31,1,0,0,1,0,0.1478,-0.6763,0.78,0.87,0.42,0.5155,-0.0955,0.74,0.3,1.1463,0.2448,2022-12-15 10:44:00
2022-12-15,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1671083640,1671084540,18570.4,18569.55,-0.85,0.0,Thursday,1,18607.540800000002,18551.8296,15,1,0,0,1671083640,True,0,-0.3,-0.17,-0.13,-0.28,GAP_DOWN,5,1.0,-29.599999999998545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.39,0.45,-1,0.0,0.27,0.16,0.57,0.0,1,0.0029,0.31,1,0,0,1,0,0.0278,-0.3754,0.95,0.98,0.43,0.4858,-0.0558,0.72,0.25,0.6607,0.0696,2022-12-15 11:24:00
2022-12-15,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1671093540,1671094440,18506.3,18520.9,14.6,0.0,Thursday,1,18543.3126,18487.7937,15,1,0,0,1671093540,True,0,-0.3,-0.13,-0.1,-0.23,GAP_DOWN,10,0.38,6.299999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.39,0.45,-1,0.0,0.27,0.16,0.57,0.0,1,0.0029,0.31,1,0,0,1,0,0.1347,-0.6483,0.86,0.94,0.48,0.57,-0.09,0.77,0.37,0.9695,0.2547,2022-12-15 14:09:00
2022-12-15,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_6,1,1,1671093840,1671094740,18521.0,18496.45,-24.55,0.0,Thursday,1,18558.042,18502.479,15,1,-1,0,1671093840,True,0,-0.3,-0.12,-0.09,-0.21,GAP_DOWN,10,0.38,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.39,0.45,-1,0.0,0.27,0.16,0.57,0.0,1,0.0029,0.31,1,0,0,1,0,0.1239,-0.6119,0.87,0.95,0.48,0.5632,-0.0832,0.76,0.37,0.9938,0.2597,2022-12-15 14:14:00
2022-12-15,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_7,1,1,1671094740,1671095040,18496.45,18475.3,-21.15,0.0,Thursday,1,18533.442900000002,18477.953550000002,15,1,-1,0,1671094740,True,0,-0.3,-0.12,-0.09,-0.23,GAP_DOWN,11,0.35,-3.5499999999992724,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.39,0.45,-1,0.0,0.27,0.16,0.57,0.0,1,0.0029,0.31,1,0,0,1,0,0.0898,-0.5233,0.91,0.97,0.47,0.55,-0.08,0.75,0.35,0.6758,0.1251,2022-12-15 14:29:00
2022-12-09,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1670563140,1670564040,18560.55,18564.15,3.6,0.0,Friday,1,18597.6711,18541.98945,15,1,0,0,1670563140,True,0,-0.08,-0.18,-0.12,-0.36,GAP_UP,4,0.0,-39.45000000000073,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.14,0.47,1,1.0,0.17,0.21,0.62,0.63,-1,0.0,0.12,0,1,1,1,1,0.1267,-0.61,0.81,0.89,0.55,0.6352,-0.0852,0.84,0.43,1.1517,0.3766,2022-12-09 10:49:00
2022-12-09,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1670563740,1670564640,18556.35,18554.35,-2.0,0.0,Friday,1,18593.4627,18537.79365,15,1,0,0,1670563740,True,0,-0.08,-0.18,-0.12,-0.36,GAP_UP,4,0.0,-43.650000000001455,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.14,0.47,1,1.0,0.17,0.21,0.62,0.63,-1,0.0,0.12,0,1,1,1,1,0.1996,-0.7886,0.66,0.77,0.58,0.6807,-0.1007,0.87,0.5,1.4704,0.4669,2022-12-09 10:59:00
2022-12-09,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1670564940,1670565840,18541.75,18544.55,2.8,0.0,Friday,1,18578.8335,18523.20825,15,1,0,0,1670564940,True,0,-0.08,-0.18,-0.12,-0.36,GAP_UP,5,0.0,41.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.14,0.47,1,1.0,0.17,0.21,0.62,0.63,-1,0.0,0.12,0,1,1,1,1,0.2562,-0.9168,0.5,0.64,0.53,0.6529,-0.1229,0.81,0.5,1.7504,0.4579,2022-12-09 11:19:00
2022-12-09,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1670571840,1670572740,18490.4,18492.3,1.9,-0.0,Friday,1,18527.380800000003,18471.909600000003,15,1,0,0,1670571840,True,0,-0.08,-0.15,-0.13,-0.22,GAP_UP,8,0.0,-9.599999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.14,0.47,1,1.0,0.17,0.21,0.62,0.63,-1,0.0,0.12,0,1,1,1,1,0.1686,-0.6845,0.74,0.86,0.48,0.5765,-0.0965,0.73,0.42,1.56,0.3837,2022-12-09 13:14:00
2022-12-09,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1670572440,1670573340,18487.3,18488.6,1.3,-0.0,Friday,1,18524.2746,18468.8127,15,1,0,0,1670572440,True,0,-0.08,-0.18,-0.16,-0.25,GAP_UP,9,0.0,-12.700000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.14,0.47,1,1.0,0.17,0.21,0.62,0.63,-1,0.0,0.12,0,1,1,1,1,0.1727,-0.7064,0.76,0.87,0.48,0.5777,-0.0977,0.74,0.42,1.4747,0.3675,2022-12-09 13:24:00
2022-12-09,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_6,1,1,1670574840,1670575320,18473.45,18453.55,-19.9,-0.0,Friday,1,18510.3969,18454.97655,15,1,-1,0,1670574840,True,0,-0.08,-0.14,-0.13,-0.16,GAP_UP,10,0.0,-26.549999999999272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.14,0.47,1,1.0,0.17,0.21,0.62,0.63,-1,0.0,0.12,0,1,1,1,1,0.1714,-0.6994,0.75,0.87,0.47,0.5609,-0.0909,0.72,0.4,1.5017,0.3568,2022-12-09 14:04:00
2022-12-08,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1670476140,1670477040,18579.0,18575.65,-3.35,-0.0,Thursday,1,18616.158,18560.421,15,1,0,0,1670476140,True,0,0.11,-0.02,-0.03,0.0,INSIDE_VA,3,1.0,-21.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,-0.0026,-0.1545,0.91,0.92,0.54,0.5723,-0.0323,0.71,0.44,1.9096,0.4671,2022-12-08 10:39:00
2022-12-08,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1670480040,1670480940,18572.7,18576.6,3.9,-0.0,Thursday,1,18609.845400000002,18554.1273,15,1,0,0,1670480040,True,0,0.11,-0.08,-0.11,0.0,INSIDE_VA,5,1.0,-27.299999999999272,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,0.057,-0.4064,0.93,0.98,0.6,0.656,-0.056,0.85,0.46,0.9682,0.3671,2022-12-08 11:44:00
2022-12-08,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1670480340,1670481240,18583.9,18581.55,-2.35,-0.0,Thursday,1,18621.0678,18565.3161,15,1,0,0,1670480340,True,0,0.11,-0.04,-0.08,0.07,INSIDE_VA,6,1.0,-16.099999999998545,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,0.0303,-0.3482,0.95,0.99,0.6,0.653,-0.053,0.86,0.45,0.5422,0.1697,2022-12-08 11:49:00
2022-12-08,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1670480940,1670481840,18576.6,18579.6,3.0,-0.0,Thursday,1,18613.7532,18558.0234,15,1,0,0,1670480940,True,0,0.11,-0.05,-0.08,0.05,INSIDE_VA,6,1.0,-23.400000000001455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,0.043,-0.3767,0.94,0.98,0.57,0.6234,-0.0534,0.82,0.42,0.5148,0.1198,2022-12-08 11:59:00
2022-12-08,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1670487240,1670488140,18578.3,18586.05,7.75,-0.0,Thursday,1,18615.456599999998,18559.7217,15,1,0,0,1670487240,True,0,0.11,-0.03,-0.06,0.04,INSIDE_VA,9,1.0,-21.700000000000728,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,0.0383,-0.3927,0.94,0.98,0.51,0.5741,-0.0641,0.8,0.35,0.646,0.1452,2022-12-08 13:44:00
