day,symbol,strategy,signal_id,trigger,side,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,target,stop_loss,duration,quantity,exit_type,neck_point,trigger_time,closed,pattern_height,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,open_type,tpo,candles_in_range,dist_frm_level,resistance_ind,support_ind,y_high,y_low,y_va_h_p,y_va_l_p,y_poc_price,t_2_high,t_2_low,t_2_va_h_p,t_2_va_l_p,t_2_poc_price,w_high,w_low,w_Pivot,w_R1,w_S1,w_R2,w_S2,w_R3,w_S3,w_R4,w_S4,cd_support_pressure,cd_resistance_pressure,cd_new_business_pressure,cd_type,cd_retest_fract,ad_support_pressure,ad_resistance_pressure,ad_new_business_pressure,ad_retest_fract,ad_type,gap,cd_close_rat,high,low,poc_price,va_h_p,va_l_p,quad,lin,quad_r2,lin_r2,market_auc,trend_auc,auc_del,mu_0,mu_n,exp_b,exp_c,entry_time_read
2022-12-08,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_6,1,1,1670487840,1670488740,18577.4,18584.15,6.75,-0.0,Thursday,1,18614.5548,18558.822600000003,15,1,0,0,1670487840,True,0,0.11,-0.05,-0.06,-0.01,INSIDE_VA,10,1.0,-22.599999999998545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,0.0506,-0.4368,0.94,0.98,0.5,0.5698,-0.0698,0.8,0.34,0.6821,0.1545,2022-12-08 13:54:00
2022-12-08,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_7,1,1,1670488140,1670489040,18586.05,18588.95,2.9,-0.0,Thursday,1,18623.2221,18567.463949999998,15,1,0,0,1670488140,True,0,0.11,-0.03,-0.05,0.03,INSIDE_VA,10,1.0,-13.950000000000728,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,0.0384,-0.4012,0.95,0.99,0.5,0.563,-0.063,0.79,0.33,0.6619,0.1412,2022-12-08 13:59:00
2022-12-08,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_8,1,1,1670489040,1670489940,18588.95,18595.8,6.85,-0.0,Thursday,1,18626.1279,18570.36105,15,1,0,0,1670489040,True,0,0.11,-0.04,-0.06,0.01,INSIDE_VA,10,1.0,-11.049999999999272,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,0.0432,-0.4283,0.95,0.99,0.49,0.5535,-0.0635,0.79,0.32,0.6858,0.1406,2022-12-08 14:14:00
2022-12-08,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_9,1,1,1670489340,1670490240,18604.55,18597.45,-7.1,-0.0,Thursday,1,18641.7591,18585.94545,15,1,0,0,1670489340,True,0,0.11,-0.01,-0.04,0.06,INSIDE_VA,11,1.0,4.549999999999272,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,0.0351,-0.407,0.95,0.99,0.48,0.5514,-0.0714,0.79,0.31,0.6802,0.1367,2022-12-08 14:19:00
2022-12-08,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_10,1,1,1670489940,1670490840,18595.8,18601.5,5.7,-0.0,Thursday,1,18632.991599999998,18577.2042,15,1,0,0,1670489940,True,0,0.11,-0.02,-0.04,0.05,INSIDE_VA,11,1.0,-4.200000000000728,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,0.0217,-0.3648,0.96,0.99,0.49,0.549,-0.059,0.79,0.31,0.6635,0.1318,2022-12-08 14:29:00
2022-12-02,NIFTY,CDLHIKKAKE_BUY_5_10,SIG_1,1,1,1669954440,1669955040,18713.15,18713.5,0.35,0.0,Friday,1,18750.5763,18694.436850000002,10,1,0,0,1669954440,True,0,-0.31,0.0,-0.21,-0.62,GAP_DOWN,1,0.0,13.150000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,,,,,,,,,,,,2022-12-02 09:44:00
2022-12-02,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1669954440,1669955340,18713.15,18712.9,-0.25,0.0,Friday,1,18750.5763,18694.436850000002,15,1,0,0,1669954440,True,0,-0.31,0.0,-0.21,-0.62,GAP_DOWN,1,0.0,13.150000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,,,,,,,,,,,,2022-12-02 09:44:00
2022-12-02,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1669956840,1669957740,18694.25,18697.9,3.65,-0.0,Friday,1,18731.6385,18675.55575,15,1,0,0,1669956840,True,0,-0.22,-0.22,-0.11,-0.55,GAP_DOWN,3,0.0,-5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.1827,-0.6371,0.42,0.55,0.63,0.712,-0.082,0.81,0.61,2.3885,0.5955,2022-12-02 10:24:00
2022-12-02,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1669962240,1669963140,18651.3,18651.15,-0.15,-0.0,Friday,1,18688.6026,18632.648699999998,15,1,0,0,1669962240,True,0,-0.22,-0.16,-0.08,-0.39,GAP_DOWN,6,0.14,-48.70000000000073,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0721,-0.4108,0.89,0.95,0.47,0.5272,-0.0572,0.69,0.37,1.4749,0.3512,2022-12-02 11:54:00
2022-12-02,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1669972140,1669973040,18692.0,18680.25,-11.75,-0.0,Friday,1,18729.384000000002,18673.308,15,1,0,0,1669972140,True,0,-0.22,-0.0,0.03,-0.09,GAP_DOWN,11,0.06,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0972,-0.4604,0.85,0.94,0.49,0.5536,-0.0636,0.69,0.42,1.703,0.4002,2022-12-02 14:39:00
2022-12-02,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1669973040,1669973940,18680.25,18694.35,14.1,-0.0,Friday,1,18717.6105,18661.56975,15,1,0,0,1669973040,True,0,-0.22,-0.02,0.01,-0.11,GAP_DOWN,12,0.05,-19.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0977,-0.4865,0.87,0.95,0.48,0.5524,-0.0724,0.71,0.4,1.4623,0.3641,2022-12-02 14:54:00
2022-12-02,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_6,1,1,1669973340,1669974240,18693.75,18694.15,0.4,-0.0,Friday,1,18731.1375,18675.05625,15,1,0,0,1669973340,True,0,-0.22,0.0,0.02,-0.07,GAP_DOWN,12,0.05,-6.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,0.0823,-0.4447,0.89,0.97,0.48,0.551,-0.071,0.71,0.4,1.4291,0.3602,2022-12-02 14:59:00
2022-12-01,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1669868940,1669869840,18843.0,18843.55,0.55,0.0,Thursday,1,18880.686,18824.157,15,1,0,0,1669868940,True,0,-0.06,0.0,-0.06,-0.08,GAP_UP,2,0.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0.77,1,0.31,0.0,0.56,0.44,0.49,1,0.0,0.67,1,0,1,1,1,,,,,,,,,,,,2022-12-01 09:59:00
2022-12-01,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1669870140,1669871040,18822.6,18827.05,4.45,0.0,Thursday,1,18860.245199999998,18803.7774,15,1,0,0,1669870140,True,0,-0.11,-0.06,-0.06,-0.05,GAP_UP,3,0.0,22.599999999998545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0.77,1,0.31,0.0,0.56,0.44,0.49,1,0.0,0.67,1,0,1,1,1,0.3198,-1.1386,0.45,0.58,0.48,0.6072,-0.1272,0.8,0.41,1.4885,0.3722,2022-12-01 10:19:00
2022-12-01,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1669874040,1669874940,18833.55,18840.6,7.05,0.0,Thursday,1,18871.217099999998,18814.71645,15,1,0,0,1669874040,True,0,-0.11,0.01,0.02,-0.03,GAP_UP,5,1.0,33.54999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0.77,1,0.31,0.0,0.56,0.44,0.49,1,0.0,0.67,1,0,1,1,1,0.1354,-0.6119,0.79,0.88,0.43,0.5046,-0.0746,0.69,0.32,1.3448,0.2945,2022-12-01 11:24:00
2022-12-01,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1669874640,1669875540,18837.15,18826.25,-10.9,0.0,Thursday,1,18874.8243,18818.312850000002,15,1,0,0,1669874640,True,0,-0.11,0.03,0.04,0.0,GAP_UP,5,1.0,37.150000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0.77,1,0.31,0.0,0.56,0.44,0.49,1,0.0,0.67,1,0,1,1,1,0.0625,-0.4329,0.92,0.97,0.44,0.5043,-0.0643,0.7,0.31,0.5344,0.0113,2022-12-01 11:34:00
2022-12-01,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1669874940,1669875840,18840.6,18821.6,-19.0,0.0,Thursday,1,18878.281199999998,18821.7594,15,1,-1,0,1669874940,True,0,-0.11,0.04,0.05,0.0,GAP_UP,5,1.0,40.599999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0.77,1,0.31,0.0,0.56,0.44,0.49,1,0.0,0.67,1,0,1,1,1,0.0803,-0.4927,0.9,0.96,0.44,0.511,-0.071,0.72,0.3,0.6708,0.088,2022-12-01 11:39:00
2022-12-01,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_6,1,1,1669876140,1669877040,18821.85,18833.95,12.1,0.0,Thursday,1,18859.4937,18803.02815,15,1,0,0,1669876140,True,0,-0.11,-0.01,0.02,-0.09,GAP_UP,6,0.71,21.849999999998545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0.77,1,0.31,0.0,0.56,0.44,0.49,1,0.0,0.67,1,0,1,1,1,0.1298,-0.6401,0.85,0.94,0.45,0.5352,-0.0852,0.74,0.33,0.9203,0.2059,2022-12-01 11:59:00
2022-12-01,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_7,1,1,1669876740,1669877640,18831.8,18846.55,14.75,0.0,Thursday,1,18869.4636,18812.9682,15,1,0,0,1669876740,True,0,-0.11,0.03,0.05,-0.04,GAP_UP,6,0.62,31.799999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0.77,1,0.31,0.0,0.56,0.44,0.49,1,0.0,0.67,1,0,1,1,1,0.1342,-0.6483,0.85,0.94,0.45,0.5414,-0.0914,0.74,0.34,0.9743,0.2265,2022-12-01 12:09:00
2022-12-01,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_8,1,1,1669879740,1669880640,18843.25,18844.15,0.9,0.0,Thursday,1,18880.9365,18824.40675,15,1,0,0,1669879740,True,0,-0.11,0.04,0.06,0.0,GAP_UP,8,0.73,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0.77,1,0.31,0.0,0.56,0.44,0.49,1,0.0,0.67,1,0,1,1,1,0.072,-0.4565,0.91,0.97,0.49,0.5513,-0.0613,0.75,0.36,0.5216,0.0467,2022-12-01 12:59:00
2022-11-25,NIFTY,CDLHIKKAKE_SELL_5_10,SIG_1,1,-1,1669349640,1669350000,18455.75,18479.95,-24.2,-0.0,Friday,1,18418.8385,18474.205749999997,10,1,-1,0,1669349640,True,0,-0.31,0.0,-0.29,-0.38,ABOVE_VA,1,0.0,-44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,,,,,,,,,,,,2022-11-25 09:44:00
2022-11-25,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1669351140,1669352040,18470.85,18473.05,2.2,-0.0,Friday,1,18507.791699999998,18452.379149999997,15,1,0,0,1669351140,True,0,-0.1,0.0,-0.09,-0.12,ABOVE_VA,2,0.0,-29.150000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,,,,,,,,,,,,2022-11-25 10:09:00
2022-11-25,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1669351440,1669352340,18477.4,18486.65,9.25,-0.0,Friday,1,18514.3548,18458.9226,15,1,0,0,1669351440,True,0,-0.06,0.0,-0.06,-0.06,ABOVE_VA,2,0.0,-22.599999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,,,,,,,,,,,,2022-11-25 10:14:00
2022-11-25,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1669357740,1669358640,18452.7,18462.55,9.85,-0.0,Friday,1,18489.6054,18434.2473,15,1,0,0,1669357740,True,0,-0.06,-0.08,-0.06,-0.14,ABOVE_VA,6,1.0,-47.29999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,0.0963,-0.5984,0.91,0.97,0.36,0.4495,-0.0895,0.69,0.21,0.7421,0.0427,2022-11-25 11:59:00
2022-11-24,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1669269540,1669270440,18363.6,18373.8,10.2,-0.0,Thursday,1,18400.3272,18345.236399999998,15,1,0,0,1669269540,True,0,0.2,0.1,0.1,0.08,GAP_UP,5,0.0,-36.400000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.0,0.91,-1,0.2,0.33,0.1,0.57,0.13,1,0.0035,0.24,1,0,0,1,0,0.0298,-0.1551,0.84,0.91,0.53,0.5557,-0.0257,0.61,0.51,3.2885,0.5182,2022-11-24 11:29:00
2022-11-24,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1669270140,1669271040,18369.25,18369.1,-0.15,-0.0,Thursday,1,18405.9885,18350.88075,15,1,0,0,1669270140,True,0,0.2,0.11,0.1,0.12,GAP_UP,5,0.0,-30.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.0,0.91,-1,0.2,0.33,0.1,0.57,0.13,1,0.0035,0.24,1,0,0,1,0,0.0071,-0.1025,0.92,0.96,0.52,0.5333,-0.0133,0.59,0.48,3.095,0.4967,2022-11-24 11:39:00
2022-11-24,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1669273740,1669274640,18380.8,18389.9,9.1,-0.0,Thursday,1,18417.5616,18362.4192,15,1,0,0,1669273740,True,0,0.2,0.1,0.11,0.09,GAP_UP,7,0.0,-19.200000000000728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.0,0.91,-1,0.2,0.33,0.1,0.57,0.13,1,0.0035,0.24,1,0,0,1,0,0.0704,-0.383,0.89,0.96,0.5,0.5497,-0.0497,0.69,0.41,1.6946,0.4071,2022-11-24 12:39:00
2022-11-24,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1669274340,1669275240,18387.9,18389.75,1.85,-0.0,Thursday,1,18424.6758,18369.5121,15,1,0,0,1669274340,True,0,0.2,0.12,0.12,0.1,GAP_UP,8,0.0,-12.099999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.0,0.91,-1,0.2,0.33,0.1,0.57,0.13,1,0.0035,0.24,1,0,0,1,0,0.0706,-0.3938,0.9,0.96,0.49,0.5469,-0.0569,0.68,0.41,1.5844,0.3885,2022-11-24 12:49:00
2022-11-17,NIFTY,CDLHIKKAKE_BUY_5_10,SIG_1,1,1,1668658440,1668659040,18374.35,18383.7,9.35,0.0,Thursday,1,18411.0987,18355.97565,10,1,0,0,1668658440,True,0,0.03,0.0,0.12,-0.25,BELOW_VA,1,0.0,-25.650000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.39,0.06,1,0.86,0.55,0.06,0.39,0.57,1,0.0,0.37,1,0,1,1,0,,,,,,,,,,,,2022-11-17 09:44:00
2022-11-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1668658440,1668659340,18374.35,18413.7,39.35,0.0,Thursday,1,18411.0987,18355.97565,15,1,1,0,1668658440,True,0,0.03,0.0,0.12,-0.25,BELOW_VA,1,0.0,-25.650000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.39,0.06,1,0.86,0.55,0.06,0.39,0.57,1,0.0,0.37,1,0,1,1,0,,,,,,,,,,,,2022-11-17 09:44:00
2022-11-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1668659340,1668659580,18413.7,18390.3,-23.4,0.0,Thursday,1,18450.5274,18395.2863,15,1,-1,0,1668659340,True,0,0.21,0.0,0.28,0.0,BELOW_VA,2,0.0,13.700000000000728,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.39,0.06,1,0.86,0.55,0.06,0.39,0.57,1,0.0,0.37,1,0,1,1,0,,,,,,,,,,,,2022-11-17 09:59:00
2022-11-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1668659940,1668660840,18387.5,18375.65,-11.85,0.0,Thursday,1,18424.275,18369.1125,15,1,0,0,1668659940,True,0,0.07,0.0,0.14,-0.12,BELOW_VA,2,0.0,-12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.39,0.06,1,0.86,0.55,0.06,0.39,0.57,1,0.0,0.37,1,0,1,1,0,,,,,,,,,,,,2022-11-17 10:09:00
2022-11-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1668662940,1668663840,18372.25,18361.2,-11.05,0.0,Thursday,1,18408.9945,18353.87775,15,1,0,0,1668662940,True,0,0.05,-0.05,0.02,-0.29,BELOW_VA,4,1.0,-27.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.55,0.39,0.06,1,0.86,0.55,0.06,0.39,0.57,1,0.0,0.37,1,0,1,1,0,0.0123,-0.4466,0.97,0.99,0.41,0.4937,-0.0837,0.8,0.19,0.7082,0.0753,2022-11-17 10:59:00
2022-11-11,NIFTY,CDLHIKKAKE_BUY_5_10,SIG_1,1,1,1668140040,1668140640,18294.1,18310.85,16.75,-0.0,Friday,1,18330.688199999997,18275.8059,10,1,0,0,1668140040,True,0,-0.03,0.0,-0.04,0.0,GAP_UP,1,0.0,-5.900000000001455,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.44,0.06,-1,0.0,0.03,0.05,0.92,0.0,-1,-0.004,-0.9,0,1,0,0,0,,,,,,,,,,,,2022-11-11 09:44:00
2022-11-11,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1668140040,1668140940,18294.1,18293.4,-0.7,-0.0,Friday,1,18330.688199999997,18275.8059,15,1,0,0,1668140040,True,0,-0.03,0.0,-0.04,0.0,GAP_UP,1,0.0,-5.900000000001455,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.44,0.06,-1,0.0,0.03,0.05,0.92,0.0,-1,-0.004,-0.9,0,1,0,0,0,,,,,,,,,,,,2022-11-11 09:44:00
2022-11-11,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1668143640,1668144540,18291.25,18310.95,19.7,-0.0,Friday,1,18327.8325,18272.95875,15,1,0,0,1668143640,True,0,-0.02,-0.1,-0.1,-0.12,GAP_UP,3,1.0,-8.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.44,0.06,-1,0.0,0.03,0.05,0.92,0.0,-1,-0.004,-0.9,0,1,0,0,0,0.1402,-0.7516,0.88,0.95,0.3,0.422,-0.122,0.68,0.16,0.7681,0.0028,2022-11-11 10:44:00
2022-11-11,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1668144240,1668145140,18303.05,18312.35,9.3,-0.0,Friday,1,18339.6561,18284.74695,15,1,0,0,1668144240,True,0,-0.02,-0.01,0.0,-0.04,GAP_UP,4,1.0,3.0499999999992724,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.44,0.06,-1,0.0,0.03,0.05,0.92,0.0,-1,-0.004,-0.9,0,1,0,0,0,0.0712,-0.531,0.92,0.97,0.31,0.4007,-0.0907,0.65,0.15,0.7243,-0.0127,2022-11-11 10:54:00
2022-11-11,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1668146040,1668146940,18305.35,18309.9,4.55,-0.0,Friday,1,18341.9607,18287.04465,15,1,0,0,1668146040,True,0,-0.02,0.01,0.01,0.0,GAP_UP,5,1.0,5.349999999998545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.44,0.06,-1,0.0,0.03,0.05,0.92,0.0,-1,-0.004,-0.9,0,1,0,0,0,-0.0237,-0.2663,0.97,0.99,0.38,0.4281,-0.0481,0.7,0.16,0.6666,0.019,2022-11-11 11:24:00
2022-11-11,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1668146640,1668147540,18313.6,18317.95,4.35,-0.0,Friday,1,18350.227199999998,18295.286399999997,15,1,0,0,1668146640,True,0,-0.02,0.03,0.03,0.05,GAP_UP,5,1.0,13.599999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.44,0.06,-1,0.0,0.03,0.05,0.92,0.0,-1,-0.004,-0.9,0,1,0,0,0,0.0134,-0.3567,0.96,0.99,0.38,0.4427,-0.0627,0.69,0.2,0.6706,0.0267,2022-11-11 11:34:00
2022-11-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1668061140,1668061860,18048.9,18030.7,-18.2,0.0,Thursday,1,18084.9978,18030.8511,15,1,-1,0,1668061140,True,0,-0.25,-0.11,-0.1,-0.14,GAP_DOWN,6,1.0,48.900000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.05,0.92,-1,0.77,0.69,0.29,0.02,0.72,1,0.0018,-0.1,1,0,1,1,1,0.0273,-0.3807,0.96,0.99,0.39,0.4474,-0.0574,0.67,0.23,0.6528,0.0264,2022-11-10 11:49:00
2022-11-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1668062040,1668062880,18025.7,18005.35,-20.35,-0.0,Thursday,1,18061.7514,18007.674300000002,15,1,-1,0,1668062040,True,0,-0.25,-0.12,-0.11,-0.17,GAP_DOWN,6,1.0,25.700000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.05,0.92,-1,0.77,0.69,0.29,0.02,0.72,1,0.0018,-0.1,1,0,1,1,1,0.0259,-0.375,0.96,0.99,0.4,0.4525,-0.0525,0.67,0.23,0.6468,0.0287,2022-11-10 12:04:00
2022-11-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1668062640,1668063540,18013.5,17992.6,-20.9,-0.0,Thursday,1,18049.527,17995.4865,15,1,-1,0,1668062640,True,0,-0.25,-0.14,-0.11,-0.21,GAP_DOWN,6,1.0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.05,0.92,-1,0.77,0.69,0.29,0.02,0.72,1,0.0018,-0.1,1,0,1,1,1,-0.0262,-0.2377,0.98,0.99,0.41,0.4579,-0.0479,0.69,0.23,0.6293,0.0362,2022-11-10 12:14:00
2022-11-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1668068340,1668069240,18002.75,18003.7,0.95,-0.0,Thursday,1,18038.7555,17984.74725,15,1,0,0,1668068340,True,0,-0.25,-0.1,-0.09,-0.13,GAP_DOWN,10,0.53,2.75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.05,0.92,-1,0.77,0.69,0.29,0.02,0.72,1,0.0018,-0.1,1,0,1,1,1,0.0143,-0.2831,0.96,0.99,0.48,0.5236,-0.0436,0.71,0.34,0.4435,-0.0163,2022-11-10 13:49:00
2022-11-04,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1667536140,1667537040,18035.8,18033.65,-2.15,-0.0,Friday,1,18071.8716,18017.764199999998,15,1,0,0,1667536140,True,0,-0.21,0.0,-0.17,-0.33,INSIDE_VA,2,0.0,35.79999999999927,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.4,0.54,1,0.39,0.2,0.01,0.79,0.44,-1,-0.0044,-0.29,0,1,1,1,1,,,,,,,,,,,,2022-11-04 09:59:00
