day,symbol,strategy,signal_id,trigger,side,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,target,stop_loss,duration,quantity,exit_type,neck_point,trigger_time,closed,pattern_height,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,open_type,tpo,candles_in_range,dist_frm_level,resistance_ind,support_ind,y_high,y_low,y_va_h_p,y_va_l_p,y_poc_price,t_2_high,t_2_low,t_2_va_h_p,t_2_va_l_p,t_2_poc_price,w_high,w_low,w_Pivot,w_R1,w_S1,w_R2,w_S2,w_R3,w_S3,w_R4,w_S4,cd_support_pressure,cd_resistance_pressure,cd_new_business_pressure,cd_type,cd_retest_fract,ad_support_pressure,ad_resistance_pressure,ad_new_business_pressure,ad_retest_fract,ad_type,gap,cd_close_rat,high,low,poc_price,va_h_p,va_l_p,entry_time_read
2022-12-14,NIFTY,CDLENGULFING_BUY_5_10,SIG_1,1,1,1670990640,1670991240,18685.4,18691.45,6.05,0.0,Wednesday,1,18722.770800000002,18666.714600000003,10,1,0,0,1670990640,True,0,0.03,0,0.0,0.12,GAP_UP,1,0,-14.599999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27,0.16,0.57,1,0.25,0.32,0.15,0.53,0.18,1,0.0002,0.6,1,0,1,1,0,2022-12-14 09:34:00
2022-12-14,NIFTY,CDL3OUTSIDE_BUY_5_10,SIG_1,1,1,1670990940,1670991540,18692.45,18685.65,-6.8,0.0,Wednesday,1,18729.8349,18673.757550000002,10,1,0,0,1670990940,True,0,0.1,0,0.05,0.25,GAP_UP,1,0,-7.549999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.16,0.57,1,0.25,0.32,0.15,0.53,0.18,1,0.0002,0.6,1,0,1,1,0,2022-12-14 09:39:00
2022-12-13,NIFTY,CDLENGULFING_SELL_5_10,SIG_1,1,-1,1670904240,1670904840,18513.95,18526.05,-12.1,-0.0,Tuesday,1,18476.9221,18532.463949999998,10,1,0,0,1670904240,True,0,-0.03,0,0.0,-0.12,GAP_UP,1,0,13.950000000000728,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.15,0.53,1,0.63,0.32,0.01,0.67,0.44,-1,-0.0004,0.03,0,1,1,0,1,2022-12-13 09:34:00
2022-12-13,NIFTY,CDL3OUTSIDE_SELL_5_10,SIG_1,1,-1,1670904540,1670904900,18507.65,18532.85,-25.2,-0.0,Tuesday,1,18470.634700000002,18526.15765,10,1,-1,0,1670904540,True,0,-0.14,0,-0.15,-0.12,GAP_UP,1,0,7.650000000001455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.15,0.53,1,0.63,0.32,0.01,0.67,0.44,-1,-0.0004,0.03,0,1,1,0,1,2022-12-13 09:39:00
2022-12-13,NIFTY,CDLENGULFING_BUY_5_10,SIG_1,1,1,1670904840,1670905440,18526.05,18521.35,-4.7,-0.0,Tuesday,1,18563.1021,18507.52395,10,1,0,0,1670904840,True,0,-0.03,0,-0.04,0.0,GAP_UP,1,0,26.049999999999272,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.15,0.53,1,0.63,0.32,0.01,0.67,0.44,-1,-0.0004,0.03,0,1,1,0,1,2022-12-13 09:44:00
2022-12-07,NIFTY,CDLENGULFING_BUY_5_10,SIG_1,1,1,1670385840,1670386440,18626.5,18640.85,14.35,0.0,Wednesday,1,18663.753,18607.8735,10,1,0,0,1670385840,True,0,-0.12,0,-0.12,-0.12,ABOVE_VA,1,0,26.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.11,0.59,1,0.83,0.75,0.07,0.18,0.46,-1,0.0,-0.1,0,1,1,0,1,2022-12-07 09:34:00
2022-12-07,NIFTY,CDL3OUTSIDE_BUY_5_10,SIG_1,1,1,1670386140,1670386740,18634.5,18648.4,13.9,0.0,Wednesday,1,18671.769,18615.8655,10,1,0,0,1670386140,True,0,0.03,0,0.0,0.12,ABOVE_VA,1,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.11,0.59,1,0.83,0.75,0.07,0.18,0.46,-1,0.0,-0.1,0,1,1,0,1,2022-12-07 09:39:00
2022-12-05,NIFTY,CDLENGULFING_SELL_5_10,SIG_1,1,-1,1670212740,1670213340,18653.95,18663.95,-10.0,-0.0,Monday,1,18616.6421,18672.603949999997,10,1,0,0,1670212740,True,0,-0.38,0,-0.42,-0.25,ABOVE_VA,1,0,-46.04999999999927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46,0.21,0.33,-1,0.03,0.21,0.14,0.65,0.03,-1,-0.0014,-0.71,0,1,0,0,1,2022-12-05 09:29:00
2022-12-05,NIFTY,CDLENGULFING_SELL_5_10,SIG_2,1,-1,1670213640,1670214240,18654.25,18610.55,43.7,-0.0,Monday,1,18616.9415,18672.90425,10,1,1,0,1670213640,True,0,-0.16,0,-0.12,-0.25,ABOVE_VA,1,0,-45.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46,0.21,0.33,-1,0.03,0.21,0.14,0.65,0.03,-1,-0.0014,-0.71,0,1,0,0,1,2022-12-05 09:44:00
2022-12-02,NIFTY,CDLENGULFING_SELL_5_10,SIG_1,1,-1,1669954140,1669954740,18726.3,18713.5,12.8,0.0,Friday,1,18688.8474,18745.026299999998,10,1,0,0,1669954140,True,0,-0.31,0,-0.2,-0.62,GAP_DOWN,1,0,26.299999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,2022-12-02 09:39:00
2022-12-02,NIFTY,CDL3OUTSIDE_SELL_5_10,SIG_1,1,-1,1669954440,1669955040,18713.15,18713.5,-0.35,0.0,Friday,1,18675.723700000002,18731.86315,10,1,0,0,1669954440,True,0,-0.31,0,-0.21,-0.62,GAP_DOWN,1,0,13.150000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,2022-12-02 09:44:00
2022-12-02,NIFTY,CDLHIKKAKE_BUY_5_10,SIG_1,1,1,1669954440,1669955040,18713.15,18713.5,0.35,0.0,Friday,1,18750.5763,18694.436850000002,10,1,0,0,1669954440,True,0,-0.31,0,-0.21,-0.62,GAP_DOWN,1,0,13.150000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0.65,-1,0.35,0.05,0.18,0.77,0.19,1,0.003,0.84,1,0,0,0,0,2022-12-02 09:44:00
2022-11-30,NIFTY,CDLENGULFING_SELL_5_10,SIG_1,1,-1,1669781340,1669781940,18642.45,18631.05,11.4,-0.0,Wednesday,1,18605.165100000002,18661.09245,10,1,0,0,1669781340,True,0,-0.1,0,-0.05,-0.25,INSIDE_VA,1,0,42.45000000000073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.56,0.44,1,0.49,0.26,0.24,0.5,0.25,1,0.0,0.15,1,0,1,1,1,2022-11-30 09:39:00
2022-11-28,NIFTY,CDLENGULFING_BUY_5_10,SIG_1,1,1,1669608840,1669609440,18538.3,18537.65,-0.65,-0.0,Monday,1,18575.3766,18519.7617,10,1,0,0,1669608840,True,0,0.56,0,0.54,0.62,GAP_DOWN,1,0,38.29999999999927,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.59,0.07,0.34,-1,0.94,0.14,0.06,0.8,0.36,1,0.0,0.67,1,0,0,1,0,2022-11-28 09:44:00
2022-11-25,NIFTY,CDLENGULFING_BUY_5_10,SIG_1,1,1,1669348740,1669349100,18478.95,18449.6,-29.35,-0.0,Friday,1,18515.907900000002,18460.47105,10,1,-1,0,1669348740,True,0,-0.12,0,-0.17,0.0,ABOVE_VA,1,0,-21.049999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.06,0.8,1,0.13,0.09,0.0,0.91,0.39,-1,0.0,1.31,1,0,1,1,0,2022-11-25 09:29:00
