day,symbol,strategy,signal_id,trigger,side,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,target,stop_loss,duration,quantity,exit_type,neck_point,trigger_time,closed,pattern_height,open_type,tpo,candles_in_range,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,quad,lin,quad_r2,lin_r2,market_auc,trend_auc,auc_del,mu_0,mu_n,exp_b,exp_c,lc_dist_frm_level,lc_resistance_ind,lc_support_ind,lc_y_high,lc_y_low,lc_y_va_h_p,lc_y_va_l_p,lc_y_poc_price,lc_t_2_high,lc_t_2_low,lc_t_2_va_h_p,lc_t_2_va_l_p,lc_t_2_poc_price,lc_w_high,lc_w_low,lc_w_Pivot,lc_w_R1,lc_w_S1,lc_w_R2,lc_w_S2,lc_w_R3,lc_w_S3,lc_w_R4,lc_w_S4,d_y_high,d_y_low,d_y_poc_price,d_y_va_h_p,d_y_va_l_p,d_t_2_high,d_t_2_low,d_t_2_poc_price,d_t_2_va_h_p,d_t_2_va_l_p,d2_cd_support_pressure,d2_cd_resistance_pressure,d2_cd_new_business_pressure,d2_cd_type,d2_cd_retest_fract,d2_ad_support_pressure,d2_ad_resistance_pressure,d2_ad_new_business_pressure,d2_ad_retest_fract,d2_ad_type,d2_gap,d2_cd_close_rat,d2_ad_high,d2_ad_low,d2_ad_poc_price,d2_ad_va_h_p,d2_ad_va_l_p,pattern_time,pattern_price,strength,pat_y_high,pat_y_low,pat_y_va_h_p,pat_y_va_l_p,pat_y_poc_price,pat_t_2_high,pat_t_2_low,pat_t_2_va_h_p,pat_t_2_va_l_p,pat_t_2_poc_price,pat_w_high,pat_w_low,pat_w_Pivot,pat_w_R1,pat_w_S1,pat_w_R2,pat_w_S2,pat_w_R3,pat_w_S3,pat_w_R4,pat_w_S4,entry_time_read
2022-03-24,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1648097400,1648098300,17226.1,17220.3,-5.8,0.0,Thursday,1,17260.5522,17208.8739,15,1,0,0,1648097400,True,0,GAP_DOWN,3,1.0,0.38,0.29,0.25,0.4,0.0549,-0.1271,0.16,0.14,0.84,0.8518,-0.0118,0.86,0.84,6.224,0.8363,26.099999999998545,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0.1,0.15,0.75,-1,0.56,0.35,0.01,0.64,0.41,1,0.0041,0.93,1,0,0,1,0,[1648097160],"[[17254.9, 17255.2, 17221.75, 17226.1]]",100,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-24 10:20:00
2022-03-24,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1648098900,1648099800,17212.25,17227.3,15.05,0.0,Thursday,1,17246.6745,17195.03775,15,1,0,0,1648098900,True,0,GAP_DOWN,4,1.0,0.38,0.18,0.14,0.29,-0.185,0.3602,0.73,0.65,0.67,0.6443,0.0257,0.82,0.47,1.8144,0.5879,12.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0.1,0.15,0.75,-1,0.56,0.35,0.01,0.64,0.41,1,0.0041,0.93,1,0,0,1,0,[1648098660],"[[17221.25, 17225.55, 17210.1, 17212.25]]",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-24 10:45:00
2022-03-24,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1648109400,1648109820,17194.7,17170.5,-24.2,-0.0,Thursday,1,17229.0894,17177.5053,15,1,-1,0,1648109400,True,0,GAP_DOWN,9,0.86,0.38,0.01,0.01,0.01,0.0854,-0.4428,0.84,0.91,0.57,0.6362,-0.0662,0.81,0.47,1.5625,0.4693,-5.299999999999272,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0.1,0.15,0.75,-1,0.56,0.35,0.01,0.64,0.41,1,0.0041,0.93,1,0,0,1,0,[1648109160],"[[17214.05, 17214.05, 17194.5, 17194.7]]",100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-24 13:40:00
2022-03-24,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1648113300,1648114200,17223.95,17230.0,6.05,0.0,Thursday,1,17258.3979,17206.72605,15,1,0,0,1648113300,True,0,GAP_DOWN,12,0.89,0.38,0.02,0.01,0.05,0.0564,-0.3897,0.91,0.96,0.53,0.5976,-0.0676,0.78,0.41,1.2205,0.3716,23.950000000000728,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0.1,0.15,0.75,-1,0.56,0.35,0.01,0.64,0.41,1,0.0041,0.93,1,0,0,1,0,[1648113060],"[[17231.55, 17233.6, 17222.3, 17223.95]]",100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-24 14:45:00
2022-03-24,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1648113600,1648113840,17237.95,17218.7,-19.25,0.0,Thursday,1,17272.425900000002,17220.712050000002,15,1,-1,0,1648113600,True,0,GAP_DOWN,12,0.89,0.38,0.03,0.02,0.07,0.0683,-0.4315,0.91,0.97,0.53,0.6003,-0.0703,0.79,0.41,1.1419,0.3513,37.95000000000073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0.1,0.15,0.75,-1,0.56,0.35,0.01,0.64,0.41,1,0.0041,0.93,1,0,0,1,0,[1648113360],"[[17224.35, 17240.5, 17221.25, 17237.95]]",200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-24 14:50:00
2022-03-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1647508800,1647509700,17292.7,17306.2,13.5,0.0,Thursday,1,17327.2854,17275.4073,15,1,0,0,1647508800,True,0,GAP_UP,12,0.21,0.23,0.09,0.06,0.17,0.0852,-0.5129,0.91,0.98,0.44,0.5172,-0.0772,0.72,0.32,0.6724,0.0889,-7.299999999999272,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.14,0.6,1,0.6,0.24,0.07,0.69,0.24,-1,0.0,0.75,1,0,1,1,0,[1647508560],"[[17312.2, 17312.3, 17290.0, 17292.7]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-17 14:50:00
2022-03-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1646889300,1646890200,16706.3,16721.5,15.2,0.0,Thursday,1,16739.7126,16689.593699999998,15,1,0,0,1646889300,True,0,GAP_UP,4,1.0,0.09,0.1,0.08,0.17,0.0209,-0.2166,0.94,0.98,0.54,0.5772,-0.0372,0.7,0.46,1.9562,0.4744,6.299999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.12,0.67,1,0.09,0.21,0.03,0.76,0.11,1,0.0031,3.39,1,0,0,0,0,[1646889060],"[[16733.6, 16735.25, 16705.5, 16706.3]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-10 10:45:00
2022-03-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1646890200,1646891100,16721.5,16739.9,18.4,0.0,Thursday,1,16754.943,16704.7785,15,1,0,0,1646890200,True,0,GAP_UP,4,1.0,0.09,0.09,0.08,0.11,0.0045,-0.219,0.96,0.99,0.47,0.5173,-0.0473,0.67,0.37,1.3759,0.3375,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.12,0.67,1,0.09,0.21,0.03,0.76,0.11,1,0.0031,3.39,1,0,0,0,0,[1646889960],"[[16716.95, 16723.1, 16713.45, 16721.5]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-10 11:00:00
2022-03-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1646890800,1646891700,16727.35,16730.55,3.2,0.0,Thursday,1,16760.804699999997,16710.622649999998,15,1,0,0,1646890800,True,0,GAP_UP,4,1.0,0.09,0.1,0.07,0.19,-0.0257,-0.1469,0.98,0.99,0.44,0.4805,-0.0405,0.64,0.32,0.3611,-0.1211,27.349999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.12,0.67,1,0.09,0.21,0.03,0.76,0.11,1,0.0031,3.39,1,0,0,0,0,[1646890560],"[[16721.3, 16732.25, 16721.15, 16727.35]]",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-10 11:10:00
2022-03-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1646898000,1646898060,16622.7,16604.25,-18.45,0.0,Thursday,1,16655.9454,16606.0773,15,1,-1,0,1646898000,True,0,GAP_UP,8,1.0,0.09,-0.04,-0.04,-0.02,-0.0007,-0.275,0.98,1.0,0.46,0.5137,-0.0537,0.72,0.3,0.5728,0.0525,22.700000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.12,0.67,1,0.09,0.21,0.03,0.76,0.11,1,0.0031,3.39,1,0,0,0,0,[1646897760],"[[16643.1, 16646.05, 16621.0, 16622.7]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-10 13:10:00
