day,symbol,strategy,signal_id,trigger,side,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,target,stop_loss,duration,quantity,exit_type,neck_point,trigger_time,closed,pattern_height,open_type,tpo,candles_in_range,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,quad,lin,quad_r2,lin_r2,market_auc,trend_auc,auc_del,mu_0,mu_n,exp_b,exp_c,lc_dist_frm_level,lc_resistance_ind,lc_support_ind,lc_y_high,lc_y_low,lc_y_va_h_p,lc_y_va_l_p,lc_y_poc_price,lc_t_2_high,lc_t_2_low,lc_t_2_va_h_p,lc_t_2_va_l_p,lc_t_2_poc_price,lc_w_high,lc_w_low,lc_w_Pivot,lc_w_R1,lc_w_S1,lc_w_R2,lc_w_S2,lc_w_R3,lc_w_S3,lc_w_R4,lc_w_S4,d_y_high,d_y_low,d_y_poc_price,d_y_va_h_p,d_y_va_l_p,d_t_2_high,d_t_2_low,d_t_2_poc_price,d_t_2_va_h_p,d_t_2_va_l_p,d2_cd_support_pressure,d2_cd_resistance_pressure,d2_cd_new_business_pressure,d2_cd_type,d2_cd_retest_fract,d2_ad_support_pressure,d2_ad_resistance_pressure,d2_ad_new_business_pressure,d2_ad_retest_fract,d2_ad_type,d2_gap,d2_cd_close_rat,d2_ad_high,d2_ad_low,d2_ad_poc_price,d2_ad_va_h_p,d2_ad_va_l_p,pattern_time,pattern_price,strength,pat_y_high,pat_y_low,pat_y_va_h_p,pat_y_va_l_p,pat_y_poc_price,pat_t_2_high,pat_t_2_low,pat_t_2_va_h_p,pat_t_2_va_l_p,pat_t_2_poc_price,pat_w_high,pat_w_low,pat_w_Pivot,pat_w_R1,pat_w_S1,pat_w_R2,pat_w_S2,pat_w_R3,pat_w_S3,pat_w_R4,pat_w_S4,entry_time_read
2022-03-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1646898900,1646899260,16669.3,16650.0,-19.3,0.0,Thursday,1,16702.6386,16652.630699999998,15,1,-1,0,1646898900,True,0,GAP_UP,9,1.0,0.09,0.01,0.0,0.04,0.044,-0.4024,0.95,0.99,0.45,0.5156,-0.0656,0.73,0.3,0.623,0.071,-30.700000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.12,0.67,1,0.09,0.21,0.03,0.76,0.11,1,0.0031,3.39,1,0,0,0,0,[1646898660],"[[16658.05, 16673.6, 16642.35, 16669.3]]",200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-03-10 13:25:00
2022-03-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_6,1,1,1646899500,1646899860,16650.6,16630.4,-20.2,0.0,Thursday,1,16683.9012,16633.949399999998,15,1,-1,0,1646899500,True,0,GAP_UP,9,1.0,0.09,-0.01,-0.01,0.01,0.0372,-0.3885,0.96,1.0,0.44,0.5063,-0.0663,0.72,0.29,0.6293,0.0688,-49.400000000001455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.12,0.67,1,0.09,0.21,0.03,0.76,0.11,1,0.0031,3.39,1,0,0,0,0,[1646899260],"[[16654.3, 16667.15, 16636.95, 16650.6]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-03-10 13:35:00
2022-03-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_7,1,1,1646900100,1646900160,16596.0,16578.7,-17.3,0.0,Thursday,1,16629.192,16579.404,15,1,-1,0,1646900100,True,0,GAP_UP,10,1.0,0.09,-0.02,-0.02,-0.01,0.0352,-0.382,0.96,1.0,0.44,0.5004,-0.0604,0.71,0.29,0.624,0.0595,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.12,0.67,1,0.09,0.21,0.03,0.76,0.11,1,0.0031,3.39,1,0,0,0,0,[1646899860],"[[16653.65, 16657.45, 16584.7, 16596.0]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-03-10 13:45:00
2022-03-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_8,1,1,1646902500,1646902920,16500.35,16557.65,57.3,-0.0,Thursday,1,16533.3507,16483.84965,15,1,1,0,1646902500,True,0,GAP_UP,11,0.82,0.09,-0.06,-0.05,-0.1,0.0302,-0.3436,0.96,1.0,0.46,0.5177,-0.0577,0.71,0.32,0.5181,0.0176,0.3499999999985448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.12,0.67,1,0.09,0.21,0.03,0.76,0.11,1,0.0031,3.39,1,0,0,0,0,[1646902260],"[[16513.6, 16514.85, 16483.95, 16500.35]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-10 14:25:00
2022-03-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_9,1,1,1646903100,1646904000,16578.05,16569.15,-8.9,0.0,Thursday,1,16611.2061,16561.47195,15,1,0,0,1646903100,True,0,GAP_UP,11,0.78,0.09,-0.03,-0.03,-0.05,0.052,-0.4089,0.94,0.99,0.46,0.5224,-0.0624,0.72,0.33,0.5538,0.0375,-21.950000000000728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.12,0.67,1,0.09,0.21,0.03,0.76,0.11,1,0.0031,3.39,1,0,0,0,0,[1646902860],"[[16501.25, 16582.05, 16501.25, 16578.05]]",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-10 14:35:00
2022-03-04,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1646368200,1646368860,16261.95,16241.9,-20.05,0.0,Friday,1,16294.4739,16245.68805,15,1,-1,0,1646368200,True,0,GAP_DOWN,2,0.0,-0.06,0.0,-0.03,-0.17,,,,,,,,,,,,-38.04999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.14,0.66,-1,0.61,0.57,0.26,0.17,1.0,1,0.0027,-0.34,1,1,1,1,1,[1646367960],"[[16264.5, 16270.1, 16249.2, 16261.95]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-04 10:00:00
2022-03-04,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1646369100,1646369640,16219.15,16190.7,-28.45,-0.0,Friday,1,16251.5883,16202.930849999999,15,1,-1,0,1646369100,True,0,GAP_DOWN,3,0.0,-0.2,0.0,-0.15,-0.38,,,,,,,,,,,,19.149999999999636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.14,0.66,-1,0.61,0.57,0.26,0.17,1.0,1,0.0027,-0.34,1,1,1,1,1,[1646368860],"[[16249.75, 16250.1, 16217.9, 16219.15]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-04 10:15:00
2022-02-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1645077000,1645077900,17361.8,17379.05,17.25,0.0,Thursday,1,17396.5236,17344.4382,15,1,0,0,1645077000,True,0,INSIDE_VA,5,1.0,-0.06,0.13,0.15,0.06,-0.0033,-0.3014,0.96,0.98,0.51,0.5664,-0.0564,0.81,0.32,0.6508,0.1494,-38.20000000000073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0.15,0.35,0.5,-1,0.5,0.18,0.04,0.78,0.22,1,0.002,1.19,1,0,0,1,0,[1645076760],"[[17363.95, 17370.45, 17341.35, 17361.8]]",100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-17 11:20:00
2022-02-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1645077300,1645078200,17375.75,17358.3,-17.45,0.0,Thursday,1,17410.5015,17358.37425,15,1,-1,0,1645077300,True,0,INSIDE_VA,5,1.0,-0.06,0.14,0.16,0.06,0.0567,-0.4566,0.93,0.97,0.52,0.5874,-0.0674,0.82,0.35,0.694,0.1772,-24.25,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0.15,0.35,0.5,-1,0.5,0.18,0.04,0.78,0.22,1,0.002,1.19,1,0,0,1,0,[1645077060],"[[17361.95, 17376.3, 17353.05, 17375.75]]",200,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-17 11:25:00
2022-02-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1645084500,1645085400,17372.6,17398.55,25.95,0.0,Thursday,1,17407.3452,17355.2274,15,1,0,0,1645084500,True,0,INSIDE_VA,9,1.0,-0.06,0.06,0.05,0.1,0.1288,-0.6651,0.88,0.96,0.46,0.5508,-0.0908,0.78,0.32,0.7986,0.167,-27.400000000001455,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0.15,0.35,0.5,-1,0.5,0.18,0.04,0.78,0.22,1,0.002,1.19,1,0,0,1,0,[1645084260],"[[17392.8, 17394.35, 17372.2, 17372.6]]",100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-17 13:25:00
2022-02-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1645085400,1645086300,17398.55,17396.3,-2.25,0.0,Thursday,1,17433.3471,17381.151449999998,15,1,0,0,1645085400,True,0,INSIDE_VA,9,1.0,-0.06,0.07,0.06,0.11,0.1413,-0.7019,0.87,0.95,0.45,0.5489,-0.0989,0.78,0.32,0.8204,0.1685,-1.4500000000007276,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0.15,0.35,0.5,-1,0.5,0.18,0.04,0.78,0.22,1,0.002,1.19,1,0,0,1,0,[1645085160],"[[17384.05, 17399.0, 17380.95, 17398.55]]",200,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-17 13:40:00
2022-02-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1645087200,1645087500,17362.2,17329.45,-32.75,0.0,Thursday,1,17396.9244,17344.8378,15,1,-1,0,1645087200,True,0,INSIDE_VA,10,1.0,-0.06,0.03,0.02,0.05,0.1287,-0.6975,0.9,0.97,0.44,0.5483,-0.1083,0.79,0.3,0.7663,0.1416,-37.79999999999927,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0.15,0.35,0.5,-1,0.5,0.18,0.04,0.78,0.22,1,0.002,1.19,1,0,0,1,0,[1645086960],"[[17365.65, 17370.05, 17345.05, 17362.2]]",100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-17 14:10:00
2022-02-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_6,1,1,1645089300,1645089420,17322.6,17304.95,-17.65,0.0,Thursday,1,17357.245199999998,17305.2774,15,1,-1,0,1645089300,True,0,INSIDE_VA,12,1.0,-0.06,0.01,0.01,0.02,0.126,-0.6825,0.9,0.97,0.46,0.5585,-0.0985,0.8,0.32,0.7693,0.1558,22.599999999998545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0.15,0.35,0.5,-1,0.5,0.18,0.04,0.78,0.22,1,0.002,1.19,1,0,0,1,0,[1645089060],"[[17346.0, 17347.5, 17311.1, 17322.6]]",100,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-02-17 14:45:00
2022-02-11,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1644568500,1644568680,17395.9,17376.0,-19.9,0.0,Friday,1,17430.6918,17378.504100000002,15,1,-1,0,1644568500,True,0,BELOW_VA,10,1.0,-0.23,0.03,0.01,0.1,0.1523,-0.6553,0.8,0.9,0.47,0.5569,-0.0869,0.72,0.39,1.3964,0.3409,-4.099999999998545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.6,0.25,0.15,1,0.24,0.23,0.04,0.73,0.36,1,0.0044,1.02,1,0,1,1,0,[1644568260],"[[17415.05, 17415.05, 17392.0, 17395.9]]",100,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-02-11 14:05:00
2022-02-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1644485100,1644486000,17595.95,17628.3,32.35,0.0,Thursday,1,17631.141900000002,17578.35405,15,1,0,0,1644485100,True,0,GAP_UP,12,0.05,-0.05,0.11,0.11,0.11,0.0466,-0.4227,0.95,0.99,0.48,0.5483,-0.0683,0.77,0.33,0.6612,0.1251,-4.049999999999272,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.23,0.04,0.73,1,0.0,0.75,0.1,0.15,0.0,-1,0.0037,1.73,0,0,0,0,0,[1644484860],"[[17606.4, 17616.2, 17595.65, 17595.95]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-10 14:55:00
2022-02-10,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1644486000,1644486240,17628.3,17608.1,-20.2,0.0,Thursday,1,17663.5566,17610.6717,15,1,-1,0,1644486000,True,0,GAP_UP,12,0.05,-0.05,0.13,0.12,0.15,0.062,-0.4699,0.94,0.99,0.48,0.5463,-0.0663,0.77,0.32,0.688,0.1323,28.299999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.23,0.04,0.73,1,0.0,0.75,0.1,0.15,0.0,-1,0.0037,1.73,0,0,0,0,0,[1644485760],"[[17617.5, 17629.8, 17617.15, 17628.3]]",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-10 15:10:00
2022-02-04,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1643952000,1643952900,17535.65,17545.9,10.25,0.0,Friday,1,17570.7213,17518.11435,15,1,0,0,1643952000,True,0,BELOW_VA,4,1.0,0.0,0.01,0.01,0.0,0.057,-0.4878,0.94,0.99,0.4,0.4816,-0.0816,0.73,0.24,0.7079,0.0688,35.650000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.03,0.05,0.92,-1,0.39,0.26,0.03,0.71,0.89,1,0.0,-1.21,1,1,1,1,1,[1643951760],"[[17542.95, 17542.95, 17524.55, 17535.65]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-04 10:50:00
2022-02-04,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1643952600,1643953500,17558.65,17568.15,9.5,0.0,Friday,1,17593.767300000003,17541.091350000002,15,1,0,0,1643952600,True,0,BELOW_VA,4,1.0,0.0,0.06,0.05,0.11,0.0707,-0.5354,0.94,0.99,0.38,0.4704,-0.0904,0.72,0.22,0.7175,0.0573,-41.349999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.03,0.05,0.92,-1,0.39,0.26,0.03,0.71,0.89,1,0.0,-1.21,1,1,1,1,1,[1643952360],"[[17545.7, 17560.3, 17545.55, 17558.65]]",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-04 11:00:00
2022-02-04,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1643959200,1643959740,17506.65,17488.35,-18.3,0.0,Friday,1,17541.6633,17489.143350000002,15,1,-1,0,1643959200,True,0,BELOW_VA,8,1.0,0.0,-0.0,-0.02,0.03,0.0196,-0.3279,0.96,0.99,0.45,0.5054,-0.0554,0.7,0.31,0.5667,0.0357,6.650000000001455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.03,0.05,0.92,-1,0.39,0.26,0.03,0.71,0.89,1,0.0,-1.21,1,1,1,1,1,[1643958960],"[[17522.5, 17525.55, 17505.3, 17506.65]]",100,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-02-04 12:50:00
