day,symbol,strategy,trade_id,leg,side,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,instrument,cover,market_view,spot_target,spot_stop_loss,spot_stop_loss_rolling,instr_target,instr_stop_loss,duration,quantity,exit_type,spot_entry_price,spot_exit_price,trigger_time,open_type,tpo,spot,candles_in_range,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,lc_dist_frm_level,lc_resistance_ind,lc_support_ind,lc_y_high,lc_y_low,lc_y_va_h_p,lc_y_va_l_p,lc_y_poc_price,lc_t_2_high,lc_t_2_low,lc_t_2_va_h_p,lc_t_2_va_l_p,lc_t_2_poc_price,lc_w_high,lc_w_low,lc_w_Pivot,lc_w_R1,lc_w_S1,lc_w_R2,lc_w_S2,lc_w_R3,lc_w_S3,lc_w_R4,lc_w_S4,d_y_high,d_y_low,d_y_poc_price,d_y_va_h_p,d_y_va_l_p,d_t_2_high,d_t_2_low,d_t_2_poc_price,d_t_2_va_h_p,d_t_2_va_l_p,d2_cd_support_pressure,d2_cd_resistance_pressure,d2_cd_new_business_pressure,d2_cd_type,d2_cd_retest_fract,d2_ad_support_pressure,d2_ad_resistance_pressure,d2_ad_new_business_pressure,d2_ad_retest_fract,d2_ad_type,d2_gap,d2_cd_close_rat,d2_ad_high,d2_ad_low,d2_ad_poc_price,d2_ad_va_h_p,d2_ad_va_l_p,total_energy,total_energy_pyr,total_energy_ht,static_ratio,dynamic_ratio,d_en_ht,s_en_ht,d_en_pyr,s_en_pyr,pat_y_high,pat_y_low,pat_y_va_h_p,pat_y_va_l_p,pat_y_poc_price,pat_t_2_high,pat_t_2_low,pat_t_2_va_h_p,pat_t_2_va_l_p,pat_t_2_poc_price,pat_w_high,pat_w_low,pat_w_Pivot,pat_w_R1,pat_w_S1,pat_w_R2,pat_w_S2,pat_w_R3,pat_w_S3,pat_w_R4,pat_w_S4,strength,quad,lin,quad_r2,lin_r2,market_auc,trend_auc,auc_del,mu_0,mu_n,exp_b,exp_c,entry_time_read,exit_time_read
2022-12-09,NIFTY,PriceBreakEMADownward,SIG_1,1,-1,1670579640,1670579880,18490.2,18494.05,-3.85,-0.0,Friday,1,SPOT,0,SHORT,18434.7294,18512.2,18512.2,18434.7294,18512.2,4.0,1,TC,18490.2,18494.05,1670579640,GAP_UP,13,18490.2,0.0,-0.08,-0.09,-0.08,-0.1,-9.799999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.39,0.14,0.47,1,1.0,0.17,0.21,0.62,0.63,-1,0.0,0.12,0,1,1,1,1,20635.243749999736,171.96036458333114,13.543426039554635,0.08,-0.42,-8.730843908013076,3.863359464548481,-71.4634081369585,13.992699705296557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,-0.5178,0.85,0.94,0.5,0.568,-0.068,0.73,0.41,1.5148,0.3864,2022-12-09 15:24:00,2022-12-09 15:28:00
2022-12-08,NIFTY,PriceBreakEMADownward,SIG_1,1,-1,1670475240,1670493240,18598.85,18610.75,-11.9,-0.0,Thursday,1,SPOT,0,SHORT,18543.05345,18625.0,18625.0,18543.05345,18625.0,300.0,1,TC,18598.85,18610.75,1670475240,INSIDE_VA,3,18598.85,1.0,0.11,0.05,0.05,0.05,-1.1500000000014552,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,3505.963749999961,29.216364583333007,5.58248351741605,0.0,0.62,4.4075074840801,0.0,18.211989583333214,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0658,-0.2503,0.4,0.48,0.61,0.6407,-0.0307,0.71,0.57,3.2541,0.5984,2022-12-08 10:24:00,2022-12-08 15:24:00
2022-12-08,NIFTY,PriceBreakEMADownward,SIG_2,1,-1,1670491140,1670491800,18594.3,18610.9,-16.6,-0.0,Thursday,1,SPOT,0,SHORT,18538.5171,18607.55,18607.55,18538.5171,18607.55,39.0,1,IS,18594.3,18610.9,1670491140,INSIDE_VA,12,18594.3,1.0,0.11,-0.02,-0.04,0.04,-5.700000000000728,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,8414.714999999858,70.12262499999882,8.648552865460521,0.3,0.11,2.813576530595419,4.723858139395173,7.42144958767252,20.920158488559398,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0307,-0.378,0.96,0.99,0.48,0.543,-0.063,0.77,0.32,0.6484,0.1177,2022-12-08 14:49:00,2022-12-08 15:00:00
2022-12-08,NIFTY,HedgeEMADownward,SIG_1,1,1,1670492640,1670493480,18613.1,18617.95,4.85,0.0,Thursday,1,SPOT,0,LONG,18668.9393,18594.3,18594.3,18668.9393,18594.3,14.0,1,TC,18613.1,18617.95,1670492640,INSIDE_VA,12,18613.1,1.0,0.11,-0.02,-0.05,0.06,13.099999999998545,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0.17,0.21,0.62,-1,0.55,0.3,0.11,0.59,1.0,1,0.0,-0.34,1,1,1,1,1,9845.827499999878,82.04856249999898,9.355130499713276,0.38,0.09,2.8648842435907156,5.761825772277686,7.694589121100949,31.123721465703145,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.046,-0.4275,0.95,0.99,0.47,0.5319,-0.0619,0.77,0.3,0.6781,0.1189,2022-12-08 15:14:00,2022-12-08 15:28:00
2022-12-07,NIFTY,PriceBreakEMADownward,SIG_1,1,-1,1670389140,1670390520,18654.45,18593.95,60.5,0.0,Wednesday,1,SPOT,0,SHORT,18598.48665,18668.3,18668.3,18598.48665,18668.3,299.0,1,IT,18654.45,18593.95,1670389140,ABOVE_VA,3,18654.45,1.0,0.16,0.06,0.07,0.05,-45.54999999999927,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0.3,0.11,0.59,1,0.83,0.75,0.07,0.18,0.46,-1,0.0,-0.1,0,1,1,0,1,2870.9387500002304,23.92448958333525,5.051678488933911,0.0,0.22,2.3801143763366595,0.0,5.310885416666668,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0803,-0.3727,0.81,0.9,0.52,0.573,-0.053,0.67,0.48,2.1,0.4678,2022-12-07 10:29:00,2022-12-07 10:52:00
2022-12-07,NIFTY,PriceBreakEMADownward,SIG_2,1,-1,1670396040,1670398200,18587.9,18599.35,-11.45,0.0,Wednesday,1,SPOT,0,SHORT,18532.136300000002,18597.65,18597.65,18532.136300000002,18597.65,184.0,1,IS,18587.9,18599.35,1670396040,ABOVE_VA,7,18587.9,0.22,0.16,-0.08,-0.07,-0.12,-12.099999999998545,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0.3,0.11,0.59,1,0.83,0.75,0.07,0.18,0.46,-1,0.0,-0.1,0,1,1,0,1,7935.151250000102,66.12626041666752,8.398492589612655,0.17,-0.3,-4.579593008932622,3.4737212011971343,-19.661880119498008,11.312567797168557,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0805,-0.4058,0.88,0.96,0.51,0.5694,-0.0594,0.7,0.44,1.7622,0.4294,2022-12-07 12:24:00,2022-12-07 13:00:00
2022-12-07,NIFTY,PriceBreakEMADownward,SIG_3,1,-1,1670397240,1670398200,18571.5,18599.35,-27.85,0.0,Wednesday,1,SPOT,0,SHORT,18515.785499999998,18597.25,18597.25,18515.785499999998,18597.25,164.0,1,IS,18571.5,18599.35,1670397240,ABOVE_VA,7,18571.5,0.2,0.16,-0.09,-0.08,-0.12,-28.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0.3,0.11,0.59,1,0.83,0.75,0.07,0.18,0.46,-1,0.0,-0.1,0,1,1,0,1,7983.320000000098,66.52766666666749,8.423944708059599,0.17,-0.29,-4.532604710406359,3.4737212011971343,-19.26047386949804,11.312567797168557,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1364,-0.5816,0.79,0.9,0.48,0.5635,-0.0835,0.71,0.42,1.6293,0.3894,2022-12-07 12:44:00,2022-12-07 13:00:00
2022-12-07,NIFTY,HedgeEMADownward,SIG_1,1,1,1670398440,1670401200,18599.9,18583.55,-16.35,0.0,Wednesday,1,SPOT,0,LONG,18655.6997,18587.9,18587.9,18655.6997,18587.9,90.0,1,IS,18599.9,18583.55,1670398440,ABOVE_VA,8,18599.9,0.17,0.16,-0.04,-0.04,-0.05,-0.09999999999854481,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0.3,0.11,0.59,1,0.83,0.75,0.07,0.18,0.46,-1,0.0,-0.1,0,1,1,0,1,8753.28125000006,72.94401041666717,8.820824476455984,0.16,-0.25,-4.418552416889222,3.4737212011971343,-18.303380119497728,11.312567797168557,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.157,-0.6661,0.79,0.89,0.46,0.5513,-0.0913,0.72,0.39,1.4219,0.3401,2022-12-07 13:04:00,2022-12-07 13:50:00
2022-12-06,NIFTY,PriceBreakEMADownward,SIG_1,1,-1,1670304540,1670319060,18634.0,18648.95,-14.95,-0.0,Tuesday,1,SPOT,0,SHORT,18578.097999999998,18648.05,18648.05,18578.097999999998,18648.05,269.0,1,IS,18634.0,18648.95,1670304540,BELOW_VA,4,18634.0,1.0,-0.03,0.02,0.04,-0.04,34.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.75,0.07,0.18,-1,0.65,0.46,0.21,0.33,0.63,-1,0.0,-0.03,0,1,1,1,1,3411.403749999749,28.42836458333124,5.5066858353175245,0.0,0.14,2.069527589679539,0.0,4.015260416667001,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,-0.6002,0.86,0.94,0.36,0.4525,-0.0925,0.65,0.25,1.031,0.1494,2022-12-06 10:59:00,2022-12-06 15:01:00
2022-12-06,NIFTY,PriceBreakEMADownward,SIG_2,1,-1,1670315040,1670319060,18620.25,18648.95,-28.7,-0.0,Tuesday,1,SPOT,0,SHORT,18564.38925,18641.1,18641.1,18564.38925,18641.1,94.0,1,IS,18620.25,18648.95,1670315040,BELOW_VA,10,18620.25,1.0,-0.03,-0.02,0.0,-0.09,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.75,0.07,0.18,-1,0.65,0.46,0.21,0.33,0.63,-1,0.0,-0.03,0,1,1,1,1,6917.411249999888,57.64509374999907,7.841434817684772,0.33,0.06,1.8898639880231978,4.524003815696679,3.3483617749002614,19.18744736666073,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0472,-0.3779,0.94,0.99,0.41,0.4736,-0.0636,0.66,0.29,0.4619,-0.07,2022-12-06 13:54:00,2022-12-06 15:01:00
2022-12-06,NIFTY,HedgeEMADownward,SIG_1,1,1,1670319240,1670320680,18644.05,18643.95,-0.1,-0.0,Tuesday,1,SPOT,0,LONG,18699.982149999996,18620.25,18620.25,18699.982149999996,18620.25,24.0,1,TC,18644.05,18643.95,1670319240,BELOW_VA,12,18644.05,1.0,-0.03,-0.03,-0.02,-0.06,44.04999999999927,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.75,0.07,0.18,-1,0.65,0.46,0.21,0.33,0.63,-1,0.0,-0.03,0,1,1,1,1,8892.728749999993,74.1060729166666,8.890808612144214,0.45,0.06,2.1098166834589045,5.988849766339961,4.173118535438936,33.624676428553315,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0689,-0.4657,0.92,0.98,0.4,0.472,-0.072,0.68,0.27,0.6442,0.03,2022-12-06 15:04:00,2022-12-06 15:28:00
2022-12-05,NIFTY,PriceBreakEMADownward,SIG_1,1,-1,1670217840,1670218920,18622.6,18634.55,-11.95,-0.0,Monday,1,SPOT,0,SHORT,18566.7322,18633.75,18633.75,18566.7322,18633.75,274.0,1,IS,18622.6,18634.55,1670217840,ABOVE_VA,4,18622.6,1.0,-0.33,-0.14,-0.1,-0.25,22.599999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.46,0.21,0.33,-1,0.03,0.21,0.14,0.65,0.03,-1,-0.0014,-0.71,0,1,0,0,1,5314.251249999971,44.28542708333309,6.872975257404077,0.0,-0.7,-5.7430141137830555,0.0,-30.92082291666691,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0533,0.089,0.51,0.47,0.64,0.6289,0.0111,0.71,0.55,3.5315,0.6251,2022-12-05 10:54:00,2022-12-05 11:12:00
2022-12-05,NIFTY,HedgeEMADownward,SIG_1,1,1,1670219040,1670223240,18638.4,18700.75,62.35,-0.0,Monday,1,SPOT,0,LONG,18694.3152,18622.6,18622.6,18694.3152,18622.6,90.0,1,IT,18638.4,18700.75,1670219040,ABOVE_VA,4,18638.4,1.0,-0.33,-0.08,-0.06,-0.12,38.400000000001455,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.46,0.21,0.33,-1,0.03,0.21,0.14,0.65,0.03,-1,-0.0014,-0.71,0,1,0,0,1,5390.054999999908,44.91712499999924,6.921820569763361,0.0,-0.67,-5.684047853422841,0.0,-30.289125000000762,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0545,-0.206,0.49,0.6,0.56,0.5812,-0.0212,0.63,0.53,3.5842,0.547,2022-12-05 11:14:00,2022-12-05 12:24:00
2022-12-05,NIFTY,PriceBreakEMADownward,SIG_2,1,-1,1670221140,1670222520,18642.75,18657.4,-14.65,-0.0,Monday,1,SPOT,0,SHORT,18586.82175,18654.5,18654.5,18586.82175,18654.5,219.0,1,IS,18642.75,18657.4,1670221140,ABOVE_VA,6,18642.75,1.0,-0.33,-0.03,-0.02,-0.09,42.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.46,0.21,0.33,-1,0.03,0.21,0.14,0.65,0.03,-1,-0.0014,-0.71,0,1,0,0,1,6406.4512499999555,53.38709374999963,7.546272810688263,0.0,-0.41,-4.824289239532292,0.0,-21.819156250000372,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0705,-0.2925,0.66,0.76,0.56,0.5914,-0.0314,0.68,0.51,2.7845,0.5313,2022-12-05 11:49:00,2022-12-05 12:12:00
