Time,index,Close,Inflex,FPInflex,FPLCount,FPHCount,FPL In Range,FPH In Range,Lowest FPL,Highest FPH,FPTrend,SPTrend,TPInflex,TPLCount,TPHCount,TPL In Range,TPH In Range,Lowest TPL,Highest TPH,Local Min,Local Max,SPExt,Local Fourth Min,Local Fourth Max,FourthExt
1655091900,0,15834.5,LH,FPH,0.0,1.0,0.0,1.0,0.0,15834.5,,,SPH,0.0,0.0,0.0,0.0,0.0,0.0,,15834.5,SPH,15822.8,0.0,
1655091960,1,15822.8,LL,FPL,1.0,1.0,1.0,0.0,15822.8,15834.5,,,TPL,1.0,0.0,1.0,0.0,15822.8,0.0,15822.8,15834.5,SPL,15822.8,0.0,FRPL
1655092020,2,15835.1,LH,FPH,1.0,2.0,0.0,1.0,15822.8,15835.1,,,TPH,1.0,1.0,0.0,1.0,15822.8,15835.1,15822.8,15835.1,SPH,15822.8,15835.1,FRPH
1655092080,3,15814.65,LL,FPL,2.0,2.0,1.0,0.0,15814.65,15835.1,,,,1.0,1.0,0.0,1.0,15822.8,15835.1,15814.65,15835.1,SPL,15752.8,15835.1,
1655092140,4,15817.4,,,2.0,2.0,1.0,0.0,15814.65,15835.1,,,,1.0,1.0,0.0,1.0,15822.8,15835.1,15814.65,15836.3,,15752.8,15835.1,
1655092200,5,15832.05,,,2.0,2.0,1.0,0.0,15814.65,15835.1,,,,1.0,1.0,0.0,1.0,15822.8,15835.1,15814.65,15836.3,,15752.8,15835.1,
1655092260,6,15835.25,,,2.0,2.0,1.0,0.0,15814.65,15835.1,,,,1.0,1.0,0.0,1.0,15822.8,15835.1,15814.65,15836.3,,15752.8,15835.1,
1655092320,7,15836.3,LH,FPH,2.0,3.0,0.0,1.0,15814.65,15836.3,,,,1.0,1.0,0.0,1.0,15822.8,15835.1,15814.65,15836.3,SPH,15752.8,15835.1,
1655092380,8,15812.85,,,2.0,3.0,0.0,1.0,15814.65,15836.3,,,,1.0,1.0,0.0,1.0,15822.8,15835.1,15783.2,15836.3,,15752.8,15835.1,
1655092440,9,15805.45,,,2.0,3.0,0.0,1.0,15814.65,15836.3,,,,1.0,1.0,0.0,1.0,15822.8,15835.1,15783.2,15836.3,,15752.8,15835.1,
1655092500,10,15798.45,,,2.0,3.0,0.0,1.0,15814.65,15836.3,,,,1.0,1.0,0.0,1.0,15822.8,15835.1,15783.2,15836.3,,15752.8,15835.1,
1655092560,11,15791.7,,,2.0,3.0,0.0,1.0,15814.65,15836.3,,,,1.0,1.0,0.0,1.0,15822.8,15835.1,15783.2,15836.3,,15752.8,15835.1,
1655092620,12,15783.2,LL,FPL,3.0,3.0,1.0,0.0,15783.2,15836.3,,,TPL,2.0,1.0,1.0,0.0,15783.2,15835.1,15783.2,15836.3,SPL,15752.8,15835.1,
1655092680,13,15798.05,LH,FPH,3.0,4.0,0.0,1.0,15783.2,15798.05,,,,2.0,1.0,1.0,0.0,15783.2,15835.1,15783.2,15798.05,SPH,15752.8,15835.1,
1655092740,14,15791.7,,,3.0,4.0,0.0,1.0,15783.2,15798.05,,,,2.0,1.0,1.0,0.0,15783.2,15835.1,15784.9,15798.05,,15752.8,15835.1,
1655092800,15,15784.9,LL,FPL,4.0,4.0,1.0,0.0,15784.9,15798.05,,,TPL,3.0,1.0,2.0,0.0,15783.2,15835.1,15784.9,15798.05,SPL,15752.8,15835.1,
1655092860,16,15791.2,,,4.0,4.0,1.0,0.0,15784.9,15798.05,,,,3.0,1.0,2.0,0.0,15783.2,15835.1,15784.9,15797.2,,15752.8,15835.1,
1655092920,17,15797.2,LH,FPH,4.0,5.0,0.0,1.0,15784.9,15797.2,,,,3.0,1.0,2.0,0.0,15783.2,15835.1,15784.9,15797.2,SPH,15752.8,15835.1,
1655092980,18,15785.9,,,4.0,5.0,0.0,1.0,15784.9,15797.2,,,,3.0,1.0,2.0,0.0,15783.2,15835.1,15784.35,15797.2,,15752.8,15835.1,
1655093040,19,15784.35,LL,FPL,5.0,5.0,1.0,0.0,15784.35,15797.2,,,TPL,4.0,1.0,3.0,0.0,15783.2,15835.1,15784.35,15797.2,SPL,15752.8,15835.1,
1655093100,20,15790.4,,,5.0,5.0,1.0,0.0,15784.35,15797.2,,,,4.0,1.0,3.0,0.0,15783.2,15835.1,15784.35,15793.95,,15752.8,15835.1,
1655093160,21,15793.95,LH,FPH,5.0,6.0,0.0,1.0,15784.35,15793.95,,,,4.0,1.0,3.0,0.0,15783.2,15835.1,15784.35,15793.95,SPH,15752.8,15835.1,
1655093220,22,15787.25,,,5.0,6.0,0.0,1.0,15784.35,15793.95,,,,4.0,1.0,3.0,0.0,15783.2,15835.1,15771.4,15793.95,,15752.8,15835.1,
1655093280,23,15787.0,,,5.0,6.0,0.0,1.0,15784.35,15793.95,,,,4.0,1.0,3.0,0.0,15783.2,15835.1,15771.4,15793.95,,15752.8,15835.1,
1655093340,24,15785.1,,,5.0,6.0,0.0,1.0,15784.35,15793.95,,,,4.0,1.0,3.0,0.0,15783.2,15835.1,15771.4,15793.95,,15752.8,15835.1,
1655093400,25,15771.4,LL,FPL,6.0,6.0,1.0,0.0,15771.4,15793.95,,,TPL,5.0,1.0,4.0,0.0,15771.4,15835.1,15771.4,15793.95,SPL,15752.8,15835.1,
1655093460,26,15784.75,,,6.0,6.0,1.0,0.0,15771.4,15793.95,,,,5.0,1.0,4.0,0.0,15771.4,15835.1,15771.4,15787.55,,15752.8,15835.1,
1655093520,27,15787.55,LH,FPH,6.0,7.0,0.0,1.0,15771.4,15787.55,,,,5.0,1.0,4.0,0.0,15771.4,15835.1,15771.4,15787.55,SPH,15752.8,15835.1,
1655093580,28,15779.85,LL,,6.0,7.0,0.0,1.0,15771.4,15787.55,,,,5.0,1.0,4.0,0.0,15771.4,15835.1,15772.1,15787.55,,15752.8,15835.1,
1655093640,29,15779.85,,,6.0,7.0,0.0,1.0,15771.4,15787.55,,,,5.0,1.0,4.0,0.0,15771.4,15835.1,15772.1,15787.55,,15752.8,15835.1,
1655093700,30,15772.1,LL,FPL,7.0,7.0,1.0,0.0,15772.1,15787.55,,,TPL,6.0,1.0,5.0,0.0,15771.4,15835.1,15772.1,15787.55,SPL,15752.8,15835.1,
1655093760,31,15779.75,,,7.0,7.0,1.0,0.0,15772.1,15787.55,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15772.1,15798.6,,15752.8,15835.1,
1655093820,32,15782.15,LH,FPH,7.0,8.0,0.0,1.0,15772.1,15782.15,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15772.1,15798.6,,15752.8,15835.1,
1655093880,33,15781.65,LL,,7.0,8.0,0.0,1.0,15772.1,15782.15,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15772.1,15798.6,,15752.8,15835.1,
1655093940,34,15785.35,,,7.0,8.0,0.0,1.0,15772.1,15782.15,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15772.1,15798.6,,15752.8,15835.1,
1655094000,35,15797.6,LH,FPH,7.0,9.0,0.0,2.0,15772.1,15797.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15772.1,15798.6,,15752.8,15835.1,
1655094060,36,15797.6,,,7.0,9.0,0.0,2.0,15772.1,15797.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15772.1,15798.6,,15752.8,15835.1,
1655094120,37,15794.4,LL,,7.0,9.0,0.0,2.0,15772.1,15797.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15772.1,15798.6,,15752.8,15835.1,
1655094180,38,15796.5,,,7.0,9.0,0.0,2.0,15772.1,15797.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15772.1,15798.6,,15752.8,15835.1,
1655094240,39,15798.6,LH,FPH,7.0,10.0,0.0,3.0,15772.1,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15772.1,15798.6,SPH,15752.8,15835.1,
1655094300,40,15790.35,,,7.0,10.0,0.0,3.0,15772.1,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094360,41,15789.05,LL,FPL,8.0,10.0,1.0,0.0,15789.05,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094420,42,15791.85,,,8.0,10.0,1.0,0.0,15789.05,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094480,43,15795.5,,,8.0,10.0,1.0,0.0,15789.05,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094540,44,15795.95,LH,,8.0,10.0,1.0,0.0,15789.05,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094600,45,15787.65,LL,FPL,9.0,10.0,2.0,0.0,15787.65,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094660,46,15791.0,LH,,9.0,10.0,2.0,0.0,15787.65,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094720,47,15785.3,,,9.0,10.0,2.0,0.0,15787.65,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094780,48,15781.25,,,9.0,10.0,2.0,0.0,15787.65,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094840,49,15777.95,,,9.0,10.0,2.0,0.0,15787.65,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094900,50,15775.7,,,9.0,10.0,2.0,0.0,15787.65,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655094960,51,15769.45,,,9.0,10.0,2.0,0.0,15787.65,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655095020,52,15764.45,,,9.0,10.0,2.0,0.0,15787.65,15798.6,,,,6.0,1.0,5.0,0.0,15771.4,15835.1,15763.45,15798.6,,15752.8,15835.1,
1655095080,53,15763.45,LL,FPL,10.0,10.0,3.0,0.0,15763.45,15798.6,,,TPL,7.0,1.0,6.0,0.0,15763.45,15835.1,15763.45,15798.6,SPL,15752.8,15835.1,
1655095140,54,15772.1,,,10.0,10.0,3.0,0.0,15763.45,15798.6,,,,7.0,1.0,6.0,0.0,15763.45,15835.1,15763.45,15777.65,,15752.8,15835.1,
1655095200,55,15772.55,,,10.0,10.0,3.0,0.0,15763.45,15798.6,,,,7.0,1.0,6.0,0.0,15763.45,15835.1,15763.45,15777.65,,15752.8,15835.1,
1655095260,56,15775.95,LH,FPH,10.0,11.0,0.0,1.0,15763.45,15775.95,,,,7.0,1.0,6.0,0.0,15763.45,15835.1,15763.45,15777.65,,15752.8,15835.1,
1655095320,57,15773.75,,,10.0,11.0,0.0,1.0,15763.45,15775.95,,,,7.0,1.0,6.0,0.0,15763.45,15835.1,15763.45,15777.65,,15752.8,15835.1,
1655095380,58,15772.3,LL,,10.0,11.0,0.0,1.0,15763.45,15775.95,,,,7.0,1.0,6.0,0.0,15763.45,15835.1,15763.45,15777.65,,15752.8,15835.1,
1655095440,59,15777.65,LH,FPH,10.0,12.0,0.0,2.0,15763.45,15777.65,,,,7.0,1.0,6.0,0.0,15763.45,15835.1,15763.45,15777.65,SPH,15752.8,15835.1,
1655095500,60,15768.5,,,10.0,12.0,0.0,2.0,15763.45,15777.65,,,,7.0,1.0,6.0,0.0,15763.45,15835.1,15752.8,15777.65,,15752.8,15835.1,
1655095560,61,15761.55,,,10.0,12.0,0.0,2.0,15763.45,15777.65,,,,7.0,1.0,6.0,0.0,15763.45,15835.1,15752.8,15777.65,,15752.8,15835.1,
1655095620,62,15758.1,,,10.0,12.0,0.0,2.0,15763.45,15777.65,,,,7.0,1.0,6.0,0.0,15763.45,15835.1,15752.8,15777.65,,15752.8,15835.1,
1655095680,63,15752.8,LL,FPL,11.0,12.0,1.0,0.0,15752.8,15777.65,,,TPL,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15777.65,SPL,15752.8,15835.1,FRPL
1655095740,64,15753.0,,,11.0,12.0,1.0,0.0,15752.8,15777.65,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655095800,65,15758.55,,,11.0,12.0,1.0,0.0,15752.8,15777.65,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655095860,66,15760.7,LH,FPH,11.0,13.0,0.0,1.0,15752.8,15760.7,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655095920,67,15755.65,LL,,11.0,13.0,0.0,1.0,15752.8,15760.7,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655095980,68,15757.5,,,11.0,13.0,0.0,1.0,15752.8,15760.7,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096040,69,15757.8,,,11.0,13.0,0.0,1.0,15752.8,15760.7,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096100,70,15759.4,,,11.0,13.0,0.0,1.0,15752.8,15760.7,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096160,71,15766.1,,,11.0,13.0,0.0,1.0,15752.8,15760.7,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096220,72,15768.55,LH,FPH,11.0,14.0,0.0,2.0,15752.8,15768.55,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096280,73,15767.25,LL,,11.0,14.0,0.0,2.0,15752.8,15768.55,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096340,74,15773.9,LH,FPH,11.0,15.0,0.0,3.0,15752.8,15773.9,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096400,75,15771.0,LL,,11.0,15.0,0.0,3.0,15752.8,15773.9,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096460,76,15777.9,LH,FPH,11.0,16.0,0.0,4.0,15752.8,15777.9,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096520,77,15775.95,LL,,11.0,16.0,0.0,4.0,15752.8,15777.9,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096580,78,15777.2,,,11.0,16.0,0.0,4.0,15752.8,15777.9,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096640,79,15788.8,LH,FPH,11.0,17.0,0.0,5.0,15752.8,15788.8,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096700,80,15782.2,LL,,11.0,17.0,0.0,5.0,15752.8,15788.8,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096760,81,15786.9,,,11.0,17.0,0.0,5.0,15752.8,15788.8,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096820,82,15789.1,LH,FPH,11.0,18.0,0.0,6.0,15752.8,15789.1,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096880,83,15788.75,,,11.0,18.0,0.0,6.0,15752.8,15789.1,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655096940,84,15788.7,LL,,11.0,18.0,0.0,6.0,15752.8,15789.1,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655097000,85,15791.0,,,11.0,18.0,0.0,6.0,15752.8,15789.1,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655097060,86,15796.7,,,11.0,18.0,0.0,6.0,15752.8,15789.1,,,,8.0,1.0,7.0,0.0,15752.8,15835.1,15752.8,15798.8,,15752.8,15818.7,
1655097120,87,15798.8,LH,FPH,11.0,19.0,0.0,7.0,15752.8,15798.8,,,TPH,8.0,2.0,0.0,1.0,15752.8,15798.8,15752.8,15798.8,SPH,15752.8,15818.7,
1655097180,88,15796.15,,,11.0,19.0,0.0,7.0,15752.8,15798.8,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15798.8,,15752.8,15818.7,
1655097240,89,15786.95,,,11.0,19.0,0.0,7.0,15752.8,15798.8,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15798.8,,15752.8,15818.7,
1655097300,90,15785.6,,,11.0,19.0,0.0,7.0,15752.8,15798.8,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15798.8,,15752.8,15818.7,
1655097360,91,15782.55,LL,FPL,12.0,19.0,1.0,0.0,15782.55,15798.8,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15798.8,,15752.8,15818.7,
1655097420,92,15783.1,LH,,12.0,19.0,1.0,0.0,15782.55,15798.8,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15798.8,,15752.8,15818.7,
1655097480,93,15780.7,,,12.0,19.0,1.0,0.0,15782.55,15798.8,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15798.8,,15752.8,15818.7,
1655097540,94,15779.4,LL,FPL,13.0,19.0,2.0,0.0,15779.4,15798.8,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15798.8,SPL,15752.8,15818.7,
1655097600,95,15781.8,,,13.0,19.0,2.0,0.0,15779.4,15798.8,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15803.45,,15752.8,15818.7,
1655097660,96,15791.4,,,13.0,19.0,2.0,0.0,15779.4,15798.8,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15803.45,,15752.8,15818.7,
1655097720,97,15792.45,LH,FPH,13.0,20.0,0.0,1.0,15779.4,15792.45,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15803.45,,15752.8,15818.7,
1655097780,98,15787.9,LL,,13.0,20.0,0.0,1.0,15779.4,15792.45,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15803.45,,15752.8,15818.7,
1655097840,99,15796.4,,,13.0,20.0,0.0,1.0,15779.4,15792.45,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15803.45,,15752.8,15818.7,
1655097900,100,15797.2,LH,FPH,13.0,21.0,0.0,2.0,15779.4,15797.2,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15803.45,,15752.8,15818.7,
1655097960,101,15793.9,,,13.0,21.0,0.0,2.0,15779.4,15797.2,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15803.45,,15752.8,15818.7,
1655098020,102,15791.05,LL,,13.0,21.0,0.0,2.0,15779.4,15797.2,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15803.45,,15752.8,15818.7,
1655098080,103,15794.65,,,13.0,21.0,0.0,2.0,15779.4,15797.2,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15803.45,,15752.8,15818.7,
1655098140,104,15796.3,,,13.0,21.0,0.0,2.0,15779.4,15797.2,,,,8.0,2.0,0.0,1.0,15752.8,15798.8,15779.4,15803.45,,15752.8,15818.7,
1655098200,105,15803.45,LH,FPH,13.0,22.0,0.0,3.0,15779.4,15803.45,,,TPH,8.0,3.0,0.0,2.0,15752.8,15803.45,15779.4,15803.45,SPH,15752.8,15818.7,
1655098260,106,15796.95,,,13.0,22.0,0.0,3.0,15779.4,15803.45,,,,8.0,3.0,0.0,2.0,15752.8,15803.45,15791.05,15803.45,,15752.8,15818.7,
1655098320,107,15791.05,LL,FPL,14.0,22.0,1.0,0.0,15791.05,15803.45,,,,8.0,3.0,0.0,2.0,15752.8,15803.45,15791.05,15803.45,SPL,15752.8,15818.7,
1655098380,108,15796.25,,,14.0,22.0,1.0,0.0,15791.05,15803.45,,,,8.0,3.0,0.0,2.0,15752.8,15803.45,15791.05,15811.9,,15752.8,15818.7,
1655098440,109,15805.1,,,14.0,22.0,1.0,0.0,15791.05,15803.45,,,,8.0,3.0,0.0,2.0,15752.8,15803.45,15791.05,15811.9,,15752.8,15818.7,
1655098500,110,15811.9,LH,FPH,14.0,23.0,0.0,1.0,15791.05,15811.9,,,TPH,8.0,4.0,0.0,3.0,15752.8,15811.9,15791.05,15811.9,SPH,15752.8,15818.7,
1655098560,111,15808.25,,,14.0,23.0,0.0,1.0,15791.05,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15791.05,15811.9,,15752.8,15818.7,
1655098620,112,15806.85,,,14.0,23.0,0.0,1.0,15791.05,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15791.05,15811.9,,15752.8,15818.7,
1655098680,113,15806.7,LL,,14.0,23.0,0.0,1.0,15791.05,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15791.05,15811.9,,15752.8,15818.7,
1655098740,114,15807.45,LH,FPH,14.0,24.0,0.0,2.0,15791.05,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15791.05,15811.9,,15752.8,15818.7,
1655098800,115,15804.25,,,14.0,24.0,0.0,2.0,15791.05,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,,15752.8,15818.7,
1655098860,116,15802.9,LL,FPL,15.0,24.0,1.0,0.0,15802.9,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,,15752.8,15818.7,
1655098920,117,15805.8,,,15.0,24.0,1.0,0.0,15802.9,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,,15752.8,15818.7,
1655098980,118,15806.9,LH,,15.0,24.0,1.0,0.0,15802.9,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,,15752.8,15818.7,
1655099040,119,15806.4,LL,,15.0,24.0,1.0,0.0,15802.9,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,,15752.8,15818.7,
1655099100,120,15809.6,,,15.0,24.0,1.0,0.0,15802.9,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,,15752.8,15818.7,
1655099160,121,15809.9,LH,,15.0,24.0,1.0,0.0,15802.9,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,,15752.8,15818.7,
1655099220,122,15808.85,,,15.0,24.0,1.0,0.0,15802.9,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,,15752.8,15818.7,
1655099280,123,15806.75,,,15.0,24.0,1.0,0.0,15802.9,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,,15752.8,15818.7,
1655099340,124,15805.3,,,15.0,24.0,1.0,0.0,15802.9,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,,15752.8,15818.7,
1655099400,125,15801.45,LL,FPL,16.0,24.0,2.0,0.0,15801.45,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15811.9,SPL,15752.8,15818.7,
1655099460,126,15811.55,,,16.0,24.0,2.0,0.0,15801.45,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15818.7,,15752.8,15818.7,
1655099520,127,15812.75,,,16.0,24.0,2.0,0.0,15801.45,15811.9,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15818.7,,15752.8,15818.7,
1655099580,128,15814.95,LH,FPH,16.0,25.0,0.0,1.0,15801.45,15814.95,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15818.7,,15752.8,15818.7,
1655099640,129,15814.3,LL,,16.0,25.0,0.0,1.0,15801.45,15814.95,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15818.7,,15752.8,15818.7,
1655099700,130,15816.25,,,16.0,25.0,0.0,1.0,15801.45,15814.95,,,,8.0,4.0,0.0,3.0,15752.8,15811.9,15801.45,15818.7,,15752.8,15818.7,
1655099760,131,15818.7,LH,FPH,16.0,26.0,0.0,2.0,15801.45,15818.7,,,TPH,8.0,5.0,0.0,4.0,15752.8,15818.7,15801.45,15818.7,SPH,15752.8,15818.7,FRPH
1655099820,132,15817.15,,,16.0,26.0,0.0,2.0,15801.45,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655099880,133,15813.75,,,16.0,26.0,0.0,2.0,15801.45,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655099940,134,15811.35,,,16.0,26.0,0.0,2.0,15801.45,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100000,135,15810.2,,,16.0,26.0,0.0,2.0,15801.45,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100060,136,15808.35,LL,FPL,17.0,26.0,1.0,0.0,15808.35,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100120,137,15812.15,LH,,17.0,26.0,1.0,0.0,15808.35,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100180,138,15803.9,,,17.0,26.0,1.0,0.0,15808.35,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100240,139,15795.45,,,17.0,26.0,1.0,0.0,15808.35,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100300,140,15788.35,LL,FPL,18.0,26.0,2.0,0.0,15788.35,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100360,141,15793.4,LH,,18.0,26.0,2.0,0.0,15788.35,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100420,142,15791.55,,,18.0,26.0,2.0,0.0,15788.35,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100480,143,15789.6,,,18.0,26.0,2.0,0.0,15788.35,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100540,144,15785.5,LL,FPL,19.0,26.0,3.0,0.0,15785.5,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100600,145,15790.75,LH,,19.0,26.0,3.0,0.0,15785.5,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
1655100660,146,15787.6,,,19.0,26.0,3.0,0.0,15785.5,15818.7,,,,8.0,5.0,0.0,4.0,15752.8,15818.7,15784.0,15818.7,,15689.15,15818.7,
