Time,index,Close,Inflex,FPInflex,FPLCount,FPHCount,FPL In Range,FPH In Range,Lowest FPL,Highest FPH,FPTrend,SPTrend,TPInflex,TPLCount,TPHCount,TPL In Range,TPH In Range,Lowest TPL,Highest TPH,Local Min,Local Max,SPExt,Local Fourth Min,Local Fourth Max,FourthExt
1655110560,311,15703.8,,,47.0,50.0,1.0,0.0,15689.6,15701.1,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655110620,312,15706.5,,,47.0,50.0,1.0,0.0,15689.6,15701.1,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655110680,313,15709.8,LH,FPH,47.0,51.0,0.0,1.0,15689.6,15709.8,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655110740,314,15707.25,LL,,47.0,51.0,0.0,1.0,15689.6,15709.8,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655110800,315,15714.5,,,47.0,51.0,0.0,1.0,15689.6,15709.8,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655110860,316,15729.7,,,47.0,51.0,0.0,1.0,15689.6,15709.8,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655110920,317,15732.65,LH,FPH,47.0,52.0,0.0,2.0,15689.6,15732.65,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655110980,318,15731.2,LL,,47.0,52.0,0.0,2.0,15689.6,15732.65,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655111040,319,15743.05,,,47.0,52.0,0.0,2.0,15689.6,15732.65,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655111100,320,15747.2,,,47.0,52.0,0.0,2.0,15689.6,15732.65,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655111160,321,15749.75,,,47.0,52.0,0.0,2.0,15689.6,15732.65,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655111220,322,15762.3,LH,FPH,47.0,53.0,0.0,3.0,15689.6,15762.3,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655111280,323,15757.1,LL,,47.0,53.0,0.0,3.0,15689.6,15762.3,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655111340,324,15760.85,LH,FPH,47.0,54.0,0.0,4.0,15689.6,15762.3,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655111400,325,15756.1,LL,,47.0,54.0,0.0,4.0,15689.6,15762.3,,,,22.0,5.0,14.0,0.0,15689.15,15818.7,15689.6,15765.1,,15689.15,0.0,
1655111460,326,15765.1,LH,FPH,47.0,55.0,0.0,5.0,15689.6,15765.1,,,TPH,22.0,6.0,0.0,1.0,15689.15,15765.1,15689.6,15765.1,SPH,15689.15,0.0,
1655111520,327,15761.55,LL,,47.0,55.0,0.0,5.0,15689.6,15765.1,,,,22.0,6.0,0.0,1.0,15689.15,15765.1,15689.6,15765.1,,15689.15,0.0,
1655111580,328,15762.05,LH,FPH,47.0,56.0,0.0,6.0,15689.6,15765.1,,,,22.0,6.0,0.0,1.0,15689.15,15765.1,15689.6,15765.1,,15689.15,0.0,
1655111640,329,15753.75,,,47.0,56.0,0.0,6.0,15689.6,15765.1,,,,22.0,6.0,0.0,1.0,15689.15,15765.1,15738.05,15765.1,,15689.15,0.0,
1655111700,330,15748.85,,,47.0,56.0,0.0,6.0,15689.6,15765.1,,,,22.0,6.0,0.0,1.0,15689.15,15765.1,15738.05,15765.1,,15689.15,0.0,
1655111760,331,15744.5,,,47.0,56.0,0.0,6.0,15689.6,15765.1,,,,22.0,6.0,0.0,1.0,15689.15,15765.1,15738.05,15765.1,,15689.15,0.0,
1655111820,332,15742.75,,,47.0,56.0,0.0,6.0,15689.6,15765.1,,,,22.0,6.0,0.0,1.0,15689.15,15765.1,15738.05,15765.1,,15689.15,0.0,
1655111880,333,15738.05,LL,FPL,48.0,56.0,1.0,0.0,15738.05,15765.1,,,,22.0,6.0,0.0,1.0,15689.15,15765.1,15738.05,15765.1,SPL,15689.15,0.0,
1655111940,334,15746.8,,,48.0,56.0,1.0,0.0,15738.05,15765.1,,,,22.0,6.0,0.0,1.0,15689.15,15765.1,15738.05,15770.65,,15689.15,0.0,
1655112000,335,15769.6,,,48.0,56.0,1.0,0.0,15738.05,15765.1,,,,22.0,6.0,0.0,1.0,15689.15,15765.1,15738.05,15770.65,,15689.15,0.0,
1655112060,336,15770.65,LH,FPH,48.0,57.0,0.0,1.0,15738.05,15770.65,,,TPH,22.0,7.0,0.0,2.0,15689.15,15770.65,15738.05,15770.65,SPH,15689.15,0.0,
1655112120,337,15767.7,,,48.0,57.0,0.0,1.0,15738.05,15770.65,,,,22.0,7.0,0.0,2.0,15689.15,15770.65,15744.7,15770.65,,15689.15,0.0,
1655112180,338,15760.55,,,48.0,57.0,0.0,1.0,15738.05,15770.65,,,,22.0,7.0,0.0,2.0,15689.15,15770.65,15744.7,15770.65,,15689.15,0.0,
1655112240,339,15757.15,LL,FPL,49.0,57.0,1.0,0.0,15757.15,15770.65,,,,22.0,7.0,0.0,2.0,15689.15,15770.65,15744.7,15770.65,,15689.15,0.0,
1655112300,340,15759.25,LH,,49.0,57.0,1.0,0.0,15757.15,15770.65,,,,22.0,7.0,0.0,2.0,15689.15,15770.65,15744.7,15770.65,,15689.15,0.0,
1655112360,341,15752.1,,,49.0,57.0,1.0,0.0,15757.15,15770.65,,,,22.0,7.0,0.0,2.0,15689.15,15770.65,15744.7,15770.65,,15689.15,0.0,
1655112420,342,15744.7,LL,FPL,50.0,57.0,2.0,0.0,15744.7,15770.65,,,,22.0,7.0,0.0,2.0,15689.15,15770.65,15744.7,15770.65,SPL,15689.15,0.0,
1655112480,343,15753.65,,,50.0,57.0,2.0,0.0,15744.7,15770.65,,,,22.0,7.0,0.0,2.0,15689.15,15770.65,15744.7,15759.1,,15689.15,0.0,
1655112540,344,15758.85,,,50.0,57.0,2.0,0.0,15744.7,15770.65,,,,22.0,7.0,0.0,2.0,15689.15,15770.65,15744.7,15759.1,,15689.15,0.0,
1655112600,345,15759.1,LH,FPH,50.0,58.0,0.0,1.0,15744.7,15759.1,,,TPH,22.0,8.0,0.0,3.0,15689.15,15770.65,15744.7,15759.1,SPH,15689.15,0.0,
1655112660,346,15750.8,,,50.0,58.0,0.0,1.0,15744.7,15759.1,,,,22.0,8.0,0.0,3.0,15689.15,15770.65,15741.3,15759.1,,15689.15,0.0,
1655112720,347,15741.3,LL,FPL,51.0,58.0,1.0,0.0,15741.3,15759.1,,,,22.0,8.0,0.0,3.0,15689.15,15770.65,15741.3,15759.1,SPL,15689.15,0.0,
1655112780,348,15751.4,,,51.0,58.0,1.0,0.0,15741.3,15759.1,,,,22.0,8.0,0.0,3.0,15689.15,15770.65,15741.3,15767.5,,15689.15,0.0,
1655112840,349,15759.15,LH,FPH,51.0,59.0,0.0,1.0,15741.3,15759.15,,,,22.0,8.0,0.0,3.0,15689.15,15770.65,15741.3,15767.5,,15689.15,0.0,
1655112900,350,15752.25,LL,,51.0,59.0,0.0,1.0,15741.3,15759.15,,,,22.0,8.0,0.0,3.0,15689.15,15770.65,15741.3,15767.5,,15689.15,0.0,
1655112960,351,15752.7,,,51.0,59.0,0.0,1.0,15741.3,15759.15,,,,22.0,8.0,0.0,3.0,15689.15,15770.65,15741.3,15767.5,,15689.15,0.0,
1655113020,352,15755.4,,,51.0,59.0,0.0,1.0,15741.3,15759.15,,,,22.0,8.0,0.0,3.0,15689.15,15770.65,15741.3,15767.5,,15689.15,0.0,
1655113080,353,15758.25,LH,FPH,51.0,60.0,0.0,2.0,15741.3,15759.15,,,,22.0,8.0,0.0,3.0,15689.15,15770.65,15741.3,15767.5,,15689.15,0.0,
1655113140,354,15756.9,LL,,51.0,60.0,0.0,2.0,15741.3,15759.15,,,,22.0,8.0,0.0,3.0,15689.15,15770.65,15741.3,15767.5,,15689.15,0.0,
1655113200,355,15762.25,,,51.0,60.0,0.0,2.0,15741.3,15759.15,,,,22.0,8.0,0.0,3.0,15689.15,15770.65,15741.3,15767.5,,15689.15,0.0,
1655113260,356,15767.5,LH,FPH,51.0,61.0,0.0,3.0,15741.3,15767.5,,,TPH,22.0,9.0,0.0,4.0,15689.15,15770.65,15741.3,15767.5,SPH,15689.15,0.0,FRPH
1655113320,357,15759.2,LL,FPL,52.0,61.0,1.0,0.0,15759.2,15767.5,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,15767.5,SPL,0.0,0.0,
1655113380,358,15764.7,,,52.0,61.0,1.0,0.0,15759.2,15767.5,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655113440,359,15767.85,,,52.0,61.0,1.0,0.0,15759.2,15767.5,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655113500,360,15775.5,LH,FPH,52.0,62.0,0.0,1.0,15759.2,15775.5,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655113560,361,15774.9,LL,,52.0,62.0,0.0,1.0,15759.2,15775.5,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655113620,362,15781.1,LH,FPH,52.0,63.0,0.0,2.0,15759.2,15781.1,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655113680,363,15779.55,LL,,52.0,63.0,0.0,2.0,15759.2,15781.1,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655113740,364,15785.0,,,52.0,63.0,0.0,2.0,15759.2,15781.1,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655113800,365,15788.9,LH,FPH,52.0,64.0,0.0,3.0,15759.2,15788.9,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655113860,366,15788.45,LL,,52.0,64.0,0.0,3.0,15759.2,15788.9,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655113920,367,15793.55,,,52.0,64.0,0.0,3.0,15759.2,15788.9,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655113980,368,15795.3,,,52.0,64.0,0.0,3.0,15759.2,15788.9,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655114040,369,15796.0,LH,FPH,52.0,65.0,0.0,4.0,15759.2,15796.0,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655114100,370,15793.45,LL,,52.0,65.0,0.0,4.0,15759.2,15796.0,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655114160,371,15794.7,,,52.0,65.0,0.0,4.0,15759.2,15796.0,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655114220,372,15799.8,,,52.0,65.0,0.0,4.0,15759.2,15796.0,,,,22.0,9.0,0.0,4.0,15689.15,15770.65,15759.2,0.0,,0.0,0.0,
1655114280,373,15801.2,LH,FPH,52.0,66.0,0.0,5.0,15759.2,15801.2,,,,,,,,,,15759.2,0.0,SPH,0.0,0.0,
1655114340,374,15800.95,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,
