day,symbol,strategy,signal_id,trigger,side,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,instrument,target,stop_loss,duration,quantity,exit_type,neck_point,trigger_time,closed,pattern_height,open_type,tpo,spot,candles_in_range,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,quad,lin,quad_r2,lin_r2,market_auc,trend_auc,auc_del,mu_0,mu_n,exp_b,exp_c,lc_dist_frm_level,lc_resistance_ind,lc_support_ind,lc_y_high,lc_y_low,lc_y_va_h_p,lc_y_va_l_p,lc_y_poc_price,lc_t_2_high,lc_t_2_low,lc_t_2_va_h_p,lc_t_2_va_l_p,lc_t_2_poc_price,lc_w_high,lc_w_low,lc_w_Pivot,lc_w_R1,lc_w_S1,lc_w_R2,lc_w_S2,lc_w_R3,lc_w_S3,lc_w_R4,lc_w_S4,d_y_high,d_y_low,d_y_poc_price,d_y_va_h_p,d_y_va_l_p,d_t_2_high,d_t_2_low,d_t_2_poc_price,d_t_2_va_h_p,d_t_2_va_l_p,d2_cd_support_pressure,d2_cd_resistance_pressure,d2_cd_new_business_pressure,d2_cd_type,d2_cd_retest_fract,d2_ad_support_pressure,d2_ad_resistance_pressure,d2_ad_new_business_pressure,d2_ad_retest_fract,d2_ad_type,d2_gap,d2_cd_close_rat,d2_ad_high,d2_ad_low,d2_ad_poc_price,d2_ad_va_h_p,d2_ad_va_l_p,total_energy,total_energy_pyr,total_energy_ht,static_ratio,dynamic_ratio,d_en_ht,s_en_ht,d_en_pyr,s_en_pyr,pattern_time,pattern_price,strength,strike,kind,money_ness,pat_y_high,pat_y_low,pat_y_va_h_p,pat_y_va_l_p,pat_y_poc_price,pat_t_2_high,pat_t_2_low,pat_t_2_va_h_p,pat_t_2_va_l_p,pat_t_2_poc_price,pat_w_high,pat_w_low,pat_w_Pivot,pat_w_R1,pat_w_S1,pat_w_R2,pat_w_S2,pat_w_R3,pat_w_S3,pat_w_R4,pat_w_S4,entry_time_read
2022-09-28,NIFTY_17200_PE,OPTION_CHEAP_BUY,SIG_25,1,1,1664346000,1664349600,231.25,237.7,6.45,-0.0,Wednesday,1,17200_PE,254.37500000000003,115.625,60,1,0,0,1664346000,True,0,GAP_DOWN,6,16986.55,0.57,0.3,0.19,0.15,0.32,-0.0822,0.0646,0.99,0.95,0.52,0.5251,-0.0051,0.66,0.39,1.7648,0.4347,-13.450000000000728,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,17456.947499999354,145.47456249999462,12.456840155780315,0.3,0.18,5.278002128715425,6.859496206090055,26.116224816304268,44.11189518877862,[1664346000],"[[0, 0, 0, 0]]",30,17200,PE,ITM_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 11:50:00
2022-09-28,NIFTY_17300_PE,OPTION_CHEAP_BUY,SIG_26,1,1,1664346180,1664347620,299.1,329.15,30.05,-0.0,Wednesday,1,17300_PE,329.01000000000005,149.55,60,1,1,0,1664346180,True,0,GAP_DOWN,6,17000.65,0.57,0.3,0.21,0.16,0.39,-0.0645,0.0224,0.99,0.96,0.52,0.5253,-0.0053,0.65,0.4,1.8879,0.4424,0.6500000000014552,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,17627.947499999354,146.89956249999463,12.517702132047276,0.3,0.17,5.131988549356336,6.859496206090055,24.691224816304267,44.11189518877862,[1664346180],"[[0, 0, 0, 0]]",30,17300,PE,ITM_3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 11:53:00
2022-09-28,NIFTY_17100_PE,OPTION_CHEAP_BUY,SIG_27,1,1,1664346180,1664347560,140.9,156.05,15.15,-0.0,Wednesday,1,17100_PE,154.99,70.45,60,1,1,0,1664346180,True,0,GAP_DOWN,6,17000.65,0.57,0.3,0.21,0.16,0.39,-0.0645,0.0224,0.99,0.96,0.52,0.5253,-0.0053,0.65,0.4,1.8879,0.4424,0.6500000000014552,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,17627.947499999354,146.89956249999463,12.517702132047276,0.3,0.17,5.131988549356336,6.859496206090055,24.691224816304267,44.11189518877862,[1664346180],"[[0, 0, 0, 0]]",40,17100,PE,ITM_1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 11:53:00
2022-09-28,NIFTY_17300_PE,OPTION_CHEAP_BUY,SIG_28,1,1,1664346300,1664347620,297.7,329.15,31.45,-0.0,Wednesday,1,17300_PE,327.47,148.85,60,1,1,0,1664346300,True,0,GAP_DOWN,6,17016.6,0.57,0.3,0.21,0.16,0.39,-0.0645,0.0224,0.99,0.96,0.52,0.5253,-0.0053,0.65,0.4,1.8879,0.4424,16.599999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,17627.947499999354,146.89956249999463,12.517702132047276,0.3,0.17,5.131988549356336,6.859496206090055,24.691224816304267,44.11189518877862,[1664346300],"[[0, 0, 0, 0]]",30,17300,PE,ITM_3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 11:55:00
2022-09-28,NIFTY_17300_PE,OPTION_CHEAP_BUY,SIG_29,1,1,1664347020,1664348160,299.5,336.45,36.95,-0.0,Wednesday,1,17300_PE,329.45000000000005,149.75,60,1,1,0,1664347020,True,0,GAP_DOWN,6,17014.7,0.5,0.3,0.19,0.15,0.31,-0.0192,-0.0951,0.98,0.98,0.53,0.5494,-0.0194,0.67,0.43,2.0407,0.468,14.700000000000728,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,18626.867499999385,155.2238958333282,12.867484429971155,0.28,0.21,5.934357198518954,6.859496206090055,33.01555814963787,44.11189518877862,[1664347020],"[[0, 0, 0, 0]]",30,17300,PE,ITM_3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 12:07:00
2022-09-28,NIFTY_17200_PE,OPTION_CHEAP_BUY,SIG_30,1,1,1664347260,1664347500,198.85,226.0,27.15,-0.0,Wednesday,1,17200_PE,218.735,99.425,60,1,1,0,1664347260,True,0,GAP_DOWN,6,17028.75,0.5,0.3,0.23,0.18,0.38,-0.0192,-0.0951,0.98,0.98,0.53,0.5494,-0.0194,0.67,0.43,2.0407,0.468,28.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,18626.867499999385,155.2238958333282,12.867484429971155,0.28,0.21,5.934357198518954,6.859496206090055,33.01555814963787,44.11189518877862,[1664347260],"[[0, 0, 0, 0]]",40,17200,PE,ITM_2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 12:11:00
2022-09-28,NIFTY_17200_PE,OPTION_CHEAP_BUY,SIG_31,1,1,1664347680,1664349780,231.05,255.55,24.5,-0.0,Wednesday,1,17200_PE,254.15500000000003,115.525,60,1,1,0,1664347680,True,0,GAP_DOWN,7,16986.95,0.44,0.3,0.17,0.13,0.31,0.0009,-0.1553,0.96,0.98,0.54,0.5652,-0.0252,0.68,0.45,2.0088,0.4728,-13.049999999999272,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,18870.333749999463,157.25278124999554,12.951304953555654,0.28,0.22,6.113979048382391,6.859496206090055,35.04444356630517,44.11189518877862,[1664347680],"[[0, 0, 0, 0]]",30,17200,PE,ITM_2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 12:18:00
2022-09-28,NIFTY_17100_PE,OPTION_CHEAP_BUY,SIG_32,1,1,1664347800,1664348160,143.75,165.45,21.7,-0.0,Wednesday,1,17100_PE,158.125,71.875,60,1,1,0,1664347800,True,0,GAP_DOWN,7,16997.5,0.44,0.3,0.18,0.14,0.33,0.0009,-0.1553,0.96,0.98,0.54,0.5652,-0.0252,0.68,0.45,2.0088,0.4728,-2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,20092.8599999995,167.4404999999958,13.364250820752938,0.26,0.15,5.149159135631615,6.859496206090055,24.856724816304865,44.11189518877862,[1664347800],"[[0, 0, 0, 0]]",40,17100,PE,ITM_1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 12:20:00
2022-09-28,NIFTY_17300_PE,OPTION_CHEAP_BUY,SIG_33,1,1,1664347860,1664348160,298.0,336.45,38.45,-0.0,Wednesday,1,17300_PE,327.8,149.0,60,1,1,0,1664347860,True,0,GAP_DOWN,7,17009.7,0.44,0.3,0.18,0.14,0.33,0.0009,-0.1553,0.96,0.98,0.54,0.5652,-0.0252,0.68,0.45,2.0088,0.4728,9.700000000000728,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,20092.8599999995,167.4404999999958,13.364250820752938,0.26,0.15,5.149159135631615,6.859496206090055,24.856724816304865,44.11189518877862,[1664347860],"[[0, 0, 0, 0]]",30,17300,PE,ITM_3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 12:21:00
2022-09-28,NIFTY_17200_PE,OPTION_CHEAP_BUY,SIG_34,1,1,1664348400,1664349480,228.8,252.05,23.25,-0.0,Wednesday,1,17200_PE,251.68000000000004,114.4,60,1,1,0,1664348400,True,0,GAP_DOWN,7,16987.65,0.44,0.3,0.15,0.1,0.31,-0.0317,-0.0964,0.98,0.98,0.53,0.561,-0.031,0.7,0.42,1.5842,0.4279,-12.349999999998545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,21664.662499999442,180.53885416666202,13.877131467914138,0.28,0.12,4.905531605075035,7.2915176975210905,22.560225307865668,49.843340937434306,[1664348400],"[[0, 0, 0, 0]]",30,17200,PE,ITM_2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 12:30:00
2022-09-28,NIFTY_17100_PE,OPTION_CHEAP_BUY,SIG_35,1,1,1664348580,1664349240,149.2,165.1,15.9,-0.0,Wednesday,1,17100_PE,164.12,74.6,60,1,1,0,1664348580,True,0,GAP_DOWN,7,16993.7,0.4,0.3,0.15,0.1,0.3,-0.0594,-0.0265,0.99,0.97,0.54,0.5595,-0.0195,0.71,0.41,1.4443,0.4113,-6.299999999999272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,21979.542499999407,183.16285416666173,13.97761464310366,0.28,0.13,4.991347172724519,7.424005481970044,23.35644993624849,51.67111630905118,[1664348580],"[[0, 0, 0, 0]]",40,17100,PE,ITM_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 12:33:00
2022-09-28,NIFTY_17300_PE,OPTION_CHEAP_BUY,SIG_36,1,1,1664349960,1664353560,344.0,346.5,2.5,-0.0,Wednesday,1,17300_PE,378.40000000000003,172.0,60,1,0,0,1664349960,True,0,GAP_DOWN,8,16967.65,0.36,0.3,0.08,0.05,0.17,0.0046,-0.2189,0.97,0.99,0.52,0.5627,-0.0427,0.72,0.41,1.3928,0.3883,-32.349999999998545,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,23371.211249999313,194.76009374999427,14.413330635213843,0.31,0.11,4.879428792474998,8.031576861629713,22.320773757031898,60.47458770399917,[1664349960],"[[0, 0, 0, 0]]",20,17300,PE,ITM_3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 12:56:00
2022-09-28,NIFTY_17100_PE,OPTION_CHEAP_BUY,SIG_37,1,1,1664349960,1664353560,169.0,172.5,3.5,-0.0,Wednesday,1,17100_PE,185.9,84.5,60,1,0,0,1664349960,True,0,GAP_DOWN,8,16967.65,0.36,0.3,0.08,0.05,0.17,0.0046,-0.2189,0.97,0.99,0.52,0.5627,-0.0427,0.72,0.41,1.3928,0.3883,-32.349999999998545,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,23371.211249999313,194.76009374999427,14.413330635213843,0.31,0.11,4.879428792474998,8.031576861629713,22.320773757031898,60.47458770399917,[1664349960],"[[0, 0, 0, 0]]",30,17100,PE,ITM_1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 12:56:00
2022-09-28,NIFTY_17300_PE,OPTION_CHEAP_BUY,SIG_38,1,1,1664350080,1664353680,343.1,370.95,27.85,-0.0,Wednesday,1,17300_PE,377.4100000000001,171.55,60,1,0,0,1664350080,True,0,GAP_DOWN,8,16970.85,0.36,0.3,0.08,0.05,0.18,0.0046,-0.2189,0.97,0.99,0.52,0.5627,-0.0427,0.72,0.41,1.3928,0.3883,-29.150000000001455,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,23718.247499999274,197.65206249999395,14.519947199169156,0.32,0.11,4.795455861562769,8.171815289780772,21.55912211268442,62.604904809651366,[1664350080],"[[0, 0, 0, 0]]",20,17300,PE,ITM_3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 12:58:00
2022-09-28,NIFTY_17100_PE,OPTION_CHEAP_BUY,SIG_39,1,1,1664350320,1664353680,172.4,190.4,18.0,-0.0,Wednesday,1,17100_PE,189.64000000000001,86.2,60,1,1,0,1664350320,True,0,GAP_DOWN,8,16968.85,0.33,0.3,0.07,0.05,0.14,-0.0053,-0.1858,0.97,0.99,0.52,0.5571,-0.0371,0.71,0.41,1.4379,0.3918,-31.150000000001455,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,23718.247499999274,197.65206249999395,14.519947199169156,0.32,0.11,4.795455861562769,8.171815289780772,21.55912211268442,62.604904809651366,[1664350320],"[[0, 0, 0, 0]]",30,17100,PE,ITM_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 13:02:00
2022-09-28,NIFTY_17300_PE,OPTION_CHEAP_BUY,SIG_40,1,1,1664350380,1664353740,338.0,373.6,35.6,-0.0,Wednesday,1,17300_PE,371.8,169.0,60,1,1,0,1664350380,True,0,GAP_DOWN,8,16973.4,0.33,0.3,0.07,0.05,0.14,-0.0053,-0.1858,0.97,0.99,0.52,0.5571,-0.0371,0.71,0.41,1.4379,0.3918,-26.599999999998545,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,23718.247499999274,197.65206249999395,14.519947199169156,0.32,0.11,4.795455861562769,8.171815289780772,21.55912211268442,62.604904809651366,[1664350380],"[[0, 0, 0, 0]]",20,17300,PE,ITM_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 13:03:00
2022-09-28,NIFTY_17100_PE,OPTION_CHEAP_BUY,SIG_41,1,1,1664350740,1664353740,173.25,195.6,22.35,-0.0,Wednesday,1,17100_PE,190.57500000000002,86.625,60,1,1,0,1664350740,True,0,GAP_DOWN,8,16960.9,0.33,0.3,0.07,0.05,0.14,-0.0077,-0.1776,0.97,0.98,0.51,0.5543,-0.0443,0.7,0.4,1.4583,0.3916,-39.099999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,24059.29124999926,200.49409374999382,14.623965490476929,0.32,0.1,4.703848752698336,8.30300314936467,20.74330602024534,64.63111996721216,[1664350740],"[[0, 0, 0, 0]]",30,17100,PE,ITM_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 13:09:00
2022-09-28,NIFTY_17100_PE,OPTION_CHEAP_BUY,SIG_42,1,1,1664351100,1664353620,169.4,188.5,19.1,-0.0,Wednesday,1,17100_PE,186.34000000000003,84.7,60,1,1,0,1664351100,True,0,GAP_DOWN,8,16964.9,0.33,0.3,0.07,0.04,0.14,-0.0016,-0.195,0.95,0.98,0.51,0.5558,-0.0458,0.71,0.4,1.4721,0.3933,-35.099999999998545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,24059.29124999926,200.49409374999382,14.623965490476929,0.32,0.1,4.703848752698336,8.30300314936467,20.74330602024534,64.63111996721216,[1664351100],"[[0, 0, 0, 0]]",30,17100,PE,ITM_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 13:15:00
2022-09-28,NIFTY_17300_PE,OPTION_CHEAP_BUY,SIG_43,1,1,1664351160,1664353620,328.8,366.75,37.95,-0.0,Wednesday,1,17300_PE,361.68000000000006,164.4,60,1,1,0,1664351160,True,0,GAP_DOWN,9,16971.1,0.31,0.3,0.09,0.06,0.18,0.0063,-0.2204,0.96,0.98,0.52,0.5575,-0.0375,0.72,0.4,1.4484,0.3922,-28.900000000001455,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,24059.29124999926,200.49409374999382,14.623965490476929,0.32,0.1,4.703848752698336,8.30300314936467,20.74330602024534,64.63111996721216,[1664351160],"[[0, 0, 0, 0]]",20,17300,PE,ITM_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 13:16:00
2022-09-28,NIFTY_17200_PE,OPTION_CHEAP_BUY,SIG_44,1,1,1664351400,1664352720,235.0,262.15,27.15,-0.0,Wednesday,1,17200_PE,258.5,117.5,60,1,1,0,1664351400,True,0,GAP_DOWN,9,16980.55,0.31,0.3,0.08,0.06,0.16,0.0063,-0.2204,0.96,0.98,0.52,0.5575,-0.0375,0.72,0.4,1.4484,0.3922,-19.450000000000728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,24430.44749999926,203.58706249999383,14.736333781959702,0.33,0.1,4.755230570839716,8.470714448701441,21.198954170483074,67.26844056697442,[1664351400],"[[0, 0, 0, 0]]",30,17200,PE,ITM_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 13:20:00
2022-09-28,NIFTY_17200_PE,OPTION_CHEAP_BUY,SIG_45,1,1,1664351640,1664352660,230.55,254.2,23.65,-0.0,Wednesday,1,17200_PE,253.60500000000005,115.275,60,1,1,0,1664351640,True,0,GAP_DOWN,9,16981.7,0.31,0.3,0.08,0.06,0.16,0.0234,-0.2686,0.94,0.98,0.51,0.5568,-0.0468,0.72,0.4,1.4715,0.3897,-18.299999999999272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,24515.186249999173,204.29321874999312,14.761868671230594,0.33,0.1,4.7773602158449,8.502663333020008,21.396722467441528,67.77682852001524,[1664351640],"[[0, 0, 0, 0]]",30,17200,PE,ITM_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 13:24:00
2022-09-28,NIFTY_17100_PE,OPTION_CHEAP_BUY,SIG_46,1,1,1664351700,1664352540,147.4,165.7,18.3,-0.0,Wednesday,1,17100_PE,162.14000000000001,73.7,60,1,1,0,1664351700,True,0,GAP_DOWN,9,16991.75,0.31,0.3,0.08,0.06,0.16,0.0234,-0.2686,0.94,0.98,0.51,0.5568,-0.0468,0.72,0.4,1.4715,0.3897,-8.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,24515.186249999173,204.29321874999312,14.761868671230594,0.33,0.1,4.7773602158449,8.502663333020008,21.396722467441528,67.77682852001524,[1664351700],"[[0, 0, 0, 0]]",40,17100,PE,ITM_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 13:25:00
2022-09-28,NIFTY_17100_PE,OPTION_CHEAP_BUY,SIG_47,1,1,1664352780,1664353740,173.2,195.6,22.4,-0.0,Wednesday,1,17100_PE,190.52,86.6,60,1,1,0,1664352780,True,0,GAP_DOWN,9,16956.1,0.29,0.3,0.07,0.04,0.14,0.0247,-0.2928,0.95,0.99,0.5,0.5478,-0.0478,0.72,0.37,1.2312,0.3343,-43.900000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,25009.646249999198,208.4137187499933,14.909995528727015,0.34,0.11,4.92450377147913,8.675420277502905,22.735066308105168,70.5589846793518,[1664352780],"[[0, 0, 0, 0]]",30,17100,PE,ITM_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 13:43:00
2022-09-28,NIFTY_17100_PE,OPTION_CHEAP_BUY,SIG_48,1,1,1664352900,1664353740,174.55,195.6,21.05,-0.0,Wednesday,1,17100_PE,192.00500000000002,87.275,60,1,1,0,1664352900,True,0,GAP_DOWN,9,16957.85,0.29,0.3,0.06,0.04,0.14,0.0247,-0.2928,0.95,0.99,0.5,0.5478,-0.0478,0.72,0.37,1.2312,0.3343,-42.150000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0.42,0.28,0.3,-1,0.85,0.23,0.18,0.59,0.91,-1,0.0,-0.17,1,1,1,1,1,25995.201249999263,216.6266770833272,15.200936009191967,0.36,0.1,4.741307598490336,9.069325566346599,21.07499788453331,77.1118745891138,[1664352900],"[[0, 0, 0, 0]]",30,17100,PE,ITM_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-09-28 13:45:00
