day,symbol,strategy,signal_id,trigger,side,entry_time,exit_time,entry_price,exit_price,realized_pnl,un_realized_pnl,week_day,seq,target,stop_loss,duration,quantity,exit_type,neck_point,trigger_time,closed,pattern_height,open_type,tpo,candles_in_range,first_hour_trend,whole_day_trend,five_min_trend,fifteen_min_trend,lc_dist_frm_level,lc_resistance_ind,lc_support_ind,lc_y_high,lc_y_low,lc_y_va_h_p,lc_y_va_l_p,lc_y_poc_price,lc_t_2_high,lc_t_2_low,lc_t_2_va_h_p,lc_t_2_va_l_p,lc_t_2_poc_price,lc_w_high,lc_w_low,lc_w_Pivot,lc_w_R1,lc_w_S1,lc_w_R2,lc_w_S2,lc_w_R3,lc_w_S3,lc_w_R4,lc_w_S4,d_y_high,d_y_low,d_y_poc_price,d_y_va_h_p,d_y_va_l_p,d_t_2_high,d_t_2_low,d_t_2_poc_price,d_t_2_va_h_p,d_t_2_va_l_p,d2_cd_support_pressure,d2_cd_resistance_pressure,d2_cd_new_business_pressure,d2_cd_type,d2_cd_retest_fract,d2_ad_support_pressure,d2_ad_resistance_pressure,d2_ad_new_business_pressure,d2_ad_retest_fract,d2_ad_type,d2_gap,d2_cd_close_rat,d2_ad_high,d2_ad_low,d2_ad_poc_price,d2_ad_va_h_p,d2_ad_va_l_p,pattern_time,pattern_price,strength,pat_y_high,pat_y_low,pat_y_va_h_p,pat_y_va_l_p,pat_y_poc_price,pat_t_2_high,pat_t_2_low,pat_t_2_va_h_p,pat_t_2_va_l_p,pat_t_2_poc_price,pat_w_high,pat_w_low,pat_w_Pivot,pat_w_R1,pat_w_S1,pat_w_R2,pat_w_S2,pat_w_R3,pat_w_S3,pat_w_R4,pat_w_S4,quad,lin,quad_r2,lin_r2,market_auc,trend_auc,auc_del,mu_0,mu_n,exp_b,exp_c,entry_time_read
2022-01-21,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1642746300,1642747200,17614.15,17629.75,15.6,-0.0,Friday,1,17649.3783,17596.53585,15,1,0,0,1642746300,True,0,GAP_DOWN,6,1.0,0.2,0.01,-0.01,0.05,14.150000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46,0.08,0.46,-1,0.2,0.23,0.0,0.77,0.24,-1,0.0,-1.01,0,1,1,0,1,[1642746060],"[[17592.55, 17614.9, 17590.15, 17614.15]]",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344,-0.1816,0.98,0.99,0.51,0.5469,-0.0369,0.77,0.32,0.5629,0.093,2022-01-21 11:55:00
2022-01-21,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1642748700,1642749600,17646.25,17666.75,20.5,-0.0,Friday,1,17681.5425,17628.60375,15,1,0,0,1642748700,True,0,GAP_DOWN,7,1.0,0.2,0.07,0.05,0.12,46.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46,0.08,0.46,-1,0.2,0.23,0.0,0.77,0.24,-1,0.0,-1.01,0,1,1,0,1,[1642748460],"[[17661.6, 17665.75, 17644.45, 17646.25]]",100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666,-0.0597,1.0,0.98,0.52,0.5403,-0.0203,0.73,0.35,0.4464,0.0193,2022-01-21 12:35:00
2022-01-21,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1642749600,1642750500,17666.75,17670.9,4.15,0.0,Friday,1,17702.0835,17649.08325,15,1,0,0,1642749600,True,0,GAP_DOWN,8,1.0,0.2,0.09,0.06,0.17,-33.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46,0.08,0.46,-1,0.2,0.23,0.0,0.77,0.24,-1,0.0,-1.01,0,1,1,0,1,[1642749360],"[[17658.2, 17667.1, 17647.15, 17666.75]]",200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125,-0.2133,0.98,1.0,0.5,0.5403,-0.0403,0.73,0.35,0.4618,0.0135,2022-01-21 12:50:00
2022-01-21,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1642751700,1642751880,17648.05,17628.85,-19.2,-0.0,Friday,1,17683.3461,17630.40195,15,1,-1,0,1642751700,True,0,GAP_DOWN,9,0.85,0.2,0.07,0.04,0.16,48.04999999999927,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.46,0.08,0.46,-1,0.2,0.23,0.0,0.77,0.24,-1,0.0,-1.01,0,1,1,0,1,[1642751460],"[[17678.65, 17684.25, 17645.6, 17648.05]]",100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333,-0.1432,0.99,1.0,0.49,0.5251,-0.0351,0.71,0.34,0.4172,-0.0273,2022-01-21 13:25:00
2022-01-21,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_6,1,1,1642752900,1642753800,17602.65,17627.7,25.05,-0.0,Friday,1,17637.855300000003,17585.04735,15,1,0,0,1642752900,True,0,GAP_DOWN,10,0.93,0.2,0.02,-0.0,0.08,2.650000000001455,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.46,0.08,0.46,-1,0.2,0.23,0.0,0.77,0.24,-1,0.0,-1.01,0,1,1,0,1,[1642752660],"[[17613.7, 17615.3, 17596.6, 17602.65]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359,-0.1508,0.99,1.0,0.49,0.5286,-0.0386,0.72,0.34,0.4668,0.0122,2022-01-21 13:45:00
2022-01-21,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_7,1,1,1642753500,1642753860,17600.65,17637.05,36.4,-0.0,Friday,1,17635.851300000002,17583.04935,15,1,1,0,1642753500,True,0,GAP_DOWN,10,0.93,0.2,0.02,-0.0,0.09,0.6500000000014552,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.46,0.08,0.46,-1,0.2,0.23,0.0,0.77,0.24,-1,0.0,-1.01,0,1,1,0,1,[1642753260],"[[17605.0, 17611.55, 17595.85, 17600.65]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515,-0.1021,0.99,0.99,0.51,0.534,-0.024,0.72,0.35,0.4481,0.0086,2022-01-21 13:55:00
2022-01-21,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_8,1,1,1642753800,1642754460,17627.7,17609.55,-18.15,-0.0,Friday,1,17662.955400000003,17610.0723,15,1,-1,0,1642753800,True,0,GAP_DOWN,10,0.93,0.2,0.02,0.0,0.09,27.700000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.46,0.08,0.46,-1,0.2,0.23,0.0,0.77,0.24,-1,0.0,-1.01,0,1,1,0,1,[1642753560],"[[17600.65, 17638.1, 17598.5, 17627.7]]",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626,-0.0596,1.0,0.99,0.51,0.5312,-0.0212,0.71,0.35,0.4108,-0.016,2022-01-21 14:00:00
2022-01-21,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_9,1,1,1642756200,1642756500,17538.3,17516.7,-21.6,-0.0,Friday,1,17573.3766,17520.7617,15,1,-1,0,1642756200,True,0,GAP_DOWN,11,0.94,0.2,-0.03,-0.04,-0.01,38.29999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.46,0.08,0.46,-1,0.2,0.23,0.0,0.77,0.24,-1,0.0,-1.01,0,1,1,0,1,[1642755960],"[[17573.05, 17584.75, 17538.3, 17538.3]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481,-0.1166,0.99,0.99,0.49,0.5259,-0.0359,0.71,0.34,0.4636,0.0088,2022-01-21 14:40:00
2021-12-24,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1640328900,1640329440,16973.2,16955.85,-17.35,-0.0,Friday,1,17007.1464,16956.2268,15,1,-1,0,1640328900,True,0,GAP_UP,7,0.89,-0.34,-0.08,-0.07,-0.13,-26.799999999999272,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0.34,0.5,0.16,-1,0.0,0.3,0.02,0.68,0.0,1,0.0057,0.98,0,0,0,0,0,[1640328660],"[[16985.9, 16987.5, 16969.8, 16973.2]]",100,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0233,-0.1609,0.98,0.99,0.42,0.4505,-0.0305,0.62,0.28,0.3831,-0.1277,2021-12-24 12:25:00
2021-12-17,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1639715100,1639715220,17105.25,17084.25,-21.0,0.0,Friday,1,17139.4605,17088.14475,15,1,-1,0,1639715100,True,0,INSIDE_VA,2,0.0,-0.41,0.0,-0.38,-0.5,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0.52,0.03,0.45,-1,0.82,0.1,0.17,0.73,1.0,-1,0.0013,0.21,1,1,1,1,1,[1639714860],"[[17142.25, 17143.2, 17105.0, 17105.25]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2021-12-17 09:55:00
2021-12-03,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1638507000,1638507900,17354.25,17376.35,22.1,0.0,Friday,1,17388.9585,17336.89575,15,1,0,0,1638507000,True,0,GAP_UP,3,1.0,-0.09,-0.15,-0.1,-0.3,-45.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.13,0.07,0.8,1,0.24,0.27,0.18,0.55,0.43,1,0.0,1.41,1,0,1,1,0,[1638506760],"[[17393.25, 17394.75, 17353.55, 17354.25]]",100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757,-0.3326,0.6,0.67,0.46,0.508,-0.048,0.62,0.4,2.4351,0.4255,2021-12-03 10:20:00
2021-12-03,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1638509700,1638510480,17379.95,17415.55,35.6,0.0,Friday,1,17414.7099,17362.570050000002,15,1,1,0,1638509700,True,0,GAP_UP,4,1.0,-0.09,-0.05,-0.02,-0.12,-20.049999999999272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.13,0.07,0.8,1,0.24,0.27,0.18,0.55,0.43,1,0.0,1.41,1,0,1,1,0,[1638509460],"[[17386.65, 17389.65, 17376.05, 17379.95]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791,-0.4597,0.85,0.91,0.41,0.4756,-0.0656,0.68,0.27,1.2282,0.246,2021-12-03 11:05:00
2021-12-03,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1638510000,1638510900,17395.35,17406.4,11.05,0.0,Friday,1,17430.1407,17377.95465,15,1,0,0,1638510000,True,0,GAP_UP,4,1.0,-0.09,-0.01,0.0,-0.03,-4.650000000001455,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.13,0.07,0.8,1,0.24,0.27,0.18,0.55,0.43,1,0.0,1.41,1,0,1,1,0,[1638509760],"[[17379.9, 17395.5, 17370.2, 17395.35]]",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1351,-0.6232,0.78,0.86,0.4,0.4901,-0.0901,0.69,0.29,1.2702,0.2492,2021-12-03 11:10:00
2021-12-03,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_4,1,1,1638517200,1638517440,17310.85,17284.25,-26.6,0.0,Friday,1,17345.4717,17293.539149999997,15,1,-1,0,1638517200,True,0,GAP_UP,8,0.75,-0.09,-0.09,-0.05,-0.2,10.849999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.13,0.07,0.8,1,0.24,0.27,0.18,0.55,0.43,1,0.0,1.41,1,0,1,1,0,[1638516960],"[[17317.8, 17327.85, 17309.3, 17310.85]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,-0.5354,0.84,0.93,0.49,0.5594,-0.0694,0.72,0.4,1.5145,0.3762,2021-12-03 13:10:00
2021-12-03,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_5,1,1,1638518400,1638519240,17277.35,17258.8,-18.55,0.0,Friday,1,17311.9047,17260.07265,15,1,-1,0,1638518400,True,0,GAP_UP,9,0.69,-0.09,-0.11,-0.07,-0.24,-22.650000000001455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0.13,0.07,0.8,1,0.24,0.27,0.18,0.55,0.43,1,0.0,1.41,1,0,1,1,0,[1638518160],"[[17297.05, 17297.1, 17273.45, 17277.35]]",100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1447,-0.6178,0.79,0.9,0.49,0.5728,-0.0828,0.73,0.42,1.5296,0.3823,2021-12-03 13:30:00
2021-11-26,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1637919000,1637919120,17099.2,17078.05,-21.15,0.0,Friday,1,17133.398400000002,17082.1008,15,1,-1,0,1637919000,True,0,GAP_DOWN,12,0.0,-0.09,-0.09,-0.08,-0.13,-0.7999999999992724,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.31,0.08,0.61,1,0.99,0.02,0.2,0.78,0.85,-1,0.0,-0.1,0,1,1,0,1,[1637918760],"[[17112.3, 17115.3, 17097.35, 17099.2]]",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123,-0.1892,0.98,1.0,0.53,0.5608,-0.0308,0.73,0.39,0.3758,-0.0253,2021-11-26 15:00:00
2021-11-12,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_1,1,1,1636692900,1636693800,17930.0,17916.65,-13.35,-0.0,Friday,1,17965.86,17912.07,15,1,0,0,1636692900,True,0,GAP_UP,3,0.0,-0.08,-0.13,-0.11,-0.2,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0.51,0.02,0.47,-1,0.33,0.4,0.34,0.26,0.39,1,0.0,-0.47,0,1,1,0,1,[1636692660],"[[17955.55, 17959.5, 17918.0, 17930.0]]",100,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.1691,-0.8269,0.86,0.94,0.29,0.4089,-0.1189,0.66,0.16,0.7836,-0.0014,2021-11-12 10:25:00
2021-11-12,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_2,1,1,1636693800,1636694700,17916.65,17918.4,1.75,-0.0,Friday,1,17952.4833,17898.733350000002,15,1,0,0,1636693800,True,0,GAP_UP,3,0.5,-0.08,-0.13,-0.1,-0.21,16.650000000001455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0.51,0.02,0.47,-1,0.33,0.4,0.34,0.26,0.39,1,0.0,-0.47,0,1,1,0,1,[1636693560],"[[17937.65, 17939.2, 17915.3, 17916.65]]",100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.084,-0.5022,0.91,0.98,0.36,0.4296,-0.0696,0.63,0.23,0.6466,-0.0089,2021-11-12 10:40:00
2021-11-12,NIFTY,CDLHIKKAKE_BUY_5_15,SIG_3,1,1,1636694700,1636695600,17918.4,17937.95,19.55,-0.0,Friday,1,17954.236800000002,17900.481600000003,15,1,0,0,1636694700,True,0,GAP_UP,4,0.33,-0.08,-0.13,-0.11,-0.18,18.400000000001455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0.51,0.02,0.47,-1,0.33,0.4,0.34,0.26,0.39,1,0.0,-0.47,0,1,1,0,1,[1636694460],"[[17921.35, 17921.35, 17905.9, 17918.4]]",100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,-0.6222,0.78,0.89,0.38,0.4585,-0.0785,0.61,0.3,1.5742,0.2759,2021-11-12 10:55:00
